t_s,kind,id,pos_deg,vel_deg_s,tau_nm,kp,kd,temp_c
6.5223,cmd,3,16.0513,,,0.00,0.00,
6.5224,cmd,4,32.2014,,,0.00,0.00,
6.5230,state,3,16.0513,-3.078,-0.0147,,,37.0
6.5230,state,4,32.2014,0.839,-0.0879,,,36.0
6.5324,cmd,3,16.0513,,,0.00,0.00,
6.5324,cmd,4,32.2014,,,0.00,0.00,
6.5330,state,3,16.0513,1.959,-0.0440,,,37.0
6.5332,state,4,32.2014,-2.518,-0.0293,,,36.0
6.5423,cmd,3,16.0513,,,0.00,0.00,
6.5424,cmd,4,32.2014,,,0.00,0.00,
6.5430,state,3,16.0513,-3.638,-0.0440,,,37.0
6.5430,state,4,32.2014,1.399,-0.0879,,,36.0
6.5523,cmd,3,16.0513,,,0.00,0.00,
6.5523,cmd,4,32.2014,,,0.00,0.00,
6.5529,state,3,16.0513,0.839,-0.0733,,,37.0
6.5531,state,4,32.2014,-1.959,-0.0879,,,36.0
6.5624,cmd,3,16.0513,,,0.00,0.00,
6.5624,cmd,4,32.2014,,,0.00,0.00,
6.5630,state,3,16.0513,-0.280,-0.0440,,,37.0
6.5632,state,4,32.2014,-3.638,-0.0879,,,36.0
6.5723,cmd,3,16.0513,,,0.00,0.00,
6.5723,cmd,4,32.2014,,,0.00,0.00,
6.5730,state,3,16.0513,-1.399,-0.0440,,,37.0
6.5731,state,4,32.2014,-3.638,-0.0293,,,36.0
6.5823,cmd,3,16.0513,,,0.00,0.00,
6.5824,cmd,4,32.2014,,,0.00,0.00,
6.5830,state,3,16.0513,-6.996,-0.0733,,,37.0
6.5830,state,4,32.2014,0.839,-0.0879,,,36.0
6.5924,cmd,3,16.0513,,,0.00,0.00,
6.5924,cmd,4,32.2014,,,0.00,0.00,
6.5930,state,3,16.0513,0.839,-0.0147,,,37.0
6.5931,state,4,32.2014,-0.280,-0.0293,,,36.0
6.6023,cmd,3,16.0513,,,0.00,0.00,
6.6024,cmd,4,32.2014,,,0.00,0.00,
6.6029,state,3,16.0513,-1.399,0.0147,,,37.0
6.6030,state,4,32.2014,3.638,-0.0293,,,36.0
6.6123,cmd,3,16.0513,,,0.00,0.00,
6.6124,cmd,4,32.2014,,,0.00,0.00,
6.6130,state,3,16.0513,0.280,-0.0440,,,37.0
6.6131,state,4,32.2014,-1.959,-0.0293,,,36.0
6.6223,cmd,3,16.0513,,,0.00,0.00,
6.6224,cmd,4,32.2014,,,0.00,0.00,
6.6230,state,3,16.0513,-1.959,0.0147,,,37.0
6.6231,state,4,32.2014,-0.839,-0.0879,,,36.0
6.6323,cmd,3,16.0513,,,0.00,0.00,
6.6324,cmd,4,32.2014,,,0.00,0.00,
6.6330,state,3,16.0513,5.317,-0.0147,,,37.0
6.6331,state,4,32.2234,-0.839,-0.0879,,,36.0
6.6424,cmd,3,16.0513,,,0.00,0.00,
6.6424,cmd,4,32.2014,,,0.00,0.00,
6.6430,state,3,16.0513,0.280,-0.0440,,,37.0
6.6431,state,4,32.2234,0.839,-0.0293,,,36.0
6.6524,cmd,3,16.0513,,,0.00,0.00,
6.6524,cmd,4,32.2234,,,0.00,0.00,
6.6529,state,3,16.0513,3.078,-0.0440,,,37.0
6.6531,state,4,32.2014,3.078,-0.0293,,,36.0
6.6624,cmd,3,16.0513,,,0.00,0.00,
6.6624,cmd,4,32.2234,,,0.00,0.00,
6.6630,state,3,16.0513,-4.197,-0.0440,,,37.0
6.6631,state,4,32.2014,0.280,-0.0293,,,36.0
6.6724,cmd,3,16.0513,,,0.00,0.00,
6.6724,cmd,4,32.2014,,,0.00,0.00,
6.6730,state,3,16.0513,-4.197,0.0147,,,37.0
6.6731,state,4,32.2014,-3.078,-0.0293,,,36.0
6.6825,cmd,3,16.0513,,,0.00,0.00,
6.6825,cmd,4,32.2014,,,0.00,0.00,
6.6831,state,3,16.0513,4.197,-0.0147,,,37.0
6.6832,state,4,32.2014,4.757,-0.0293,,,36.0
6.6924,cmd,3,16.0513,,,0.00,0.00,
6.6924,cmd,4,32.2014,,,0.00,0.00,
6.6930,state,3,16.0513,-0.839,0.0147,,,37.0
6.6932,state,4,32.2014,-4.197,-0.0879,,,36.0
6.7024,cmd,3,16.0513,,,0.00,0.00,
6.7024,cmd,4,32.2014,,,0.00,0.00,
6.7030,state,3,16.0513,1.399,-0.0147,,,37.0
6.7031,state,4,32.2014,-3.078,-0.0879,,,36.0
6.7124,cmd,3,16.0513,,,0.00,0.00,
6.7124,cmd,4,32.2014,,,0.00,0.00,
6.7130,state,3,16.0513,-5.876,-0.0147,,,37.0
6.7131,state,4,32.2014,-0.839,-0.0293,,,36.0
6.7225,cmd,3,16.0513,,,0.00,0.00,
6.7225,cmd,4,32.2014,,,0.00,0.00,
6.7231,state,3,16.0513,0.839,-0.0440,,,37.0
6.7232,state,4,32.2014,-2.518,-0.0293,,,36.0
6.7324,cmd,3,16.0513,,,0.00,0.00,
6.7324,cmd,4,32.2014,,,0.00,0.00,
6.7329,state,3,16.0513,-1.399,-0.0440,,,37.0
6.7332,state,4,32.2014,-0.839,-0.0879,,,36.0
6.7424,cmd,3,16.0513,,,0.00,0.00,
6.7424,cmd,4,32.2014,,,0.00,0.00,
6.7430,state,3,16.0513,-3.078,-0.0440,,,37.0
6.7432,state,4,32.2234,1.399,-0.0293,,,36.0
6.7524,cmd,3,16.0513,,,0.00,0.00,
6.7525,cmd,4,32.2014,,,0.00,0.00,
6.7530,state,3,16.0513,10.354,-0.0440,,,37.0
6.7532,state,4,32.2014,-1.399,-0.0293,,,36.0
6.7624,cmd,3,16.0513,,,0.00,0.00,
6.7624,cmd,4,32.2234,,,0.00,0.00,
6.7630,state,3,16.0513,3.638,-0.0733,,,37.0
6.7632,state,4,32.2014,1.959,-0.0879,,,36.0
6.7724,cmd,3,16.0513,,,0.00,0.00,
6.7724,cmd,4,32.2014,,,0.00,0.00,
6.7730,state,3,16.0513,3.078,-0.0147,,,37.0
6.7732,state,4,32.2014,1.959,-0.0879,,,36.0
6.7824,cmd,3,16.0513,,,0.00,0.00,
6.7824,cmd,4,32.2014,,,0.00,0.00,
6.7830,state,3,16.0513,-3.638,-0.0147,,,37.0
6.7832,state,4,32.2014,-1.959,-0.0293,,,36.0
6.7925,cmd,3,16.0513,,,0.00,0.00,
6.7925,cmd,4,32.2014,,,0.00,0.00,
6.7931,state,3,16.0293,-4.757,-0.0147,,,37.0
6.7932,state,4,32.2014,-3.638,-0.0293,,,36.0
6.8024,cmd,3,16.0513,,,0.00,0.00,
6.8024,cmd,4,32.2014,,,0.00,0.00,
6.8030,state,3,16.0513,1.399,-0.0147,,,37.0
6.8032,state,4,32.2014,3.638,-0.0879,,,36.0
6.8124,cmd,3,16.0293,,,0.00,0.00,
6.8124,cmd,4,32.2014,,,0.00,0.00,
6.8130,state,3,16.0513,1.399,-0.0147,,,37.0
6.8132,state,4,32.2014,-3.078,-0.0293,,,36.0
6.8224,cmd,3,16.0513,,,0.00,0.00,
6.8225,cmd,4,32.2014,,,0.00,0.00,
6.8230,state,3,16.0513,3.638,-0.0147,,,37.0
6.8232,state,4,32.2014,-2.518,-0.0879,,,36.0
6.8325,cmd,3,16.0513,,,0.00,0.00,
6.8325,cmd,4,32.2014,,,0.00,0.00,
6.8331,state,3,16.0513,0.839,0.0147,,,37.0
6.8332,state,4,32.2014,-0.839,-0.0879,,,36.0
6.8424,cmd,3,16.0513,,,0.00,0.00,
6.8424,cmd,4,32.2014,,,0.00,0.00,
6.8430,state,3,16.0513,6.436,-0.0147,,,37.0
6.8432,state,4,32.2014,-1.959,-0.0879,,,36.0
6.8524,cmd,3,16.0513,,,0.00,0.00,
6.8525,cmd,4,32.2014,,,0.00,0.00,
6.8530,state,3,16.0513,7.555,-0.0147,,,37.0
6.8532,state,4,32.2014,-0.839,-0.0293,,,36.0
6.8624,cmd,3,16.0513,,,0.00,0.00,
6.8624,cmd,4,32.2014,,,0.00,0.00,
6.8630,state,3,16.0513,-1.959,-0.0440,,,37.0
6.8632,state,4,32.2014,-0.839,-0.0293,,,36.0
6.8725,cmd,3,16.0513,,,0.00,0.00,
6.8725,cmd,4,32.2014,,,0.00,0.00,
6.8730,state,3,16.0513,3.638,-0.0440,,,37.0
6.8732,state,4,32.2014,-5.317,-0.0879,,,36.0
6.8824,cmd,3,16.0513,,,0.00,0.00,
6.8824,cmd,4,32.2014,,,0.00,0.00,
6.8829,state,3,16.0513,3.638,-0.0147,,,37.0
6.8834,state,4,32.2014,-3.078,-0.0879,,,36.0
6.8925,cmd,3,16.0513,,,0.00,0.00,
6.8925,cmd,4,32.2014,,,0.00,0.00,
6.8930,state,3,16.0513,3.078,-0.0440,,,37.0
6.8934,state,4,32.2014,0.280,-0.0879,,,36.0
6.9025,cmd,3,16.0513,,,0.00,0.00,
6.9025,cmd,4,32.2014,,,0.00,0.00,
6.9031,state,3,16.0513,1.959,0.0147,,,37.0
6.9032,state,4,32.2014,1.399,-0.0879,,,36.0
6.9125,cmd,3,16.0513,,,0.00,0.00,
6.9125,cmd,4,32.2014,,,0.00,0.00,
6.9131,state,3,16.0513,-0.839,-0.0147,,,37.0
6.9132,state,4,32.2014,-3.638,-0.0879,,,36.0
6.9225,cmd,3,16.0513,,,0.00,0.00,
6.9225,cmd,4,32.2014,,,0.00,0.00,
6.9231,state,3,16.0513,3.078,0.0147,,,37.0
6.9232,state,4,32.2234,-1.399,-0.0293,,,36.0
6.9324,cmd,3,16.0513,,,0.00,0.00,
6.9324,cmd,4,32.2014,,,0.00,0.00,
6.9330,state,3,16.0513,0.280,-0.0440,,,37.0
6.9332,state,4,32.2014,0.839,-0.0293,,,36.0
6.9424,cmd,3,16.0513,,,0.00,0.00,
6.9425,cmd,4,32.2234,,,0.00,0.00,
6.9431,state,3,16.0513,-5.317,-0.0147,,,37.0
6.9432,state,4,32.2014,-0.280,-0.0879,,,36.0
6.9526,cmd,3,16.0513,,,0.00,0.00,
6.9526,cmd,4,32.2014,,,0.00,0.00,
6.9532,state,3,16.0513,-5.317,-0.0440,,,37.0
6.9532,state,4,32.2014,-1.959,-0.0293,,,36.0
6.9626,cmd,3,16.0513,,,0.00,0.00,
6.9626,cmd,4,32.2014,,,0.00,0.00,
6.9632,state,3,16.0513,-0.280,-0.0440,,,37.0
6.9633,state,4,32.2014,0.280,-0.0879,,,36.0
6.9724,cmd,3,16.0513,,,0.00,0.00,
6.9725,cmd,4,32.2014,,,0.00,0.00,
6.9731,state,3,16.0513,-4.197,-0.0440,,,37.0
6.9732,state,4,32.2014,-2.518,-0.0879,,,36.0
6.9824,cmd,3,16.0513,,,0.00,0.00,
6.9825,cmd,4,32.2014,,,0.00,0.00,
6.9830,state,3,16.0513,3.638,-0.0147,,,37.0
6.9832,state,4,32.2014,0.280,-0.0293,,,36.0
6.9925,cmd,3,16.0513,,,0.00,0.00,
6.9925,cmd,4,32.2014,,,0.00,0.00,
6.9932,state,3,16.0513,-3.078,-0.0440,,,37.0
6.9933,state,4,32.2014,1.399,-0.0879,,,36.0
7.0024,cmd,3,16.0513,,,0.00,0.00,
7.0024,cmd,4,32.2014,,,0.00,0.00,
7.0030,state,3,16.0513,0.839,-0.0147,,,37.0
7.0032,state,4,32.2014,-2.518,-0.0293,,,36.0
7.0124,cmd,3,16.0513,,,0.00,0.00,
7.0124,cmd,4,32.2014,,,0.00,0.00,
7.0130,state,3,16.0513,-1.959,-0.0733,,,37.0
7.0132,state,4,32.2234,4.197,-0.0879,,,36.0
7.0224,cmd,3,16.0513,,,0.00,0.00,
7.0225,cmd,4,32.2014,,,0.00,0.00,
7.0231,state,3,16.0513,0.280,-0.0440,,,37.0
7.0232,state,4,32.2014,-3.638,-0.0293,,,36.0
7.0325,cmd,3,16.0513,,,0.00,0.00,
7.0325,cmd,4,32.2234,,,0.00,0.00,
7.0330,state,3,16.0293,-5.317,-0.0147,,,37.0
7.0332,state,4,32.2014,-2.518,-0.0293,,,36.0
7.0424,cmd,3,16.0513,,,0.00,0.00,
7.0424,cmd,4,32.2014,,,0.00,0.00,
7.0430,state,3,16.0513,-0.280,-0.0440,,,37.0
7.0432,state,4,32.2234,4.757,-0.0293,,,36.0
7.0525,cmd,3,16.0293,,,0.00,0.00,
7.0525,cmd,4,32.2014,,,0.00,0.00,
7.0531,state,3,16.0513,3.078,-0.0440,,,37.0
7.0532,state,4,32.2014,2.518,-0.0879,,,36.0
7.0624,cmd,3,16.0513,,,0.00,0.00,
7.0625,cmd,4,32.2234,,,0.00,0.00,
7.0631,state,3,16.0513,-0.839,-0.0147,,,37.0
7.0632,state,4,32.2014,4.197,-0.0293,,,36.0
7.0724,cmd,3,16.0513,,,0.00,0.00,
7.0724,cmd,4,32.2014,,,0.00,0.00,
7.0730,state,3,16.0513,1.399,-0.0147,,,37.0
7.0732,state,4,32.2014,2.518,-0.0879,,,36.0
7.0825,cmd,3,16.0513,,,0.00,0.00,
7.0826,cmd,4,32.2014,,,0.00,0.00,
7.0832,state,3,16.0513,-3.078,-0.0147,,,37.0
7.0832,state,4,32.2014,-3.638,-0.0879,,,36.0
7.0925,cmd,3,16.0513,,,0.00,0.00,
7.0925,cmd,4,32.2014,,,0.00,0.00,
7.0931,state,3,16.0513,-6.996,-0.0440,,,37.0
7.0932,state,4,32.2014,-1.399,-0.0879,,,36.0
7.1024,cmd,3,16.0513,,,0.00,0.00,
7.1025,cmd,4,32.2014,,,0.00,0.00,
7.1030,state,3,16.0513,0.839,-0.0147,,,37.0
7.1032,state,4,32.2014,-5.876,-0.0293,,,36.0
7.1125,cmd,3,16.0513,,,0.00,0.00,
7.1125,cmd,4,32.2014,,,0.00,0.00,
7.1131,state,3,16.0513,0.839,0.0147,,,37.0
7.1132,state,4,32.2014,-5.876,-0.0879,,,36.0
7.1224,cmd,3,16.0513,,,0.00,0.00,
7.1224,cmd,4,32.2014,,,0.00,0.00,
7.1230,state,3,16.0513,3.078,-0.0147,,,37.0
7.1232,state,4,32.2014,-0.839,-0.0293,,,36.0
7.1324,cmd,3,16.0513,,,0.00,0.00,
7.1325,cmd,4,32.2014,,,0.00,0.00,
7.1331,state,3,16.0513,4.197,-0.0733,,,37.0
7.1332,state,4,32.2014,3.638,-0.0879,,,36.0
7.1425,cmd,3,16.0513,,,0.00,0.00,
7.1425,cmd,4,32.2014,,,0.00,0.00,
7.1432,state,3,16.0513,0.839,-0.0147,,,37.0
7.1432,state,4,32.2234,5.317,-0.0293,,,36.0
7.1524,cmd,3,16.0513,,,0.00,0.00,
7.1525,cmd,4,32.2014,,,0.00,0.00,
7.1530,state,3,16.0513,0.280,-0.0440,,,37.0
7.1532,state,4,32.2014,0.280,-0.0879,,,36.0
7.1624,cmd,3,16.0513,,,0.00,0.00,
7.1625,cmd,4,32.2234,,,0.00,0.00,
7.1630,state,3,16.0513,3.078,-0.0147,,,37.0
7.1632,state,4,32.2014,-2.518,-0.0293,,,36.0
7.1725,cmd,3,16.0513,,,0.00,0.00,
7.1725,cmd,4,32.2014,,,0.00,0.00,
7.1731,state,3,16.0513,-0.280,-0.0147,,,37.0
7.1732,state,4,32.2014,3.638,-0.0293,,,36.0
7.1824,cmd,3,16.0513,,,0.00,0.00,
7.1825,cmd,4,32.2014,,,0.00,0.00,
7.1831,state,3,16.0513,-0.280,-0.1026,,,37.0
7.1832,state,4,32.2014,-1.959,-0.0293,,,36.0
7.1925,cmd,3,16.0513,,,0.00,0.00,
7.1925,cmd,4,32.2014,,,0.00,0.00,
7.1930,state,3,16.0513,6.436,-0.0440,,,37.0
7.1932,state,4,32.2234,5.876,-0.0293,,,36.0
7.2025,cmd,3,16.0513,,,0.00,0.00,
7.2025,cmd,4,32.2014,,,0.00,0.00,
7.2031,state,3,16.0513,-4.757,-0.0440,,,37.0
7.2032,state,4,32.2014,0.280,-0.0879,,,36.0
7.2125,cmd,3,16.0513,,,0.00,0.00,
7.2125,cmd,4,32.2234,,,0.00,0.00,
7.2131,state,3,16.0513,1.399,-0.0440,,,37.0
7.2132,state,4,32.2234,-2.518,-0.0879,,,36.0
7.2225,cmd,3,16.0513,,,0.00,0.00,
7.2225,cmd,4,32.2014,,,0.00,0.00,
7.2231,state,3,16.0513,0.280,-0.0147,,,37.0
7.2232,state,4,32.2014,-0.839,-0.0879,,,36.0
7.2325,cmd,3,16.0513,,,0.00,0.00,
7.2325,cmd,4,32.2234,,,0.00,0.00,
7.2331,state,3,16.0513,4.197,-0.0147,,,37.0
7.2332,state,4,32.2014,-2.518,-0.0879,,,36.0
7.2425,cmd,3,16.0513,,,0.00,0.00,
7.2425,cmd,4,32.2014,,,0.00,0.00,
7.2431,state,3,16.0513,-4.757,-0.0147,,,37.0
7.2432,state,4,32.2014,3.078,-0.0293,,,36.0
7.2525,cmd,3,16.0513,,,0.00,0.00,
7.2525,cmd,4,32.2014,,,0.00,0.00,
7.2530,state,3,16.0513,-2.518,0.0147,,,37.0
7.2532,state,4,32.2014,0.839,-0.0879,,,36.0
7.2625,cmd,3,16.0513,,,0.00,0.00,
7.2625,cmd,4,32.2014,,,0.00,0.00,
7.2631,state,3,16.0513,-3.078,0.0147,,,37.0
7.2632,state,4,32.2014,0.839,-0.0293,,,36.0
7.2725,cmd,3,16.0513,,,0.00,0.00,
7.2725,cmd,4,32.2014,,,0.00,0.00,
7.2730,state,3,16.0513,-0.839,-0.0440,,,37.0
7.2732,state,4,32.2014,-3.078,-0.0879,,,36.0
7.2825,cmd,3,16.0513,,,0.00,0.00,
7.2825,cmd,4,32.2014,,,0.00,0.00,
7.2831,state,3,16.0513,-4.757,-0.0440,,,37.0
7.2832,state,4,32.2014,0.280,-0.0879,,,36.0
7.2925,cmd,3,16.0513,,,0.00,0.00,
7.2925,cmd,4,32.2014,,,0.00,0.00,
7.2931,state,3,16.0513,1.959,-0.0147,,,37.0
7.2932,state,4,32.2014,-6.996,-0.0293,,,36.0
7.3025,cmd,3,16.0513,,,0.00,0.00,
7.3025,cmd,4,32.2014,,,0.00,0.00,
7.3031,state,3,16.0513,-2.518,-0.0440,,,37.0
7.3032,state,4,32.2014,-1.399,-0.0879,,,36.0
7.3125,cmd,3,16.0513,,,0.00,0.00,
7.3125,cmd,4,32.2014,,,0.00,0.00,
7.3131,state,3,16.0513,0.839,-0.0147,,,37.0
7.3132,state,4,32.2014,3.078,-0.0293,,,36.0
7.3225,cmd,3,16.0513,,,0.00,0.00,
7.3225,cmd,4,32.2014,,,0.00,0.00,
7.3231,state,3,16.0513,-3.638,-0.0440,,,37.0
7.3232,state,4,32.2014,0.839,-0.0293,,,36.0
7.3325,cmd,3,16.0513,,,0.00,0.00,
7.3325,cmd,4,32.2014,,,0.00,0.00,
7.3331,state,3,16.0513,-1.399,-0.0440,,,37.0
7.3332,state,4,32.2014,4.757,-0.0879,,,36.0
7.3425,cmd,3,16.0513,,,0.00,0.00,
7.3425,cmd,4,32.2014,,,0.00,0.00,
7.3430,state,3,16.0513,3.638,-0.0440,,,37.0
7.3432,state,4,32.2234,1.399,-0.0293,,,36.0
7.3525,cmd,3,16.0513,,,0.00,0.00,
7.3525,cmd,4,32.2014,,,0.00,0.00,
7.3532,state,3,16.0513,2.518,-0.0147,,,37.0
7.3533,state,4,32.2014,4.757,-0.0293,,,36.0
7.3625,cmd,3,16.0513,,,0.00,0.00,
7.3625,cmd,4,32.2234,,,0.00,0.00,
7.3631,state,3,16.0513,-0.839,-0.0147,,,37.0
7.3632,state,4,32.2014,0.280,-0.0293,,,36.0
7.3725,cmd,3,16.0513,,,0.00,0.00,
7.3725,cmd,4,32.2014,,,0.00,0.00,
7.3731,state,3,16.0513,3.638,-0.0440,,,37.0
7.3732,state,4,32.2014,1.399,-0.0293,,,36.0
7.3825,cmd,3,16.0513,,,0.00,0.00,
7.3825,cmd,4,32.2014,,,0.00,0.00,
7.3831,state,3,16.0513,3.638,-0.0440,,,37.0
7.3832,state,4,32.2014,-1.959,-0.0293,,,36.0
7.3925,cmd,3,16.0513,,,0.00,0.00,
7.3925,cmd,4,32.2014,,,0.00,0.00,
7.3931,state,3,16.0513,-4.197,-0.0440,,,37.0
7.3932,state,4,32.2014,1.959,-0.0879,,,36.0
7.4025,cmd,3,16.0513,,,0.00,0.00,
7.4025,cmd,4,32.2014,,,0.00,0.00,
7.4031,state,3,16.0513,-0.280,-0.0440,,,37.0
7.4032,state,4,32.2014,0.280,-0.0293,,,36.0
7.4125,cmd,3,16.0513,,,0.00,0.00,
7.4125,cmd,4,32.2014,,,0.00,0.00,
7.4131,state,3,16.0513,-3.638,-0.0440,,,37.0
7.4132,state,4,32.2014,-0.280,-0.0293,,,36.0
7.4225,cmd,3,16.0513,,,0.00,0.00,
7.4225,cmd,4,32.2014,,,0.00,0.00,
7.4231,state,3,16.0513,-1.959,-0.0440,,,37.0
7.4232,state,4,32.2014,0.839,-0.0293,,,36.0
7.4325,cmd,3,16.0513,,,0.00,0.00,
7.4325,cmd,4,32.2014,,,0.00,0.00,
7.4332,state,3,16.0513,-3.638,0.0147,,,37.0
7.4332,state,4,32.2014,-1.399,-0.0293,,,36.0
7.4425,cmd,3,16.0513,,,0.00,0.00,
7.4425,cmd,4,32.2014,,,0.00,0.00,
7.4433,state,3,16.0513,2.518,-0.0440,,,37.0
7.4433,state,4,32.2014,-3.638,-0.0293,,,36.0
7.4525,cmd,3,16.0513,,,0.00,0.00,
7.4525,cmd,4,32.2014,,,0.00,0.00,
7.4531,state,3,16.0513,-3.638,-0.0147,,,37.0
7.4532,state,4,32.2234,4.757,-0.0879,,,36.0
7.4626,cmd,3,16.0513,,,0.00,0.00,
7.4626,cmd,4,32.2014,,,0.00,0.00,
7.4632,state,3,16.0513,0.839,-0.0733,,,37.0
7.4633,state,4,32.2014,-0.280,-0.0293,,,36.0
7.4725,cmd,3,16.0513,,,0.00,0.00,
7.4726,cmd,4,32.2234,,,0.00,0.00,
7.4733,state,3,16.0513,-5.317,-0.0440,,,37.0
7.4733,state,4,32.2014,2.518,-0.0879,,,36.0
7.4825,cmd,3,16.0513,,,0.00,0.00,
7.4825,cmd,4,32.2014,,,0.00,0.00,
7.4831,state,3,16.0513,-3.638,-0.0440,,,37.0
7.4832,state,4,32.2014,0.280,-0.0293,,,36.0
7.4925,cmd,3,16.0513,,,0.00,0.00,
7.4925,cmd,4,32.2014,,,0.00,0.00,
7.4931,state,3,16.0513,-1.959,-0.0147,,,37.0
7.4932,state,4,32.2014,-0.280,-0.0879,,,36.0
7.5025,cmd,3,16.0513,,,0.00,0.00,
7.5025,cmd,4,32.2014,,,0.00,0.00,
7.5032,state,3,16.0513,-1.399,-0.0147,,,37.0
7.5033,state,4,32.2014,2.518,-0.0879,,,36.0
7.5125,cmd,3,16.0513,,,0.00,0.00,
7.5125,cmd,4,32.2014,,,0.00,0.00,
7.5131,state,3,16.0513,0.280,-0.0440,,,37.0
7.5132,state,4,32.2014,0.280,-0.0293,,,36.0
7.5225,cmd,3,16.0513,,,0.00,0.00,
7.5225,cmd,4,32.2014,,,0.00,0.00,
7.5231,state,3,16.0513,4.197,-0.0147,,,37.0
7.5232,state,4,32.2014,-1.399,-0.0293,,,36.0
7.5326,cmd,3,16.0513,,,0.00,0.00,
7.5326,cmd,4,32.2014,,,0.00,0.00,
7.5332,state,3,16.0513,5.317,-0.0147,,,37.0
7.5333,state,4,32.2014,-3.638,-0.0293,,,36.0
7.5425,cmd,3,16.0513,,,0.00,0.00,
7.5425,cmd,4,32.2014,,,0.00,0.00,
7.5432,state,3,16.0513,-5.876,-0.0440,,,37.0
7.5433,state,4,32.2014,0.280,-0.0293,,,36.0
7.5525,cmd,3,16.0513,,,0.00,0.00,
7.5525,cmd,4,32.2014,,,0.00,0.00,
7.5531,state,3,16.0513,-0.839,-0.0147,,,37.0
7.5532,state,4,32.2014,-1.399,-0.0293,,,36.0
7.5626,cmd,3,16.0513,,,0.00,0.00,
7.5626,cmd,4,32.2014,,,0.00,0.00,
7.5633,state,3,16.0513,-1.959,-0.0733,,,37.0
7.5633,state,4,32.2234,3.078,-0.0879,,,36.0
7.5725,cmd,3,16.0513,,,0.00,0.00,
7.5725,cmd,4,32.2014,,,0.00,0.00,
7.5732,state,3,16.0513,-3.078,-0.0147,,,37.0
7.5732,state,4,32.2014,-5.317,-0.0879,,,36.0
7.5825,cmd,3,16.0513,,,0.00,0.00,
7.5826,cmd,4,32.2234,,,0.00,0.00,
7.5831,state,3,16.0513,-0.280,-0.0147,,,37.0
7.5832,state,4,32.2014,4.197,-0.0879,,,36.0
7.5925,cmd,3,16.0513,,,0.00,0.00,
7.5925,cmd,4,32.2014,,,0.00,0.00,
7.5933,state,3,16.0513,-0.839,-0.0147,,,37.0
7.5933,state,4,32.2014,1.399,-0.0879,,,36.0
7.6025,cmd,3,16.0513,,,0.00,0.00,
7.6025,cmd,4,32.2014,,,0.00,0.00,
7.6032,state,3,16.0513,-1.959,-0.0147,,,37.0
7.6033,state,4,32.2014,-3.638,-0.0879,,,36.0
7.6125,cmd,3,16.0513,,,0.00,0.00,
7.6125,cmd,4,32.2014,,,0.00,0.00,
7.6132,state,3,16.0513,1.399,-0.0440,,,37.0
7.6133,state,4,32.2234,4.197,-0.0293,,,36.0
7.6225,cmd,3,16.0513,,,0.00,0.00,
7.6225,cmd,4,32.2014,,,0.00,0.00,
7.6232,state,3,16.0513,-1.959,-0.0440,,,37.0
7.6233,state,4,32.2014,0.839,-0.0293,,,36.0
7.6325,cmd,3,16.0513,,,0.00,0.00,
7.6325,cmd,4,32.2234,,,0.00,0.00,
7.6332,state,3,16.0293,-5.317,-0.0147,,,37.0
7.6333,state,4,32.2014,-4.197,-0.0879,,,36.0
7.6425,cmd,3,16.0513,,,0.00,0.00,
7.6425,cmd,4,32.2014,,,0.00,0.00,
7.6432,state,3,16.0513,-0.839,-0.0147,,,37.0
7.6433,state,4,32.2014,4.197,-0.0293,,,36.0
7.6526,cmd,3,16.0293,,,0.00,0.00,
7.6527,cmd,4,32.2014,,,0.00,0.00,
7.6532,state,3,16.0513,-0.839,-0.0440,,,37.0
7.6533,state,4,32.2014,-1.399,-0.0879,,,36.0
7.6626,cmd,3,16.0513,,,0.00,0.00,
7.6626,cmd,4,32.2014,,,0.00,0.00,
7.6631,state,3,16.0513,-1.399,-0.0147,,,37.0
7.6635,state,4,32.2014,0.280,-0.0879,,,36.0
7.6725,cmd,3,16.0513,,,0.00,0.00,
7.6725,cmd,4,32.2014,,,0.00,0.00,
7.6730,state,3,16.0513,1.399,-0.0147,,,37.0
7.6735,state,4,32.2014,0.839,-0.0879,,,36.0
7.6826,cmd,3,16.0513,,,0.00,0.00,
7.6827,cmd,4,32.2014,,,0.00,0.00,
7.6832,state,3,16.0513,-0.839,-0.0440,,,37.0
7.6834,state,4,32.2014,-7.555,-0.0879,,,36.0
7.6926,cmd,3,16.0513,,,0.00,0.00,
7.6926,cmd,4,32.2014,,,0.00,0.00,
7.6932,state,3,16.0513,3.638,-0.0440,,,37.0
7.6933,state,4,32.2234,1.959,-0.0293,,,36.0
7.7025,cmd,3,16.0513,,,0.00,0.00,
7.7026,cmd,4,32.2014,,,0.00,0.00,
7.7033,state,3,16.0513,-1.959,-0.0147,,,37.0
7.7033,state,4,32.2014,-1.959,-0.0293,,,36.0
7.7126,cmd,3,16.0513,,,0.00,0.00,
7.7126,cmd,4,32.2234,,,0.00,0.00,
7.7132,state,3,16.0513,1.959,-0.0147,,,37.0
7.7133,state,4,32.2014,-8.115,-0.0879,,,36.0
7.7226,cmd,3,16.0513,,,0.00,0.00,
7.7226,cmd,4,32.2014,,,0.00,0.00,
7.7232,state,3,16.0513,3.078,-0.0733,,,37.0
7.7233,state,4,32.2014,-0.839,-0.0293,,,36.0
7.7326,cmd,3,16.0513,,,0.00,0.00,
