t_s,kind,id,pos_deg,vel_deg_s,tau_nm,kp,kd,temp_c
0.7530,state,4,46.3520,-4.197,-0.0293,,,30.0
0.7625,cmd,3,32.0256,,,0.00,0.00,
0.7625,cmd,4,46.3520,,,0.00,0.00,
0.7630,state,3,32.0256,3.078,-0.0440,,,31.0
0.7631,state,4,46.3520,-0.839,-0.0293,,,29.0
0.7724,cmd,3,32.0256,,,0.00,0.00,
0.7724,cmd,4,46.3520,,,0.00,0.00,
0.7730,state,3,32.0256,7.555,0.0147,,,31.0
0.7731,state,4,46.3740,0.280,-0.0293,,,30.0
0.7824,cmd,3,32.0256,,,0.00,0.00,
0.7824,cmd,4,46.3520,,,0.00,0.00,
0.7829,state,3,32.0256,5.876,-0.0147,,,31.0
0.7831,state,4,46.3740,0.280,-0.0879,,,30.0
0.7926,cmd,3,32.0256,,,0.00,0.00,
0.7926,cmd,4,46.3740,,,0.00,0.00,
0.7931,state,3,32.0256,1.399,0.0147,,,31.0
0.7937,state,4,46.3740,1.399,-0.0293,,,29.0
0.8025,cmd,3,32.0256,,,0.00,0.00,
0.8025,cmd,4,46.3740,,,0.00,0.00,
0.8029,state,3,32.0256,-1.959,-0.0440,,,31.0
0.8032,state,4,46.3520,-3.638,-0.0293,,,30.0
0.8124,cmd,3,32.0256,,,0.00,0.00,
0.8125,cmd,4,46.3740,,,0.00,0.00,
0.8129,state,3,32.0256,-0.280,-0.0147,,,31.0
0.8131,state,4,46.3520,1.399,-0.0293,,,30.0
0.8224,cmd,3,32.0256,,,0.00,0.00,
0.8225,cmd,4,46.3520,,,0.00,0.00,
0.8230,state,3,32.0256,0.839,0.0147,,,31.0
0.8231,state,4,46.3520,-2.518,-0.0293,,,30.0
0.8325,cmd,3,32.0256,,,0.00,0.00,
0.8325,cmd,4,46.3520,,,0.00,0.00,
0.8330,state,3,32.0256,0.839,0.0147,,,31.0
0.8332,state,4,46.3520,-1.959,-0.0879,,,29.0
0.8425,cmd,3,32.0256,,,0.00,0.00,
0.8425,cmd,4,46.3520,,,0.00,0.00,
0.8431,state,3,32.0256,-8.675,-0.0147,,,31.0
0.8431,state,4,46.3740,3.078,-0.0879,,,29.0
0.8524,cmd,3,32.0256,,,0.00,0.00,
0.8524,cmd,4,46.3520,,,0.00,0.00,
0.8531,state,3,32.0256,-4.197,-0.0147,,,31.0
0.8531,state,4,46.3520,-1.959,-0.0879,,,30.0
0.8626,cmd,3,32.0256,,,0.00,0.00,
0.8627,cmd,4,46.3740,,,0.00,0.00,
0.8631,state,3,32.0256,0.280,0.0147,,,31.0
0.8638,state,4,46.3740,4.757,-0.0879,,,29.0
0.8724,cmd,3,32.0256,,,0.00,0.00,
0.8724,cmd,4,46.3520,,,0.00,0.00,
0.8730,state,3,32.0256,3.638,0.0147,,,31.0
0.8731,state,4,46.3740,-0.280,-0.0879,,,30.0
0.8823,cmd,3,32.0256,,,0.00,0.00,
0.8823,cmd,4,46.3740,,,0.00,0.00,
0.8829,state,3,32.0256,-6.436,-0.0440,,,31.0
0.8830,state,4,46.3520,-0.839,-0.0879,,,29.0
0.8925,cmd,3,32.0256,,,0.00,0.00,
0.8926,cmd,4,46.3740,,,0.00,0.00,
0.8931,state,3,32.0256,1.399,-0.0440,,,31.0
0.8932,state,4,46.3520,-2.518,-0.0879,,,29.0
0.9024,cmd,3,32.0256,,,0.00,0.00,
0.9025,cmd,4,46.3520,,,0.00,0.00,
0.9029,state,3,32.0256,-5.317,0.0147,,,31.0
0.9031,state,4,46.3740,-3.078,-0.0879,,,30.0
0.9125,cmd,3,32.0256,,,0.00,0.00,
0.9125,cmd,4,46.3520,,,0.00,0.00,
0.9130,state,3,32.0256,6.996,-0.0440,,,31.0
0.9132,state,4,46.3520,-0.839,0.0293,,,30.0
0.9225,cmd,3,32.0256,,,0.00,0.00,
0.9226,cmd,4,46.3740,,,0.00,0.00,
0.9231,state,3,32.0256,3.078,-0.0440,,,31.0
0.9232,state,4,46.3740,-3.638,-0.0293,,,29.0
0.9324,cmd,3,32.0256,,,0.00,0.00,
0.9324,cmd,4,46.3520,,,0.00,0.00,
0.9329,state,3,32.0256,-0.280,-0.0147,,,31.0
0.9331,state,4,46.3740,2.518,-0.0879,,,30.0
