t_s,kind,id,pos_deg,vel_deg_s,tau_nm,kp,kd,temp_c
85.0825,cmd,4,45.6269,,,79.37,2.98,
85.0829,state,3,31.9597,-1.959,-0.0440,,,31.0
85.0832,state,4,45.6489,-1.399,-0.0879,,,30.0
85.0925,cmd,3,31.9597,,,79.37,2.98,
85.0925,cmd,4,45.6269,,,79.37,2.98,
85.0930,state,3,31.9597,0.280,0.0147,,,31.0
85.0932,state,4,45.6269,-1.959,-0.1465,,,30.0
85.1026,cmd,3,31.9597,,,79.37,2.98,
85.1027,cmd,4,45.6269,,,79.37,2.98,
85.1031,state,3,31.9597,-1.959,-0.0440,,,31.0
85.1033,state,4,45.6489,0.280,-0.0879,,,30.0
85.1125,cmd,3,31.9597,,,79.37,2.98,
85.1125,cmd,4,45.6269,,,79.37,2.98,
85.1130,state,3,31.9597,-4.197,-0.1026,,,31.0
85.1138,state,4,45.6489,3.078,-0.0879,,,30.0
85.1224,cmd,3,31.9597,,,79.37,2.98,
85.1224,cmd,4,45.6269,,,79.37,2.98,
85.1229,state,3,31.9597,-3.638,-0.0733,,,31.0
85.1232,state,4,45.6489,-0.280,-0.0879,,,30.0
85.1323,cmd,3,31.9597,,,79.37,2.98,
85.1324,cmd,4,45.6269,,,79.37,2.98,
85.1328,state,3,31.9597,-1.399,-0.0147,,,31.0
85.1336,state,4,45.6489,-2.518,-0.0879,,,30.0
85.1424,cmd,3,31.9597,,,79.37,2.98,
85.1424,cmd,4,45.6269,,,79.37,2.98,
85.1428,state,3,31.9597,4.197,-0.0440,,,31.0
85.1433,state,4,45.6489,2.518,-0.1465,,,30.0
85.1522,cmd,3,31.9597,,,79.37,2.98,
85.1523,cmd,4,45.6269,,,79.37,2.98,
85.1528,state,3,31.9597,-7.555,-0.0733,,,31.0
85.1532,state,4,45.6489,0.280,-0.1465,,,30.0
85.1625,cmd,3,31.9597,,,79.37,2.98,
85.1625,cmd,4,45.6269,,,79.37,2.98,
85.1630,state,3,31.9597,-0.280,-0.0733,,,31.0
85.1640,state,4,45.6489,2.518,-0.1465,,,30.0
85.1724,cmd,3,31.9597,,,79.37,2.98,
85.1724,cmd,4,45.6269,,,79.37,2.98,
85.1729,state,3,31.9597,1.959,-0.0147,,,31.0
85.1730,state,4,45.6489,-0.280,-0.0879,,,30.0
85.1822,cmd,3,31.9597,,,79.37,2.98,
85.1822,cmd,4,45.6269,,,79.37,2.98,
85.1828,state,3,31.9597,-1.399,-0.0733,,,31.0
85.1829,state,4,45.6489,3.078,-0.0879,,,30.0
85.1921,cmd,3,31.9597,,,79.37,2.98,
85.1922,cmd,4,45.6269,,,79.37,2.98,
85.1928,state,3,31.9597,-4.197,-0.1319,,,31.0
85.1928,state,4,45.6489,2.518,-0.1465,,,30.0
85.2022,cmd,3,31.9597,,,79.37,2.98,
85.2023,cmd,4,45.6269,,,79.37,2.98,
85.2029,state,3,31.9597,-2.518,-0.0440,,,31.0
85.2030,state,4,45.6489,-6.436,-0.1465,,,30.0
85.2124,cmd,3,31.9597,,,79.37,2.98,
85.2124,cmd,4,45.6269,,,79.37,2.98,
85.2129,state,3,31.9597,-3.638,-0.1026,,,31.0
85.2135,state,4,45.6489,-0.280,-0.0879,,,30.0
85.2224,cmd,3,31.9597,,,79.37,2.98,
85.2224,cmd,4,45.6269,,,79.37,2.98,
85.2228,state,3,31.9597,1.399,-0.0733,,,31.0
85.2233,state,4,45.6489,-1.959,-0.1465,,,30.0
85.2325,cmd,3,31.9597,,,79.37,2.98,
85.2325,cmd,4,45.6269,,,79.37,2.98,
85.2331,state,3,31.9597,3.638,-0.0147,,,31.0
85.2333,state,4,45.6489,-5.876,-0.1465,,,30.0
85.2425,cmd,3,31.9597,,,79.37,2.98,
85.2425,cmd,4,45.6269,,,79.37,2.98,
85.2432,state,3,31.9597,-4.197,-0.0733,,,31.0
85.2432,state,4,45.6489,0.280,-0.1465,,,30.0
85.2524,cmd,3,31.9597,,,79.37,2.98,
85.2524,cmd,4,45.6269,,,79.37,2.98,
85.2529,state,3,31.9597,-0.839,-0.0733,,,31.0
85.2531,state,4,45.6489,0.280,-0.1465,,,30.0
85.2624,cmd,3,31.9597,,,79.37,2.98,
85.2624,cmd,4,45.6269,,,79.37,2.98,
85.2629,state,3,31.9597,-4.757,-0.0440,,,31.0
85.2630,state,4,45.6489,3.078,-0.1465,,,30.0
85.2724,cmd,3,31.9597,,,79.37,2.98,
85.2724,cmd,4,45.6269,,,79.37,2.98,
85.2730,state,3,31.9597,5.876,-0.1026,,,31.0
85.2730,state,4,45.6269,-0.280,-0.0879,,,30.0
85.2823,cmd,3,31.9597,,,79.37,2.98,
85.2823,cmd,4,45.6269,,,79.37,2.98,
85.2829,state,3,31.9597,-6.436,-0.0440,,,31.0
85.2830,state,4,45.6489,0.839,-0.0879,,,30.0
85.2923,cmd,3,31.9597,,,79.37,2.98,
85.2923,cmd,4,45.6269,,,79.37,2.98,
85.2929,state,3,31.9597,-0.280,-0.0733,,,31.0
85.2930,state,4,45.6489,0.839,-0.1465,,,30.0
85.3023,cmd,3,31.9597,,,79.37,2.98,
85.3023,cmd,4,45.6269,,,79.37,2.98,
85.3029,state,3,31.9597,-3.078,-0.0440,,,31.0
85.3030,state,4,45.6489,-3.078,-0.1465,,,30.0
85.3127,cmd,3,31.9597,,,79.37,2.98,
85.3127,cmd,4,45.6269,,,79.37,2.98,
85.3132,state,3,31.9597,0.280,-0.0440,,,31.0
85.3133,state,4,45.6489,0.839,-0.0879,,,30.0
85.3226,cmd,3,31.9597,,,79.37,2.98,
85.3227,cmd,4,45.6269,,,79.37,2.98,
85.3233,state,3,31.9597,6.996,0.0147,,,31.0
85.3233,state,4,45.6489,-5.317,-0.0879,,,30.0
85.3326,cmd,3,31.9597,,,79.37,2.98,
85.3327,cmd,4,45.6269,,,79.37,2.98,
85.3331,state,3,31.9597,-0.839,-0.1026,,,31.0
85.3333,state,4,45.6489,1.959,-0.0879,,,30.0
85.3424,cmd,3,31.9597,,,79.37,2.98,
85.3425,cmd,4,45.6269,,,79.37,2.98,
85.3430,state,3,31.9597,4.757,-0.0733,,,31.0
85.3431,state,4,45.6489,2.518,-0.1465,,,30.0
85.3524,cmd,3,31.9597,,,79.37,2.98,
85.3524,cmd,4,45.6269,,,79.37,2.98,
85.3531,state,3,31.9597,-1.959,0.0147,,,31.0
85.3531,state,4,45.6269,-3.078,-0.1465,,,30.0
85.3624,cmd,3,31.9597,,,79.37,2.98,
85.3625,cmd,4,45.6269,,,79.37,2.98,
85.3630,state,3,31.9597,0.280,0.0147,,,31.0
85.3631,state,4,45.6489,0.839,-0.1465,,,30.0
85.3727,cmd,3,31.9597,,,79.37,2.98,
85.3727,cmd,4,45.6269,,,79.37,2.98,
85.3732,state,3,31.9597,-0.280,-0.0440,,,31.0
85.3738,state,4,45.6489,-4.197,-0.0879,,,30.0
85.3826,cmd,3,31.9597,,,79.37,2.98,
85.3827,cmd,4,45.6269,,,79.37,2.98,
85.3831,state,3,31.9597,-2.518,-0.1026,,,31.0
85.3840,state,4,45.6489,0.839,-0.0879,,,30.0
85.3925,cmd,3,31.9597,,,79.37,2.98,
85.3925,cmd,4,45.6269,,,79.37,2.98,
85.3930,state,3,31.9597,-9.234,-0.0440,,,31.0
85.3936,state,4,45.6489,0.839,-0.0879,,,30.0
85.4025,cmd,3,31.9597,,,79.37,2.98,
85.4025,cmd,4,45.6269,,,79.37,2.98,
85.4030,state,3,31.9597,-0.280,-0.0733,,,31.0
85.4035,state,4,45.6269,-6.436,-0.1465,,,30.0
85.4125,cmd,3,31.9597,,,79.37,2.98,
85.4125,cmd,4,45.6269,,,79.37,2.98,
85.4131,state,3,31.9597,0.839,-0.0733,,,31.0
85.4132,state,4,45.6489,-1.959,-0.1465,,,30.0
85.4224,cmd,3,31.9597,,,79.37,2.98,
85.4224,cmd,4,45.6269,,,79.37,2.98,
85.4229,state,3,31.9597,-8.675,-0.0733,,,31.0
85.4232,state,4,45.6489,4.757,-0.1465,,,30.0
85.4324,cmd,3,31.9597,,,79.37,2.98,
85.4325,cmd,4,45.6269,,,79.37,2.98,
85.4330,state,3,31.9597,-3.078,-0.0733,,,31.0
85.4331,state,4,45.6489,-4.197,-0.0879,,,30.0
85.4424,cmd,3,31.9597,,,79.37,2.98,
85.4424,cmd,4,45.6269,,,79.37,2.98,
85.4430,state,3,31.9597,-5.317,-0.1319,,,31.0
85.4432,state,4,45.6489,0.839,-0.1465,,,30.0
85.4525,cmd,3,31.9597,,,79.37,2.98,
85.4525,cmd,4,45.6269,,,79.37,2.98,
85.4531,state,3,31.9597,4.197,-0.0440,,,31.0
85.4532,state,4,45.6489,3.638,-0.1465,,,30.0
85.4624,cmd,3,31.9597,,,79.37,2.98,
85.4625,cmd,4,45.6269,,,79.37,2.98,
85.4629,state,3,31.9597,-0.839,-0.0733,,,31.0
85.4632,state,4,45.6489,-0.280,-0.1465,,,30.0
85.4724,cmd,3,31.9597,,,79.37,2.98,
85.4725,cmd,4,45.6269,,,79.37,2.98,
85.4730,state,3,31.9597,-5.876,-0.0440,,,31.0
85.4731,state,4,45.6489,-1.959,-0.0879,,,30.0
85.4824,cmd,3,31.9597,,,79.37,2.98,
85.4825,cmd,4,45.6269,,,79.37,2.98,
85.4830,state,3,31.9597,4.197,-0.0733,,,31.0
85.4831,state,4,45.6489,-4.757,-0.0879,,,30.0
85.4925,cmd,3,31.9597,,,79.37,2.98,
85.4926,cmd,4,45.6269,,,79.37,2.98,
85.4931,state,3,31.9597,-2.518,-0.0440,,,31.0
85.4932,state,4,45.6489,-1.959,-0.0293,,,30.0
85.5024,cmd,3,31.9597,,,79.37,2.98,
85.5024,cmd,4,45.6269,,,79.37,2.98,
85.5030,state,3,31.9597,-1.399,-0.0440,,,31.0
85.5030,state,4,45.6489,-0.280,-0.0879,,,30.0
85.5124,cmd,3,31.9597,,,79.37,2.98,
85.5124,cmd,4,45.6269,,,79.37,2.98,
85.5130,state,3,31.9597,-6.996,-0.0440,,,31.0
85.5130,state,4,45.6489,-1.399,-0.0879,,,30.0
85.5223,cmd,3,31.9597,,,79.37,2.98,
85.5223,cmd,4,45.6269,,,79.37,2.98,
85.5229,state,3,31.9597,3.638,-0.0147,,,31.0
85.5230,state,4,45.6489,0.280,-0.0879,,,30.0
85.5324,cmd,3,31.9597,,,79.37,2.98,
85.5324,cmd,4,45.6269,,,79.37,2.98,
85.5330,state,3,31.9597,-6.996,-0.1026,,,31.0
85.5330,state,4,45.6489,-4.757,-0.0879,,,30.0
85.5425,cmd,3,31.9597,,,79.37,2.98,
85.5425,cmd,4,45.6269,,,79.37,2.98,
85.5430,state,3,31.9597,3.078,-0.0733,,,31.0
85.5432,state,4,45.6489,3.638,-0.0879,,,30.0
85.5525,cmd,3,31.9597,,,79.37,2.98,
85.5526,cmd,4,45.6269,,,79.37,2.98,
85.5530,state,3,31.9597,-2.518,-0.0733,,,31.0
85.5532,state,4,45.6489,3.078,-0.1465,,,30.0
85.5624,cmd,3,31.9597,,,79.37,2.98,
85.5625,cmd,4,45.6269,,,79.37,2.98,
85.5630,state,3,31.9597,-1.959,-0.1026,,,31.0
85.5632,state,4,45.6489,5.317,-0.1465,,,30.0
85.5725,cmd,3,31.9597,,,79.37,2.98,
85.5725,cmd,4,45.6269,,,79.37,2.98,
85.5732,state,3,31.9597,-1.959,-0.0733,,,31.0
85.5732,state,4,45.6489,-0.280,-0.1465,,,30.0
85.5824,cmd,3,31.9597,,,79.37,2.98,
85.5824,cmd,4,45.6269,,,79.37,2.98,
85.5830,state,3,31.9597,3.638,-0.1026,,,31.0
85.5832,state,4,45.6489,-3.078,-0.1465,,,30.0
85.5924,cmd,3,31.9597,,,79.37,2.98,
85.5924,cmd,4,45.6269,,,79.37,2.98,
85.5930,state,3,31.9597,3.078,-0.0733,,,31.0
85.5932,state,4,45.6489,-0.839,-0.1465,,,30.0
85.6026,cmd,3,31.9597,,,79.37,2.98,
85.6026,cmd,4,45.6269,,,79.37,2.98,
85.6032,state,3,31.9597,0.280,-0.0147,,,31.0
85.6033,state,4,45.6489,0.280,-0.1465,,,30.0
85.6125,cmd,3,31.9597,,,79.37,2.98,
85.6125,cmd,4,45.6269,,,79.37,2.98,
85.6131,state,3,31.9597,0.280,-0.0440,,,31.0
85.6132,state,4,45.6489,-0.280,-0.0879,,,30.0
85.6225,cmd,3,31.9597,,,79.37,2.98,
85.6226,cmd,4,45.6269,,,79.37,2.98,
85.6230,state,3,31.9597,5.317,-0.0147,,,31.0
85.6233,state,4,45.6489,-4.197,-0.0879,,,30.0
85.6325,cmd,3,31.9597,,,79.37,2.98,
85.6325,cmd,4,45.6269,,,79.37,2.98,
85.6331,state,3,31.9597,2.518,-0.1026,,,31.0
85.6331,state,4,45.6489,-0.280,-0.1465,,,30.0
85.6425,cmd,3,31.9597,,,79.37,2.98,
85.6425,cmd,4,45.6269,,,79.37,2.98,
85.6430,state,3,31.9597,-4.757,-0.0733,,,31.0
85.6432,state,4,45.6489,0.839,-0.0879,,,30.0
85.6525,cmd,3,31.9597,,,79.37,2.98,
85.6525,cmd,4,45.6269,,,79.37,2.98,
85.6530,state,3,31.9597,-4.197,-0.0733,,,31.0
85.6532,state,4,45.6489,-3.638,-0.0293,,,30.0
85.6625,cmd,3,31.9597,,,79.37,2.98,
85.6625,cmd,4,45.6269,,,79.37,2.98,
85.6629,state,3,31.9597,3.078,-0.1319,,,31.0
85.6632,state,4,45.6489,-3.638,-0.1465,,,30.0
85.6725,cmd,3,31.9597,,,79.37,2.98,
85.6725,cmd,4,45.6269,,,79.37,2.98,
85.6730,state,3,31.9597,-2.518,-0.0733,,,31.0
85.6732,state,4,45.6489,0.280,-0.1465,,,30.0
85.6825,cmd,3,31.9597,,,79.37,2.98,
85.6825,cmd,4,45.6269,,,79.37,2.98,
85.6832,state,3,31.9597,3.078,-0.0733,,,31.0
85.6832,state,4,45.6489,1.959,-0.0879,,,30.0
85.6925,cmd,3,31.9597,,,79.37,2.98,
85.6926,cmd,4,45.6269,,,79.37,2.98,
85.6930,state,3,31.9597,-3.078,-0.0440,,,31.0
85.6932,state,4,45.6489,0.839,-0.0879,,,30.0
85.7025,cmd,3,31.9597,,,79.37,2.98,
85.7025,cmd,4,45.6269,,,79.37,2.98,
85.7031,state,3,31.9597,-0.280,-0.0733,,,31.0
85.7032,state,4,45.6489,-0.280,-0.1465,,,30.0
85.7126,cmd,3,31.9597,,,79.37,2.98,
85.7126,cmd,4,45.6269,,,79.37,2.98,
85.7130,state,3,31.9597,0.280,-0.0440,,,31.0
85.7133,state,4,45.6489,-0.839,-0.0879,,,30.0
85.7224,cmd,3,31.9597,,,79.37,2.98,
85.7225,cmd,4,45.6269,,,79.37,2.98,
85.7230,state,3,31.9597,4.757,-0.0440,,,31.0
85.7231,state,4,45.6489,-3.638,-0.0879,,,30.0
85.7325,cmd,3,31.9597,,,79.37,2.98,
85.7325,cmd,4,45.6269,,,79.37,2.98,
85.7331,state,3,31.9597,0.280,-0.0733,,,31.0
85.7331,state,4,45.6489,1.959,-0.0879,,,30.0
85.7423,cmd,3,31.9597,,,79.37,2.98,
85.7423,cmd,4,45.6269,,,79.37,2.98,
85.7429,state,3,31.9597,1.399,-0.0440,,,31.0
85.7430,state,4,45.6489,-4.197,-0.1465,,,30.0
85.7523,cmd,3,31.9597,,,79.37,2.98,
85.7523,cmd,4,45.6269,,,79.37,2.98,
85.7529,state,3,31.9597,-1.959,-0.0440,,,31.0
85.7530,state,4,45.6489,-0.280,-0.0879,,,30.0
85.7624,cmd,3,31.9597,,,79.37,2.98,
85.7624,cmd,4,45.6269,,,79.37,2.98,
85.7630,state,3,31.9597,-1.959,-0.0733,,,31.0
85.7631,state,4,45.6489,3.638,-0.0879,,,30.0
85.7725,cmd,3,31.9597,,,79.37,2.98,
85.7725,cmd,4,45.6269,,,79.37,2.98,
85.7731,state,3,31.9597,-0.839,-0.0733,,,31.0
85.7732,state,4,45.6489,1.399,-0.1465,,,30.0
85.7824,cmd,3,31.9597,,,79.37,2.98,
85.7825,cmd,4,45.6269,,,79.37,2.98,
85.7830,state,3,31.9597,-1.959,-0.0733,,,31.0
85.7832,state,4,45.6269,1.399,-0.0879,,,30.0
85.7925,cmd,3,31.9597,,,79.37,2.98,
85.7925,cmd,4,45.6269,,,79.37,2.98,
85.7932,state,3,31.9597,-3.078,-0.0440,,,31.0
85.7932,state,4,45.6489,-1.399,-0.0879,,,30.0
85.8027,cmd,3,31.9597,,,79.37,2.98,
85.8027,cmd,4,45.6269,,,79.37,2.98,
85.8032,state,3,31.9597,1.399,-0.1026,,,31.0
85.8033,state,4,45.6489,-5.876,-0.0879,,,30.0
85.8127,cmd,3,31.9597,,,79.37,2.98,
85.8127,cmd,4,45.6269,,,79.37,2.98,
85.8132,state,3,31.9597,1.959,-0.0733,,,31.0
85.8133,state,4,45.6489,-4.197,-0.0879,,,30.0
85.8227,cmd,3,31.9597,,,79.37,2.98,
85.8228,cmd,4,45.6269,,,79.37,2.98,
85.8233,state,3,31.9597,1.399,-0.1026,,,31.0
85.8234,state,4,45.6489,-6.996,-0.0879,,,30.0
85.8327,cmd,3,31.9597,,,79.37,2.98,
85.8327,cmd,4,45.6269,,,79.37,2.98,
85.8332,state,3,31.9597,-1.959,-0.0733,,,31.0
85.8333,state,4,45.6489,-2.518,-0.0879,,,30.0
85.8424,cmd,3,31.9597,,,79.37,2.98,
85.8425,cmd,4,45.6269,,,79.37,2.98,
85.8431,state,3,31.9597,-5.876,-0.0147,,,31.0
85.8431,state,4,45.6489,0.280,-0.0879,,,30.0
85.8525,cmd,3,31.9597,,,79.37,2.98,
85.8525,cmd,4,45.6269,,,79.37,2.98,
85.8531,state,3,31.9597,4.197,-0.0147,,,31.0
85.8531,state,4,45.6489,-0.839,-0.1465,,,30.0
85.8626,cmd,3,31.9597,,,79.37,2.98,
85.8626,cmd,4,45.6269,,,79.37,2.98,
85.8632,state,3,31.9597,-5.317,-0.0440,,,31.0
85.8632,state,4,45.6489,-2.518,-0.0879,,,30.0
85.8727,cmd,3,31.9597,,,79.37,2.98,
85.8727,cmd,4,45.6269,,,79.37,2.98,
85.8732,state,3,31.9597,7.555,-0.0440,,,31.0
85.8733,state,4,45.6489,-1.959,-0.1465,,,30.0
85.8826,cmd,3,31.9597,,,79.37,2.98,
85.8827,cmd,4,45.6269,,,79.37,2.98,
85.8831,state,3,31.9597,-4.197,-0.0733,,,31.0
85.8833,state,4,45.6489,3.638,-0.1465,,,30.0
85.8926,cmd,3,31.9597,,,79.37,2.98,
85.8926,cmd,4,45.6269,,,79.37,2.98,
85.8932,state,3,31.9597,0.280,-0.0440,,,31.0
85.8933,state,4,45.6489,3.638,-0.0879,,,30.0
85.9026,cmd,3,31.9597,,,79.37,2.98,
85.9027,cmd,4,45.6269,,,79.37,2.98,
85.9032,state,3,31.9597,-1.399,-0.0733,,,31.0
85.9033,state,4,45.6489,0.280,-0.1465,,,30.0
85.9127,cmd,3,31.9597,,,79.37,2.98,
85.9127,cmd,4,45.6269,,,79.37,2.98,
85.9131,state,3,31.9597,0.280,-0.0733,,,31.0
85.9134,state,4,45.6489,1.959,-0.1465,,,30.0
85.9226,cmd,3,31.9597,,,79.37,2.98,
85.9226,cmd,4,45.6269,,,79.37,2.98,
85.9232,state,3,31.9597,-5.317,-0.0440,,,31.0
85.9233,state,4,45.6489,0.839,-0.1465,,,30.0
85.9326,cmd,3,31.9597,,,79.37,2.98,
85.9326,cmd,4,45.6269,,,79.37,2.98,
85.9330,state,3,31.9597,3.638,-0.0440,,,31.0
85.9332,state,4,45.6489,-1.959,-0.1465,,,30.0
85.9427,cmd,3,31.9597,,,79.37,2.98,
85.9428,cmd,4,45.6269,,,79.37,2.98,
85.9433,state,3,31.9597,3.638,-0.0733,,,31.0
85.9434,state,4,45.6489,-1.959,-0.0879,,,30.0
85.9528,cmd,3,31.9597,,,79.37,2.98,
85.9528,cmd,4,45.6269,,,79.37,2.98,
85.9533,state,3,31.9597,-1.399,-0.0440,,,31.0
85.9535,state,4,45.6489,0.280,-0.0879,,,30.0
85.9627,cmd,3,31.9597,,,79.37,2.98,
85.9627,cmd,4,45.6269,,,79.37,2.98,
85.9632,state,3,31.9597,3.078,-0.0440,,,31.0
85.9634,state,4,45.6489,1.399,-0.1465,,,30.0
85.9727,cmd,3,31.9597,,,79.37,2.98,
85.9728,cmd,4,45.6269,,,79.37,2.98,
85.9732,state,3,31.9597,-3.078,-0.0440,,,31.0
85.9734,state,4,45.6489,-0.839,-0.0879,,,30.0
85.9829,cmd,3,31.9597,,,79.37,2.98,
85.9830,cmd,4,45.6269,,,79.37,2.98,
85.9833,state,3,31.9597,3.638,-0.0440,,,31.0
85.9836,state,4,45.6489,0.280,-0.1465,,,30.0
85.9929,cmd,3,31.9597,,,79.37,2.98,
85.9929,cmd,4,45.6269,,,79.37,2.98,
85.9935,state,3,31.9597,-1.959,-0.1026,,,31.0
85.9937,state,4,45.6489,-1.959,-0.0879,,,30.0
86.0028,cmd,3,31.9597,,,79.37,2.98,
86.0028,cmd,4,45.6269,,,79.37,2.98,
86.0032,state,3,31.9597,-0.280,-0.0733,,,31.0
86.0035,state,4,45.6489,0.839,-0.0879,,,30.0
86.0129,cmd,3,31.9597,,,79.37,2.98,
86.0129,cmd,4,45.6269,,,79.37,2.98,
86.0134,state,3,31.9597,2.518,-0.0147,,,31.0
86.0143,state,4,45.6489,0.280,-0.0879,,,30.0
86.0229,cmd,3,31.9597,,,79.37,2.98,
86.0229,cmd,4,45.6269,,,79.37,2.98,
86.0234,state,3,31.9597,-3.638,-0.0440,,,31.0
86.0236,state,4,45.6489,1.399,-0.0879,,,30.0
86.0329,cmd,3,31.9597,,,79.37,2.98,
86.0329,cmd,4,45.6269,,,79.37,2.98,
86.0334,state,3,31.9597,-1.959,-0.0440,,,31.0
86.0336,state,4,45.6489,3.078,-0.1465,,,30.0
86.0428,cmd,3,31.9597,,,79.37,2.98,
86.0429,cmd,4,45.6269,,,79.37,2.98,
86.0433,state,3,31.9597,-5.317,-0.0733,,,31.0
86.0435,state,4,45.6489,0.839,-0.1465,,,30.0
86.0529,cmd,3,31.9597,,,79.37,2.98,
86.0529,cmd,4,45.6269,,,79.37,2.98,
86.0533,state,3,31.9597,4.757,-0.0440,,,31.0
86.0536,state,4,45.6489,0.839,-0.1465,,,30.0
86.0627,cmd,3,31.9597,,,79.37,2.98,
86.0628,cmd,4,45.6269,,,79.37,2.98,
86.0632,state,3,31.9597,-3.078,-0.0733,,,31.0
86.0634,state,4,45.6489,-1.959,-0.0879,,,30.0
86.0728,cmd,3,31.9597,,,79.37,2.98,
86.0728,cmd,4,45.6269,,,79.37,2.98,
86.0733,state,3,31.9597,-5.317,-0.0733,,,31.0
86.0735,state,4,45.6489,-1.399,-0.1465,,,30.0
86.0829,cmd,3,31.9597,,,79.37,2.98,
86.0829,cmd,4,45.6269,,,79.37,2.98,
86.0834,state,3,31.9597,3.638,-0.0440,,,31.0
86.0836,state,4,45.6489,2.518,-0.0879,,,30.0
86.0929,cmd,3,31.9597,,,79.37,2.98,
86.0929,cmd,4,45.6269,,,79.37,2.98,
86.0934,state,3,31.9597,5.876,-0.1026,,,31.0
86.0943,state,4,45.6489,0.280,-0.0879,,,30.0
86.1029,cmd,3,31.9597,,,79.37,2.98,
86.1029,cmd,4,45.6269,,,79.37,2.98,
86.1034,state,3,31.9597,1.959,-0.0440,,,31.0
86.1036,state,4,45.6489,-1.959,-0.0879,,,30.0
86.1129,cmd,3,31.9597,,,79.37,2.98,
86.1129,cmd,4,45.6269,,,79.37,2.98,
86.1134,state,3,31.9597,-0.280,-0.0733,,,31.0
86.1136,state,4,45.6489,-4.197,-0.1465,,,30.0
86.1230,cmd,3,31.9597,,,79.37,2.98,
86.1230,cmd,4,45.6269,,,79.37,2.98,
86.1235,state,3,31.9597,1.959,-0.0733,,,31.0
86.1236,state,4,45.6489,1.399,-0.1465,,,30.0
86.1329,cmd,3,31.9597,,,79.37,2.98,
86.1329,cmd,4,45.6269,,,79.37,2.98,
86.1333,state,3,31.9597,-0.280,-0.0440,,,31.0
86.1336,state,4,45.6489,0.280,-0.0879,,,30.0
86.1429,cmd,3,31.9597,,,79.37,2.98,
86.1429,cmd,4,45.6269,,,79.37,2.98,
86.1433,state,3,31.9597,-10.354,-0.0440,,,31.0
86.1435,state,4,45.6489,1.399,-0.0879,,,30.0
86.1529,cmd,3,31.9597,,,79.37,2.98,
86.1529,cmd,4,45.6269,,,79.37,2.98,
86.1534,state,3,31.9597,0.839,-0.0440,,,31.0
86.1536,state,4,45.6489,-0.839,-0.0879,,,30.0
86.1628,cmd,3,31.9597,,,79.37,2.98,
86.1628,cmd,4,45.6269,,,79.37,2.98,
86.1632,state,3,31.9597,0.839,-0.0147,,,31.0
86.1635,state,4,45.6489,-0.839,-0.1465,,,30.0
86.1728,cmd,3,31.9597,,,79.37,2.98,
86.1728,cmd,4,45.6269,,,79.37,2.98,
86.1733,state,3,31.9597,-4.197,-0.1026,,,31.0
86.1739,state,4,45.6489,-1.399,-0.1465,,,30.0
86.1827,cmd,3,31.9597,,,79.37,2.98,
86.1828,cmd,4,45.6269,,,79.37,2.98,
86.1832,state,3,31.9597,-0.280,-0.0733,,,31.0
86.1838,state,4,45.6489,-1.399,-0.1465,,,30.0
86.1928,cmd,3,31.9597,,,79.37,2.98,
86.1928,cmd,4,45.6269,,,79.37,2.98,
86.1933,state,3,31.9597,-4.757,-0.0733,,,31.0
86.1935,state,4,45.6489,0.280,-0.1465,,,30.0
86.2028,cmd,3,31.9597,,,79.37,2.98,
86.2028,cmd,4,45.6269,,,79.37,2.98,
86.2033,state,3,31.9597,-1.959,-0.0440,,,31.0
86.2035,state,4,45.6489,1.399,-0.1465,,,30.0
86.2127,cmd,3,31.9597,,,79.37,2.98,
86.2127,cmd,4,45.6269,,,79.37,2.98,
86.2133,state,3,31.9597,-0.839,-0.0147,,,31.0
86.2134,state,4,45.6489,0.280,-0.1465,,,30.0
86.2229,cmd,3,31.9597,,,79.37,2.98,
86.2229,cmd,4,45.6269,,,79.37,2.98,
86.2235,state,3,31.9597,-1.959,-0.0440,,,31.0
86.2236,state,4,45.6489,-0.280,-0.0879,,,30.0
86.2330,cmd,3,31.9597,,,79.37,2.98,
86.2330,cmd,4,45.6269,,,79.37,2.98,
86.2335,state,3,31.9597,1.959,-0.0733,,,31.0
86.2337,state,4,45.6489,-0.280,-0.0879,,,30.0
86.2429,cmd,3,31.9597,,,79.37,2.98,
86.2429,cmd,4,45.6269,,,79.37,2.98,
86.2434,state,3,31.9597,3.078,-0.0440,,,31.0
86.2436,state,4,45.6489,3.638,-0.0879,,,30.0
86.2529,cmd,3,31.9597,,,79.37,2.98,
86.2529,cmd,4,45.6269,,,79.37,2.98,
86.2535,state,3,31.9597,3.638,-0.0733,,,31.0
86.2536,state,4,45.6489,0.280,-0.0879,,,30.0
86.2631,cmd,3,31.9597,,,79.37,2.98,
86.2631,cmd,4,45.6269,,,79.37,2.98,
86.2636,state,3,31.9597,11.473,-0.0440,,,31.0
86.2645,state,4,45.6489,4.197,-0.1465,,,30.0
86.2728,cmd,3,31.9597,,,79.37,2.98,
86.2728,cmd,4,45.6269,,,79.37,2.98,
86.2733,state,3,31.9597,0.839,-0.0440,,,31.0
86.2740,state,4,45.6489,1.959,-0.1465,,,30.0
86.2828,cmd,3,31.9597,,,79.37,2.98,
86.2828,cmd,4,45.6269,,,79.37,2.98,
86.2833,state,3,31.9817,4.197,-0.0440,,,31.0
86.2837,state,4,45.6489,0.839,-0.1465,,,30.0
86.2930,cmd,3,31.9597,,,79.37,2.98,
86.2930,cmd,4,45.6269,,,79.37,2.98,
