t_s,kind,id,pos_deg,vel_deg_s,tau_nm,kp,kd,temp_c
28.0063,cmd,3,31.9597,,,79.37,2.98,
28.0063,cmd,4,45.6269,,,79.37,2.98,
28.0070,state,3,31.9597,-0.280,-0.0147,,,31.0
28.0070,state,4,45.6489,0.280,-0.0879,,,30.0
28.0163,cmd,3,31.9597,,,79.37,2.98,
28.0163,cmd,4,45.6269,,,79.37,2.98,
28.0169,state,3,31.9597,-4.197,-0.0440,,,31.0
28.0170,state,4,45.6489,-1.959,-0.0879,,,30.0
28.0264,cmd,3,31.9597,,,79.37,2.98,
28.0264,cmd,4,45.6269,,,79.37,2.98,
28.0268,state,3,31.9597,2.518,-0.1026,,,31.0
28.0271,state,4,45.6489,3.078,-0.0879,,,30.0
28.0364,cmd,3,31.9597,,,79.37,2.98,
28.0364,cmd,4,45.6269,,,79.37,2.98,
28.0369,state,3,31.9597,1.399,-0.0733,,,31.0
28.0371,state,4,45.6489,4.197,-0.0879,,,30.0
28.0464,cmd,3,31.9597,,,79.37,2.98,
28.0464,cmd,4,45.6269,,,79.37,2.98,
28.0470,state,3,31.9597,-3.078,-0.0733,,,31.0
28.0470,state,4,45.6489,0.839,-0.0879,,,30.0
28.0561,cmd,3,31.9597,,,79.37,2.98,
28.0561,cmd,4,45.6269,,,79.37,2.98,
28.0567,state,3,31.9597,-1.959,-0.0733,,,31.0
28.0567,state,4,45.6489,2.518,-0.0879,,,30.0
28.0662,cmd,3,31.9597,,,79.37,2.98,
28.0663,cmd,4,45.6269,,,79.37,2.98,
28.0667,state,3,31.9597,6.436,-0.0440,,,31.0
28.0670,state,4,45.6489,0.839,-0.0879,,,30.0
28.0761,cmd,3,31.9597,,,79.37,2.98,
28.0761,cmd,4,45.6269,,,79.37,2.98,
28.0766,state,3,31.9597,3.078,-0.0733,,,31.0
28.0767,state,4,45.6489,-0.280,-0.1465,,,30.0
28.0860,cmd,3,31.9597,,,79.37,2.98,
28.0860,cmd,4,45.6269,,,79.37,2.98,
28.0866,state,3,31.9597,-2.518,-0.0147,,,31.0
28.0867,state,4,45.6489,1.399,-0.1465,,,30.0
28.0961,cmd,3,31.9597,,,79.37,2.98,
28.0961,cmd,4,45.6269,,,79.37,2.98,
28.0965,state,3,31.9597,-1.399,-0.0733,,,31.0
28.0968,state,4,45.6489,0.839,-0.0879,,,30.0
28.1060,cmd,3,31.9597,,,79.37,2.98,
28.1061,cmd,4,45.6269,,,79.37,2.98,
28.1066,state,3,31.9597,2.518,-0.0440,,,31.0
28.1067,state,4,45.6269,-6.996,-0.0879,,,30.0
28.1160,cmd,3,31.9597,,,79.37,2.98,
28.1160,cmd,4,45.6269,,,79.37,2.98,
28.1166,state,3,31.9597,2.518,-0.0440,,,31.0
28.1168,state,4,45.6489,4.197,-0.0879,,,30.0
28.1262,cmd,3,31.9597,,,79.37,2.98,
28.1262,cmd,4,45.6269,,,79.37,2.98,
28.1267,state,3,31.9597,-2.518,-0.0440,,,31.0
28.1270,state,4,45.6489,1.399,-0.0879,,,30.0
28.1362,cmd,3,31.9597,,,79.37,2.98,
28.1362,cmd,4,45.6269,,,79.37,2.98,
28.1366,state,3,31.9597,-4.197,-0.0733,,,31.0
28.1369,state,4,45.6489,-3.078,-0.1465,,,30.0
28.1461,cmd,3,31.9597,,,79.37,2.98,
28.1461,cmd,4,45.6269,,,79.37,2.98,
28.1467,state,3,31.9597,4.757,-0.0733,,,31.0
28.1468,state,4,45.6489,1.399,-0.0879,,,30.0
28.1562,cmd,3,31.9597,,,79.37,2.98,
28.1562,cmd,4,45.6269,,,79.37,2.98,
28.1568,state,3,31.9597,-2.518,-0.0733,,,31.0
28.1569,state,4,45.6489,-1.959,-0.1465,,,30.0
28.1664,cmd,3,31.9597,,,79.37,2.98,
28.1664,cmd,4,45.6269,,,79.37,2.98,
28.1670,state,3,31.9597,-0.839,-0.0440,,,31.0
28.1672,state,4,45.6489,-4.197,-0.1465,,,30.0
28.1764,cmd,3,31.9597,,,79.37,2.98,
28.1764,cmd,4,45.6269,,,79.37,2.98,
28.1769,state,3,31.9597,-0.280,-0.0440,,,31.0
28.1771,state,4,45.6489,3.078,-0.1465,,,30.0
28.1861,cmd,3,31.9597,,,79.37,2.98,
28.1862,cmd,4,45.6269,,,79.37,2.98,
28.1866,state,3,31.9597,8.115,-0.0733,,,31.0
28.1872,state,4,45.6489,-3.638,-0.0879,,,30.0
28.1962,cmd,3,31.9597,,,79.37,2.98,
28.1962,cmd,4,45.6269,,,79.37,2.98,
28.1968,state,3,31.9597,3.638,-0.0440,,,31.0
28.1973,state,4,45.6489,2.518,-0.0879,,,30.0
28.2061,cmd,3,31.9597,,,79.37,2.98,
28.2062,cmd,4,45.6269,,,79.37,2.98,
28.2066,state,3,31.9597,-1.959,-0.0440,,,31.0
28.2069,state,4,45.6489,-0.839,-0.0879,,,30.0
28.2161,cmd,3,31.9597,,,79.37,2.98,
28.2162,cmd,4,45.6269,,,79.37,2.98,
28.2166,state,3,31.9597,0.280,-0.1026,,,31.0
28.2172,state,4,45.6489,-2.518,-0.1465,,,30.0
28.2262,cmd,3,31.9597,,,79.37,2.98,
28.2263,cmd,4,45.6269,,,79.37,2.98,
28.2267,state,3,31.9597,1.399,-0.0733,,,31.0
28.2270,state,4,45.6489,5.317,-0.0879,,,30.0
28.2362,cmd,3,31.9597,,,79.37,2.98,
28.2363,cmd,4,45.6269,,,79.37,2.98,
28.2368,state,3,31.9597,4.197,-0.0733,,,31.0
28.2369,state,4,45.6489,-2.518,-0.0879,,,30.0
28.2461,cmd,3,31.9597,,,79.37,2.98,
28.2462,cmd,4,45.6269,,,79.37,2.98,
28.2466,state,3,31.9597,3.078,-0.1319,,,31.0
28.2472,state,4,45.6489,1.399,-0.0879,,,30.0
28.2563,cmd,3,31.9597,,,79.37,2.98,
28.2563,cmd,4,45.6269,,,79.37,2.98,
28.2567,state,3,31.9597,3.638,-0.0733,,,31.0
28.2573,state,4,45.6489,-3.638,-0.0879,,,30.0
28.2662,cmd,3,31.9597,,,79.37,2.98,
28.2663,cmd,4,45.6269,,,79.37,2.98,
28.2668,state,3,31.9597,3.078,-0.0733,,,31.0
28.2670,state,4,45.6489,-0.839,-0.1465,,,30.0
28.2762,cmd,3,31.9597,,,79.37,2.98,
28.2763,cmd,4,45.6269,,,79.37,2.98,
28.2767,state,3,31.9597,-4.197,-0.0733,,,31.0
28.2773,state,4,45.6489,1.959,-0.0879,,,30.0
28.2862,cmd,3,31.9597,,,79.37,2.98,
28.2863,cmd,4,45.6269,,,79.37,2.98,
28.2867,state,3,31.9597,-0.839,-0.0733,,,31.0
28.2873,state,4,45.6489,-7.555,-0.0879,,,30.0
28.2962,cmd,3,31.9597,,,79.37,2.98,
28.2962,cmd,4,45.6269,,,79.37,2.98,
28.2967,state,3,31.9597,4.197,-0.0733,,,31.0
28.2973,state,4,45.6489,-3.078,-0.1465,,,30.0
28.3063,cmd,3,31.9597,,,79.37,2.98,
28.3063,cmd,4,45.6269,,,79.37,2.98,
28.3069,state,3,31.9597,-3.638,-0.0147,,,31.0
28.3074,state,4,45.6489,5.317,-0.0879,,,30.0
28.3162,cmd,3,31.9597,,,79.37,2.98,
28.3162,cmd,4,45.6269,,,79.37,2.98,
28.3167,state,3,31.9597,-0.839,-0.0440,,,31.0
28.3172,state,4,45.6489,0.280,-0.0879,,,30.0
28.3261,cmd,3,31.9597,,,79.37,2.98,
28.3262,cmd,4,45.6269,,,79.37,2.98,
28.3266,state,3,31.9597,3.638,-0.0440,,,31.0
28.3268,state,4,45.6489,-0.280,-0.0879,,,30.0
28.3360,cmd,3,31.9597,,,79.37,2.98,
28.3360,cmd,4,45.6269,,,79.37,2.98,
28.3365,state,3,31.9597,4.197,-0.1026,,,31.0
28.3370,state,4,45.6489,-0.839,-0.0879,,,30.0
28.3461,cmd,3,31.9597,,,79.37,2.98,
28.3461,cmd,4,45.6269,,,79.37,2.98,
28.3466,state,3,31.9597,0.280,-0.0147,,,31.0
28.3471,state,4,45.6489,1.399,-0.0879,,,30.0
28.3562,cmd,3,31.9597,,,79.37,2.98,
28.3563,cmd,4,45.6269,,,79.37,2.98,
28.3567,state,3,31.9597,3.078,-0.0440,,,31.0
28.3573,state,4,45.6489,2.518,-0.0879,,,30.0
28.3663,cmd,3,31.9597,,,79.37,2.98,
28.3663,cmd,4,45.6269,,,79.37,2.98,
28.3668,state,3,31.9597,6.436,-0.1026,,,31.0
28.3673,state,4,45.6489,-0.839,-0.1465,,,30.0
28.3763,cmd,3,31.9597,,,79.37,2.98,
28.3763,cmd,4,45.6269,,,79.37,2.98,
28.3767,state,3,31.9597,3.638,-0.1026,,,31.0
28.3769,state,4,45.6489,-1.399,-0.0879,,,30.0
28.3863,cmd,3,31.9597,,,79.37,2.98,
28.3863,cmd,4,45.6269,,,79.37,2.98,
28.3868,state,3,31.9597,1.399,-0.0733,,,31.0
28.3870,state,4,45.6489,-3.638,-0.0879,,,30.0
28.3962,cmd,3,31.9597,,,79.37,2.98,
28.3962,cmd,4,45.6269,,,79.37,2.98,
28.3968,state,3,31.9597,-4.757,-0.0440,,,31.0
28.3969,state,4,45.6489,-1.399,-0.0879,,,30.0
28.4061,cmd,3,31.9597,,,79.37,2.98,
28.4061,cmd,4,45.6269,,,79.37,2.98,
28.4067,state,3,31.9597,0.280,-0.0440,,,31.0
28.4067,state,4,45.6489,-0.839,-0.0879,,,30.0
28.4161,cmd,3,31.9597,,,79.37,2.98,
28.4161,cmd,4,45.6269,,,79.37,2.98,
28.4165,state,3,31.9597,0.280,-0.0733,,,31.0
28.4168,state,4,45.6489,-0.839,-0.0293,,,30.0
28.4261,cmd,3,31.9597,,,79.37,2.98,
28.4261,cmd,4,45.6269,,,79.37,2.98,
28.4267,state,3,31.9597,-1.399,-0.0440,,,31.0
28.4267,state,4,45.6489,-0.839,-0.0879,,,30.0
28.4362,cmd,3,31.9597,,,79.37,2.98,
28.4362,cmd,4,45.6269,,,79.37,2.98,
28.4368,state,3,31.9597,3.078,-0.0733,,,31.0
28.4368,state,4,45.6489,-5.317,-0.0879,,,30.0
28.4463,cmd,3,31.9597,,,79.37,2.98,
28.4464,cmd,4,45.6269,,,79.37,2.98,
28.4468,state,3,31.9597,-0.280,-0.0440,,,31.0
28.4474,state,4,45.6489,0.280,-0.0879,,,30.0
28.4561,cmd,3,31.9597,,,79.37,2.98,
28.4562,cmd,4,45.6269,,,79.37,2.98,
28.4567,state,3,31.9597,-0.839,-0.0733,,,31.0
28.4568,state,4,45.6489,-0.280,-0.1465,,,30.0
28.4662,cmd,3,31.9597,,,79.37,2.98,
28.4662,cmd,4,45.6269,,,79.37,2.98,
28.4668,state,3,31.9597,-3.638,-0.0440,,,31.0
28.4668,state,4,45.6489,1.959,-0.1465,,,30.0
28.4762,cmd,3,31.9597,,,79.37,2.98,
28.4762,cmd,4,45.6269,,,79.37,2.98,
28.4768,state,3,31.9597,-6.436,-0.0733,,,31.0
28.4769,state,4,45.6489,0.280,-0.0879,,,30.0
28.4862,cmd,3,31.9597,,,79.37,2.98,
28.4862,cmd,4,45.6269,,,79.37,2.98,
28.4866,state,3,31.9597,-4.757,-0.0733,,,31.0
28.4874,state,4,45.6489,-0.839,-0.0879,,,30.0
28.4962,cmd,3,31.9597,,,79.37,2.98,
28.4962,cmd,4,45.6269,,,79.37,2.98,
28.4967,state,3,31.9597,1.959,-0.1026,,,31.0
28.4973,state,4,45.6489,-2.518,-0.1465,,,30.0
28.5062,cmd,3,31.9597,,,79.37,2.98,
28.5062,cmd,4,45.6269,,,79.37,2.98,
28.5067,state,3,31.9597,0.839,-0.0733,,,31.0
28.5073,state,4,45.6489,0.280,-0.0879,,,30.0
28.5161,cmd,3,31.9597,,,79.37,2.98,
28.5161,cmd,4,45.6269,,,79.37,2.98,
28.5166,state,3,31.9597,1.399,-0.0440,,,31.0
28.5171,state,4,45.6489,-2.518,-0.0879,,,30.0
28.5261,cmd,3,31.9597,,,79.37,2.98,
28.5262,cmd,4,45.6269,,,79.37,2.98,
28.5267,state,3,31.9597,3.078,-0.0440,,,31.0
28.5272,state,4,45.6489,0.839,-0.1465,,,30.0
28.5361,cmd,3,31.9597,,,79.37,2.98,
28.5361,cmd,4,45.6269,,,79.37,2.98,
28.5366,state,3,31.9597,-1.959,-0.0733,,,31.0
28.5371,state,4,45.6489,0.839,-0.0879,,,30.0
28.5463,cmd,3,31.9597,,,79.37,2.98,
28.5463,cmd,4,45.6269,,,79.37,2.98,
28.5468,state,3,31.9597,7.555,-0.0147,,,31.0
28.5472,state,4,45.6489,-3.638,-0.0293,,,30.0
28.5563,cmd,3,31.9597,,,79.37,2.98,
28.5563,cmd,4,45.6269,,,79.37,2.98,
28.5568,state,3,31.9597,-3.078,-0.0147,,,31.0
28.5572,state,4,45.6489,-0.280,-0.0879,,,30.0
28.5662,cmd,3,31.9597,,,79.37,2.98,
28.5662,cmd,4,45.6269,,,79.37,2.98,
28.5666,state,3,31.9597,6.996,-0.0147,,,31.0
28.5672,state,4,45.6489,2.518,-0.0879,,,30.0
28.5761,cmd,3,31.9597,,,79.37,2.98,
28.5762,cmd,4,45.6269,,,79.37,2.98,
28.5766,state,3,31.9597,2.518,-0.0733,,,31.0
28.5771,state,4,45.6489,0.839,-0.0879,,,30.0
28.5862,cmd,3,31.9597,,,79.37,2.98,
28.5862,cmd,4,45.6269,,,79.37,2.98,
28.5868,state,3,31.9597,-1.399,-0.0733,,,31.0
28.5869,state,4,45.6489,4.757,-0.1465,,,30.0
28.5962,cmd,3,31.9597,,,79.37,2.98,
28.5963,cmd,4,45.6269,,,79.37,2.98,
28.5968,state,3,31.9597,-1.959,-0.0147,,,31.0
28.5969,state,4,45.6489,2.518,-0.0879,,,30.0
28.6063,cmd,3,31.9597,,,79.37,2.98,
28.6064,cmd,4,45.6269,,,79.37,2.98,
28.6069,state,3,31.9597,-1.959,0.0147,,,31.0
28.6070,state,4,45.6489,-4.757,-0.1465,,,30.0
28.6162,cmd,3,31.9597,,,79.37,2.98,
28.6163,cmd,4,45.6269,,,79.37,2.98,
28.6168,state,3,31.9597,1.959,-0.0440,,,31.0
28.6169,state,4,45.6489,0.280,-0.0879,,,30.0
28.6262,cmd,3,31.9597,,,79.37,2.98,
28.6263,cmd,4,45.6269,,,79.37,2.98,
28.6268,state,3,31.9597,4.197,-0.0440,,,31.0
28.6269,state,4,45.6489,2.518,-0.1465,,,30.0
28.6362,cmd,3,31.9597,,,79.37,2.98,
28.6362,cmd,4,45.6269,,,79.37,2.98,
28.6368,state,3,31.9597,3.078,-0.1026,,,31.0
28.6369,state,4,45.6489,-0.839,-0.1465,,,30.0
28.6461,cmd,3,31.9597,,,79.37,2.98,
28.6461,cmd,4,45.6269,,,79.37,2.98,
28.6468,state,3,31.9597,-0.280,-0.0440,,,31.0
28.6468,state,4,45.6489,-1.399,-0.0879,,,30.0
28.6561,cmd,3,31.9597,,,79.37,2.98,
28.6562,cmd,4,45.6269,,,79.37,2.98,
28.6568,state,3,31.9597,11.473,-0.0733,,,31.0
28.6569,state,4,45.6489,2.518,-0.0879,,,30.0
28.6662,cmd,3,31.9597,,,79.37,2.98,
28.6662,cmd,4,45.6269,,,79.37,2.98,
28.6668,state,3,31.9597,5.876,-0.0147,,,31.0
28.6668,state,4,45.6489,-0.839,-0.1465,,,30.0
28.6761,cmd,3,31.9597,,,79.37,2.98,
28.6762,cmd,4,45.6269,,,79.37,2.98,
28.6768,state,3,31.9597,-0.280,-0.1026,,,31.0
28.6769,state,4,45.6489,-1.959,-0.1465,,,30.0
28.6861,cmd,3,31.9597,,,79.37,2.98,
28.6862,cmd,4,45.6269,,,79.37,2.98,
28.6868,state,3,31.9597,-0.280,-0.0440,,,31.0
28.6868,state,4,45.6489,3.638,-0.1465,,,30.0
28.6962,cmd,3,31.9597,,,79.37,2.98,
28.6962,cmd,4,45.6269,,,79.37,2.98,
28.6968,state,3,31.9597,3.078,-0.0147,,,31.0
28.6969,state,4,45.6489,0.280,-0.0879,,,30.0
28.7061,cmd,3,31.9597,,,79.37,2.98,
28.7062,cmd,4,45.6269,,,79.37,2.98,
28.7068,state,3,31.9597,5.876,-0.0440,,,31.0
28.7069,state,4,45.6489,3.638,-0.1465,,,30.0
28.7161,cmd,3,31.9597,,,79.37,2.98,
28.7161,cmd,4,45.6269,,,79.37,2.98,
28.7168,state,3,31.9597,3.078,-0.0440,,,31.0
28.7169,state,4,45.6489,4.197,-0.1465,,,30.0
28.7262,cmd,3,31.9597,,,79.37,2.98,
28.7262,cmd,4,45.6269,,,79.37,2.98,
28.7268,state,3,31.9597,-2.518,0.0147,,,31.0
28.7269,state,4,45.6489,3.638,-0.0879,,,30.0
28.7363,cmd,3,31.9597,,,79.37,2.98,
28.7363,cmd,4,45.6269,,,79.37,2.98,
28.7368,state,3,31.9597,0.839,-0.0440,,,31.0
28.7369,state,4,45.6489,6.996,-0.1465,,,30.0
28.7462,cmd,3,31.9597,,,79.37,2.98,
28.7462,cmd,4,45.6269,,,79.37,2.98,
28.7468,state,3,31.9597,1.399,-0.0440,,,31.0
28.7469,state,4,45.6489,-1.959,-0.1465,,,30.0
28.7563,cmd,3,31.9597,,,79.37,2.98,
28.7563,cmd,4,45.6269,,,79.37,2.98,
28.7569,state,3,31.9597,0.280,-0.0440,,,31.0
28.7570,state,4,45.6489,-7.555,-0.1465,,,30.0
28.7663,cmd,3,31.9597,,,79.37,2.98,
28.7664,cmd,4,45.6269,,,79.37,2.98,
28.7669,state,3,31.9597,-1.959,-0.0440,,,31.0
28.7670,state,4,45.6489,-4.197,-0.1465,,,30.0
28.7763,cmd,3,31.9597,,,79.37,2.98,
28.7763,cmd,4,45.6269,,,79.37,2.98,
28.7768,state,3,31.9597,-1.399,-0.1026,,,31.0
28.7769,state,4,45.6489,3.078,-0.0879,,,30.0
28.7864,cmd,3,31.9597,,,79.37,2.98,
28.7864,cmd,4,45.6269,,,79.37,2.98,
28.7870,state,3,31.9597,-2.518,-0.0733,,,31.0
28.7872,state,4,45.6489,3.078,-0.0879,,,30.0
28.7963,cmd,3,31.9597,,,79.37,2.98,
28.7963,cmd,4,45.6269,,,79.37,2.98,
28.7969,state,3,31.9597,-1.399,-0.0147,,,31.0
28.7970,state,4,45.6489,-1.959,-0.0879,,,30.0
28.8062,cmd,3,31.9597,,,79.37,2.98,
28.8062,cmd,4,45.6269,,,79.37,2.98,
28.8068,state,3,31.9597,-1.399,-0.0147,,,31.0
28.8069,state,4,45.6489,4.197,-0.0879,,,30.0
28.8163,cmd,3,31.9597,,,79.37,2.98,
28.8163,cmd,4,45.6269,,,79.37,2.98,
28.8168,state,3,31.9597,-0.839,-0.1026,,,31.0
28.8170,state,4,45.6489,1.399,-0.0879,,,30.0
28.8265,cmd,3,31.9597,,,79.37,2.98,
28.8265,cmd,4,45.6269,,,79.37,2.98,
28.8269,state,3,31.9597,-3.638,-0.0733,,,31.0
28.8272,state,4,45.6489,3.078,-0.0879,,,30.0
28.8362,cmd,3,31.9597,,,79.37,2.98,
28.8362,cmd,4,45.6269,,,79.37,2.98,
28.8368,state,3,31.9597,-1.399,-0.1026,,,31.0
28.8369,state,4,45.6489,-0.280,-0.0879,,,30.0
28.8463,cmd,3,31.9597,,,79.37,2.98,
28.8463,cmd,4,45.6269,,,79.37,2.98,
28.8469,state,3,31.9597,2.518,-0.0733,,,31.0
28.8471,state,4,45.6489,-0.839,-0.0879,,,30.0
28.8563,cmd,3,31.9597,,,79.37,2.98,
28.8563,cmd,4,45.6269,,,79.37,2.98,
28.8569,state,3,31.9597,-2.518,-0.1026,,,31.0
28.8570,state,4,45.6489,-1.959,-0.1465,,,30.0
28.8662,cmd,3,31.9597,,,79.37,2.98,
28.8663,cmd,4,45.6269,,,79.37,2.98,
28.8667,state,3,31.9597,4.197,-0.0733,,,31.0
28.8670,state,4,45.6489,0.839,-0.0879,,,30.0
28.8762,cmd,3,31.9597,,,79.37,2.98,
28.8762,cmd,4,45.6269,,,79.37,2.98,
28.8768,state,3,31.9597,3.078,-0.1026,,,31.0
28.8769,state,4,45.6489,-4.197,-0.1465,,,30.0
28.8862,cmd,3,31.9597,,,79.37,2.98,
28.8862,cmd,4,45.6269,,,79.37,2.98,
28.8868,state,3,31.9597,2.518,-0.0733,,,31.0
28.8869,state,4,45.6489,2.518,-0.0879,,,30.0
28.8962,cmd,3,31.9597,,,79.37,2.98,
28.8962,cmd,4,45.6269,,,79.37,2.98,
28.8968,state,3,31.9597,0.839,-0.0733,,,31.0
28.8969,state,4,45.6489,-3.638,-0.0879,,,30.0
28.9062,cmd,3,31.9597,,,79.37,2.98,
28.9062,cmd,4,45.6269,,,79.37,2.98,
28.9068,state,3,31.9597,1.399,-0.0733,,,31.0
28.9069,state,4,45.6489,-4.197,-0.0879,,,30.0
28.9162,cmd,3,31.9597,,,79.37,2.98,
28.9163,cmd,4,45.6269,,,79.37,2.98,
28.9169,state,3,31.9597,2.518,-0.0733,,,31.0
28.9169,state,4,45.6269,-0.280,-0.0879,,,30.0
28.9262,cmd,3,31.9597,,,79.37,2.98,
28.9262,cmd,4,45.6269,,,79.37,2.98,
28.9268,state,3,31.9597,5.876,0.0147,,,31.0
28.9269,state,4,45.6489,3.078,-0.1465,,,30.0
28.9362,cmd,3,31.9597,,,79.37,2.98,
28.9362,cmd,4,45.6269,,,79.37,2.98,
28.9368,state,3,31.9597,-0.280,-0.0440,,,31.0
28.9369,state,4,45.6489,1.399,-0.0879,,,30.0
28.9463,cmd,3,31.9597,,,79.37,2.98,
28.9463,cmd,4,45.6269,,,79.37,2.98,
28.9469,state,3,31.9597,5.876,-0.1026,,,31.0
28.9473,state,4,45.6489,-1.399,-0.1465,,,30.0
28.9562,cmd,3,31.9597,,,79.37,2.98,
28.9563,cmd,4,45.6269,,,79.37,2.98,
28.9568,state,3,31.9597,-3.638,-0.0733,,,31.0
28.9569,state,4,45.6489,1.399,-0.0879,,,30.0
28.9663,cmd,3,31.9597,,,79.37,2.98,
28.9663,cmd,4,45.6269,,,79.37,2.98,
28.9668,state,3,31.9597,8.115,-0.0733,,,31.0
28.9669,state,4,45.6489,-0.280,-0.0879,,,30.0
28.9763,cmd,3,31.9597,,,79.37,2.98,
28.9763,cmd,4,45.6269,,,79.37,2.98,
28.9768,state,3,31.9597,-0.280,-0.0147,,,31.0
28.9770,state,4,45.6489,1.399,-0.1465,,,30.0
28.9862,cmd,3,31.9597,,,79.37,2.98,
28.9862,cmd,4,45.6269,,,79.37,2.98,
28.9868,state,3,31.9597,-5.317,-0.0147,,,31.0
28.9869,state,4,45.6489,4.757,-0.0879,,,30.0
28.9962,cmd,3,31.9597,,,79.37,2.98,
28.9962,cmd,4,45.6269,,,79.37,2.98,
28.9968,state,3,31.9597,0.839,-0.1026,,,31.0
28.9969,state,4,45.6489,0.280,-0.0879,,,30.0
29.0063,cmd,3,31.9597,,,79.37,2.98,
29.0063,cmd,4,45.6269,,,79.37,2.98,
29.0069,state,3,31.9597,-5.317,-0.0733,,,31.0
29.0070,state,4,45.6489,0.280,-0.0879,,,30.0
29.0163,cmd,3,31.9597,,,79.37,2.98,
29.0163,cmd,4,45.6269,,,79.37,2.98,
29.0169,state,3,31.9597,-1.399,-0.0440,,,31.0
29.0170,state,4,45.6489,-1.399,-0.0879,,,30.0
29.0264,cmd,3,31.9597,,,79.37,2.98,
29.0265,cmd,4,45.6269,,,79.37,2.98,
29.0269,state,3,31.9597,0.839,-0.0440,,,31.0
29.0272,state,4,45.6489,3.078,-0.1465,,,30.0
29.0365,cmd,3,31.9597,,,79.37,2.98,
29.0366,cmd,4,45.6269,,,79.37,2.98,
29.0370,state,3,31.9597,0.280,-0.0440,,,31.0
29.0372,state,4,45.6489,-2.518,-0.0879,,,30.0
29.0465,cmd,3,31.9597,,,79.37,2.98,
29.0465,cmd,4,45.6269,,,79.37,2.98,
29.0469,state,3,31.9597,-3.078,-0.0440,,,31.0
29.0472,state,4,45.6489,2.518,-0.1465,,,30.0
29.0566,cmd,3,31.9597,,,79.37,2.98,
29.0566,cmd,4,45.6269,,,79.37,2.98,
29.0570,state,3,31.9597,-0.839,-0.0440,,,31.0
29.0573,state,4,45.6489,0.280,-0.0879,,,30.0
29.0665,cmd,3,31.9597,,,79.37,2.98,
29.0665,cmd,4,45.6269,,,79.37,2.98,
29.0669,state,3,31.9597,-1.399,-0.0440,,,31.0
29.0672,state,4,45.6489,1.399,-0.1465,,,30.0
29.0764,cmd,3,31.9597,,,79.37,2.98,
29.0764,cmd,4,45.6269,,,79.37,2.98,
29.0769,state,3,31.9597,-1.959,-0.0440,,,31.0
29.0771,state,4,45.6489,0.839,-0.1465,,,30.0
29.0866,cmd,3,31.9597,,,79.37,2.98,
29.0867,cmd,4,45.6269,,,79.37,2.98,
29.0871,state,3,31.9597,0.839,-0.0440,,,31.0
29.0874,state,4,45.6489,0.280,-0.1465,,,30.0
29.0965,cmd,3,31.9597,,,79.37,2.98,
29.0966,cmd,4,45.6269,,,79.37,2.98,
29.0970,state,3,31.9597,2.518,-0.0733,,,31.0
29.0972,state,4,45.6489,4.757,-0.0879,,,30.0
29.1065,cmd,3,31.9597,,,79.37,2.98,
29.1065,cmd,4,45.6269,,,79.37,2.98,
29.1069,state,3,31.9597,6.996,-0.0733,,,31.0
29.1072,state,4,45.6489,2.518,-0.0879,,,30.0
29.1165,cmd,3,31.9597,,,79.37,2.98,
29.1166,cmd,4,45.6269,,,79.37,2.98,
29.1172,state,3,31.9597,1.959,-0.0440,,,31.0
29.1172,state,4,45.6489,0.280,-0.1465,,,30.0
29.1265,cmd,3,31.9597,,,79.37,2.98,
29.1265,cmd,4,45.6269,,,79.37,2.98,
29.1271,state,3,31.9597,3.078,-0.0147,,,31.0
29.1272,state,4,45.6489,2.518,-0.0879,,,30.0
29.1365,cmd,3,31.9597,,,79.37,2.98,
29.1366,cmd,4,45.6269,,,79.37,2.98,
29.1370,state,3,31.9597,4.197,-0.0733,,,31.0
29.1372,state,4,45.6489,-0.280,-0.0879,,,30.0
29.1466,cmd,3,31.9597,,,79.37,2.98,
29.1466,cmd,4,45.6269,,,79.37,2.98,
29.1471,state,3,31.9597,1.399,-0.0733,,,31.0
29.1473,state,4,45.6489,0.839,-0.1465,,,30.0
29.1565,cmd,3,31.9597,,,79.37,2.98,
29.1565,cmd,4,45.6269,,,79.37,2.98,
29.1571,state,3,31.9597,0.839,-0.0733,,,31.0
29.1572,state,4,45.6489,-7.555,-0.0879,,,30.0
29.1665,cmd,3,31.9597,,,79.37,2.98,
29.1666,cmd,4,45.6269,,,79.37,2.98,
29.1671,state,3,31.9597,4.757,-0.0733,,,31.0
29.1672,state,4,45.6489,1.959,-0.0879,,,30.0
29.1766,cmd,3,31.9597,,,79.37,2.98,
29.1766,cmd,4,45.6269,,,79.37,2.98,
29.1771,state,3,31.9597,-3.638,-0.0440,,,31.0
29.1780,state,4,45.6489,-0.839,-0.1465,,,30.0
29.1866,cmd,3,31.9597,,,79.37,2.98,
29.1866,cmd,4,45.6269,,,79.37,2.98,
29.1871,state,3,31.9597,-1.399,-0.0440,,,31.0
29.1873,state,4,45.6489,-3.638,-0.0879,,,30.0
29.1967,cmd,3,31.9597,,,79.37,2.98,
29.1967,cmd,4,45.6269,,,79.37,2.98,
29.1972,state,3,31.9597,-6.436,-0.0440,,,31.0
29.1973,state,4,45.6489,0.839,-0.0879,,,30.0
29.2065,cmd,3,31.9597,,,79.37,2.98,
29.2066,cmd,4,45.6269,,,79.37,2.98,
29.2070,state,3,31.9597,-4.757,-0.0440,,,31.0
29.2072,state,4,45.6489,-0.280,-0.1465,,,30.0
29.2166,cmd,3,31.9597,,,79.37,2.98,
29.2166,cmd,4,45.6269,,,79.37,2.98,
