t_s,kind,id,pos_deg,vel_deg_s,tau_nm,kp,kd,temp_c
16.5820,state,4,18.8199,3.638,0.0293,,,35.0
16.5913,cmd,3,0.0330,,,29.30,1.49,
16.5913,cmd,4,18.9737,,,29.30,1.49,
16.5918,state,3,0.1648,4.757,-0.1319,,,37.0
16.5920,state,4,18.8199,-0.280,0.0293,,,35.0
16.6013,cmd,3,0.0330,,,29.30,1.49,
16.6013,cmd,4,18.9737,,,29.30,1.49,
16.6019,state,3,0.1428,0.839,-0.0733,,,37.0
16.6020,state,4,18.8199,3.638,0.0293,,,35.0
16.6113,cmd,3,0.0330,,,29.30,1.49,
16.6113,cmd,4,18.9737,,,29.30,1.49,
16.6119,state,3,0.1428,-3.078,-0.1026,,,37.0
16.6120,state,4,18.8199,-1.399,0.0293,,,35.0
16.6213,cmd,3,0.0330,,,29.30,1.49,
16.6214,cmd,4,18.9737,,,29.30,1.49,
16.6220,state,3,0.1428,0.280,-0.1026,,,37.0
16.6220,state,4,18.8199,-1.959,0.0879,,,35.0
16.6314,cmd,3,0.0330,,,29.30,1.49,
16.6314,cmd,4,18.9737,,,29.30,1.49,
16.6319,state,3,0.1648,5.876,-0.1319,,,37.0
16.6320,state,4,18.8199,3.078,0.0293,,,35.0
16.6413,cmd,3,0.0330,,,29.30,1.49,
16.6413,cmd,4,18.9737,,,29.30,1.49,
16.6419,state,3,0.1428,0.280,-0.1026,,,37.0
16.6420,state,4,18.8199,-0.839,0.0293,,,35.0
16.6514,cmd,3,0.0330,,,29.30,1.49,
16.6514,cmd,4,18.9737,,,29.30,1.49,
16.6520,state,3,0.1648,6.436,-0.0733,,,37.0
16.6521,state,4,18.8199,-0.839,0.0293,,,35.0
16.6614,cmd,3,0.0330,,,29.30,1.49,
16.6614,cmd,4,18.9737,,,29.30,1.49,
16.6620,state,3,0.1428,-5.317,-0.0733,,,37.0
16.6621,state,4,18.8199,1.959,0.0293,,,35.0
16.6714,cmd,3,0.0330,,,29.30,1.49,
16.6714,cmd,4,18.9737,,,29.30,1.49,
16.6720,state,3,0.1428,-4.757,-0.1026,,,37.0
16.6721,state,4,18.8199,-3.078,-0.0293,,,35.0
16.6813,cmd,3,0.0330,,,29.30,1.49,
16.6813,cmd,4,18.9737,,,29.30,1.49,
16.6819,state,3,0.1648,2.518,-0.1026,,,37.0
16.6820,state,4,18.8199,0.280,-0.0293,,,35.0
16.6913,cmd,3,0.0330,,,29.30,1.49,
16.6913,cmd,4,18.9737,,,29.30,1.49,
16.6919,state,3,0.1428,-0.280,-0.1319,,,37.0
16.6920,state,4,18.8199,-0.839,0.0293,,,35.0
16.7014,cmd,3,0.0330,,,29.30,1.49,
16.7014,cmd,4,18.9737,,,29.30,1.49,
16.7020,state,3,0.1428,-3.078,-0.1612,,,37.0
16.7021,state,4,18.8199,0.280,-0.0293,,,35.0
16.7114,cmd,3,0.0330,,,29.30,1.49,
16.7114,cmd,4,18.9737,,,29.30,1.49,
16.7119,state,3,0.1428,-8.675,-0.1319,,,37.0
16.7120,state,4,18.8199,-0.839,0.0293,,,35.0
16.7214,cmd,3,0.0330,,,29.30,1.49,
16.7214,cmd,4,18.9737,,,29.30,1.49,
16.7220,state,3,0.1428,-0.280,-0.1026,,,37.0
16.7221,state,4,18.8199,-2.518,0.0293,,,35.0
16.7313,cmd,3,0.0330,,,29.30,1.49,
16.7313,cmd,4,18.9737,,,29.30,1.49,
16.7320,state,3,0.1428,-0.280,-0.1026,,,37.0
16.7320,state,4,18.8199,0.280,-0.0293,,,35.0
16.7413,cmd,3,0.0330,,,29.30,1.49,
16.7413,cmd,4,18.9737,,,29.30,1.49,
16.7420,state,3,0.1428,-3.078,-0.1026,,,37.0
16.7420,state,4,18.8199,1.399,0.0293,,,35.0
16.7513,cmd,3,0.0330,,,29.30,1.49,
16.7513,cmd,4,18.9737,,,29.30,1.49,
16.7519,state,3,0.1648,-0.839,-0.1026,,,37.0
16.7520,state,4,18.8199,-0.839,-0.0293,,,35.0
16.7613,cmd,3,0.0330,,,29.30,1.49,
16.7613,cmd,4,18.9737,,,29.30,1.49,
16.7620,state,3,0.1648,-1.399,-0.1026,,,37.0
16.7620,state,4,18.8199,-0.280,0.0293,,,35.0
16.7714,cmd,3,0.0330,,,29.30,1.49,
16.7714,cmd,4,18.9737,,,29.30,1.49,
16.7720,state,3,0.1428,0.280,-0.1319,,,37.0
16.7720,state,4,18.8199,1.399,0.0293,,,35.0
16.7813,cmd,3,0.0330,,,29.30,1.49,
16.7813,cmd,4,18.9737,,,29.30,1.49,
16.7820,state,3,0.1428,3.078,-0.1319,,,37.0
16.7820,state,4,18.8199,-3.638,0.0293,,,35.0
16.7913,cmd,3,0.0330,,,29.30,1.49,
16.7913,cmd,4,18.9737,,,29.30,1.49,
16.7919,state,3,0.1428,3.078,-0.1026,,,37.0
16.7919,state,4,18.8199,1.399,-0.0293,,,35.0
16.8014,cmd,3,0.0330,,,29.30,1.49,
16.8014,cmd,4,18.9737,,,29.30,1.49,
16.8020,state,3,0.1428,-4.197,-0.1026,,,37.0
16.8020,state,4,18.7979,-4.757,0.0293,,,35.0
16.8113,cmd,3,0.0330,,,29.30,1.49,
16.8113,cmd,4,18.9737,,,29.30,1.49,
16.8120,state,3,0.1428,0.280,-0.1026,,,37.0
16.8120,state,4,18.8199,0.839,-0.0293,,,35.0
16.8214,cmd,3,0.0330,,,29.30,1.49,
16.8214,cmd,4,18.9737,,,29.30,1.49,
16.8220,state,3,0.1648,-2.518,-0.1026,,,37.0
16.8221,state,4,18.8199,1.399,-0.0293,,,35.0
16.8313,cmd,3,0.0330,,,29.30,1.49,
16.8314,cmd,4,18.9737,,,29.30,1.49,
16.8319,state,3,0.1648,1.959,-0.0440,,,37.0
16.8320,state,4,18.8199,3.078,0.0293,,,35.0
16.8414,cmd,3,0.0330,,,29.30,1.49,
16.8414,cmd,4,18.9737,,,29.30,1.49,
16.8420,state,3,0.1648,5.317,-0.1319,,,37.0
16.8421,state,4,18.8199,0.839,-0.0293,,,35.0
16.8513,cmd,3,0.0330,,,29.30,1.49,
16.8514,cmd,4,18.9737,,,29.30,1.49,
16.8520,state,3,0.1648,-3.078,-0.1319,,,37.0
16.8520,state,4,18.8199,3.078,-0.0293,,,35.0
16.8614,cmd,3,0.0330,,,29.30,1.49,
16.8614,cmd,4,18.9737,,,29.30,1.49,
16.8620,state,3,0.1428,4.197,-0.1026,,,37.0
16.8621,state,4,18.8199,5.876,0.0293,,,35.0
16.8713,cmd,3,0.0330,,,29.30,1.49,
16.8713,cmd,4,18.9737,,,29.30,1.49,
16.8719,state,3,0.1428,-5.876,-0.1319,,,37.0
16.8720,state,4,18.8199,-0.280,-0.0293,,,35.0
16.8814,cmd,3,0.0330,,,29.30,1.49,
16.8814,cmd,4,18.9737,,,29.30,1.49,
16.8820,state,3,0.1428,3.638,-0.1026,,,37.0
16.8821,state,4,18.8199,-1.959,0.0293,,,35.0
16.8913,cmd,3,0.0330,,,29.30,1.49,
16.8913,cmd,4,18.9737,,,29.30,1.49,
16.8919,state,3,0.1428,-0.839,-0.1026,,,37.0
16.8920,state,4,18.8199,-1.399,0.0293,,,35.0
16.9014,cmd,3,0.0330,,,29.30,1.49,
16.9014,cmd,4,18.9737,,,29.30,1.49,
16.9020,state,3,0.1428,-5.317,-0.1319,,,37.0
16.9021,state,4,18.8199,3.078,0.0293,,,35.0
16.9114,cmd,3,0.0330,,,29.30,1.49,
16.9114,cmd,4,18.9737,,,29.30,1.49,
16.9120,state,3,0.1428,3.638,-0.1026,,,37.0
16.9121,state,4,18.8199,-0.839,0.0293,,,35.0
16.9214,cmd,3,0.0330,,,29.30,1.49,
16.9214,cmd,4,18.9737,,,29.30,1.49,
16.9219,state,3,0.1648,-4.197,-0.1026,,,37.0
16.9220,state,4,18.8199,1.959,0.0293,,,35.0
16.9314,cmd,3,0.0330,,,29.30,1.49,
16.9314,cmd,4,18.9737,,,29.30,1.49,
16.9320,state,3,0.1648,-3.638,-0.0733,,,37.0
16.9321,state,4,18.8199,-0.280,0.0293,,,35.0
16.9414,cmd,3,0.0330,,,29.30,1.49,
16.9414,cmd,4,18.9737,,,29.30,1.49,
16.9420,state,3,0.1648,6.436,-0.1026,,,37.0
16.9422,state,4,18.8199,-0.839,-0.0293,,,35.0
16.9514,cmd,3,0.0330,,,29.30,1.49,
16.9514,cmd,4,18.9737,,,29.30,1.49,
16.9520,state,3,0.1428,-4.197,-0.1026,,,37.0
16.9520,state,4,18.8199,-4.757,0.0293,,,35.0
16.9613,cmd,3,0.0330,,,29.30,1.49,
16.9614,cmd,4,18.9737,,,29.30,1.49,
16.9619,state,3,0.1428,-6.996,-0.0733,,,37.0
16.9620,state,4,18.8199,-3.078,0.0293,,,35.0
16.9713,cmd,3,0.0330,,,29.30,1.49,
16.9714,cmd,4,18.9737,,,29.30,1.49,
16.9719,state,3,0.1648,-4.197,-0.1026,,,37.0
16.9720,state,4,18.8199,-2.518,0.0293,,,35.0
16.9814,cmd,3,0.0330,,,29.30,1.49,
16.9814,cmd,4,18.9737,,,29.30,1.49,
16.9819,state,3,0.1428,-8.115,-0.1026,,,37.0
16.9821,state,4,18.7979,-2.518,0.0293,,,35.0
16.9914,cmd,3,0.0330,,,29.30,1.49,
16.9914,cmd,4,18.9737,,,29.30,1.49,
16.9920,state,3,0.1428,-5.876,-0.1026,,,37.0
16.9920,state,4,18.8199,1.399,-0.0293,,,35.0
17.0013,cmd,3,0.0330,,,29.30,1.49,
17.0013,cmd,4,18.9737,,,29.30,1.49,
17.0020,state,3,0.1648,2.518,-0.1026,,,37.0
17.0020,state,4,18.8199,-4.197,0.0293,,,35.0
17.0114,cmd,3,0.0330,,,29.30,1.49,
17.0114,cmd,4,18.9737,,,29.30,1.49,
17.0120,state,3,0.1648,3.638,-0.1319,,,37.0
17.0121,state,4,18.8199,4.197,-0.0293,,,35.0
17.0213,cmd,3,0.0330,,,29.30,1.49,
17.0214,cmd,4,18.9737,,,29.30,1.49,
17.0220,state,3,0.1648,-0.280,-0.1026,,,37.0
17.0220,state,4,18.8199,-1.399,0.0293,,,35.0
17.0314,cmd,3,0.0330,,,29.30,1.49,
17.0314,cmd,4,18.9737,,,29.30,1.49,
17.0320,state,3,0.1428,0.280,-0.1319,,,37.0
17.0320,state,4,18.8199,4.757,-0.0293,,,35.0
17.0414,cmd,3,0.0330,,,29.30,1.49,
17.0414,cmd,4,18.9737,,,29.30,1.49,
17.0420,state,3,0.1648,2.518,-0.0733,,,37.0
17.0421,state,4,18.8199,1.399,0.0293,,,35.0
17.0514,cmd,3,0.0330,,,29.30,1.49,
17.0515,cmd,4,18.9737,,,29.30,1.49,
17.0521,state,3,0.1648,1.959,-0.1026,,,37.0
17.0521,state,4,18.8199,-1.959,0.0293,,,35.0
17.0614,cmd,3,0.0330,,,29.30,1.49,
17.0614,cmd,4,18.9737,,,29.30,1.49,
17.0620,state,3,0.1648,1.399,-0.1026,,,37.0
17.0621,state,4,18.8199,0.839,0.0293,,,35.0
17.0714,cmd,3,0.0330,,,29.30,1.49,
17.0715,cmd,4,18.9737,,,29.30,1.49,
17.0721,state,3,0.1428,-1.399,-0.1026,,,37.0
17.0722,state,4,18.8199,6.436,0.0293,,,35.0
17.0813,cmd,3,0.0330,,,29.30,1.49,
17.0814,cmd,4,18.9737,,,29.30,1.49,
17.0820,state,3,0.1428,2.518,-0.0733,,,37.0
17.0820,state,4,18.8199,-5.317,0.0293,,,35.0
17.0914,cmd,3,0.0330,,,29.30,1.49,
17.0914,cmd,4,18.9737,,,29.30,1.49,
17.0920,state,3,0.1648,-0.839,-0.1026,,,37.0
17.0921,state,4,18.8199,-1.959,-0.0293,,,35.0
17.1014,cmd,3,0.0330,,,29.30,1.49,
17.1014,cmd,4,18.9737,,,29.30,1.49,
17.1020,state,3,0.1428,-4.197,-0.1319,,,37.0
17.1021,state,4,18.8199,3.638,-0.0293,,,35.0
17.1114,cmd,3,0.0330,,,29.30,1.49,
17.1114,cmd,4,18.9737,,,29.30,1.49,
17.1120,state,3,0.1428,-0.839,-0.1319,,,37.0
17.1121,state,4,18.8199,-4.197,0.0293,,,35.0
17.1214,cmd,3,0.0330,,,29.30,1.49,
17.1214,cmd,4,18.9737,,,29.30,1.49,
17.1220,state,3,0.1428,-1.399,-0.1319,,,37.0
17.1221,state,4,18.8199,-4.197,0.0293,,,35.0
17.1314,cmd,3,0.0330,,,29.30,1.49,
17.1314,cmd,4,18.9737,,,29.30,1.49,
17.1321,state,3,0.1648,1.399,-0.1319,,,37.0
17.1322,state,4,18.8199,-3.078,0.0293,,,35.0
17.1414,cmd,3,0.0330,,,29.30,1.49,
17.1414,cmd,4,18.9737,,,29.30,1.49,
17.1420,state,3,0.1428,-3.638,-0.0733,,,37.0
17.1421,state,4,18.8199,1.959,0.0293,,,35.0
17.1514,cmd,3,0.0330,,,29.30,1.49,
17.1514,cmd,4,18.9737,,,29.30,1.49,
17.1519,state,3,0.1428,-5.876,-0.1026,,,37.0
17.1520,state,4,18.8199,-3.638,0.0293,,,35.0
17.1614,cmd,3,0.0330,,,29.30,1.49,
17.1614,cmd,4,18.9737,,,29.30,1.49,
17.1620,state,3,0.1428,-1.399,-0.1026,,,37.0
17.1621,state,4,18.8199,0.280,0.0293,,,35.0
17.1714,cmd,3,0.0330,,,29.30,1.49,
17.1714,cmd,4,18.9737,,,29.30,1.49,
17.1720,state,3,0.1428,1.399,-0.1319,,,37.0
17.1721,state,4,18.8199,-1.959,0.0293,,,35.0
17.1814,cmd,3,0.0330,,,29.30,1.49,
17.1814,cmd,4,18.9737,,,29.30,1.49,
17.1821,state,3,0.1648,1.399,-0.0733,,,37.0
17.1822,state,4,18.8199,3.078,0.0293,,,35.0
17.1915,cmd,3,0.0330,,,29.30,1.49,
17.1915,cmd,4,18.9737,,,29.30,1.49,
17.1921,state,3,0.1428,-2.518,-0.1026,,,37.0
17.1922,state,4,18.8199,3.078,0.0293,,,35.0
17.2015,cmd,3,0.0330,,,29.30,1.49,
17.2015,cmd,4,18.9737,,,29.30,1.49,
17.2021,state,3,0.1648,0.280,-0.1026,,,37.0
17.2023,state,4,18.8199,-2.518,0.0879,,,35.0
17.2114,cmd,3,0.0330,,,29.30,1.49,
17.2114,cmd,4,18.9737,,,29.30,1.49,
17.2120,state,3,0.1428,3.078,-0.1026,,,37.0
17.2122,state,4,18.8199,3.638,0.0293,,,35.0
17.2215,cmd,3,0.0330,,,29.30,1.49,
17.2215,cmd,4,18.9737,,,29.30,1.49,
17.2220,state,3,0.1648,0.839,-0.0440,,,37.0
17.2226,state,4,18.8199,-0.839,0.0293,,,35.0
17.2314,cmd,3,0.0330,,,29.30,1.49,
17.2314,cmd,4,18.9737,,,29.30,1.49,
17.2321,state,3,0.1648,-2.518,-0.0733,,,37.0
17.2322,state,4,18.8199,0.280,-0.0293,,,35.0
17.2414,cmd,3,0.0330,,,29.30,1.49,
17.2414,cmd,4,18.9737,,,29.30,1.49,
17.2421,state,3,0.1428,0.280,-0.0733,,,37.0
17.2422,state,4,18.8199,4.757,-0.0293,,,35.0
17.2515,cmd,3,0.0330,,,29.30,1.49,
17.2515,cmd,4,18.9737,,,29.30,1.49,
17.2520,state,3,0.1428,0.280,-0.0733,,,37.0
17.2524,state,4,18.8199,-4.757,-0.0293,,,35.0
17.2614,cmd,3,0.0330,,,29.30,1.49,
17.2615,cmd,4,18.9737,,,29.30,1.49,
17.2620,state,3,0.1648,-1.959,-0.1026,,,37.0
17.2623,state,4,18.8199,-3.638,0.0293,,,35.0
17.2714,cmd,3,0.0330,,,29.30,1.49,
17.2714,cmd,4,18.9737,,,29.30,1.49,
17.2721,state,3,0.1648,-0.280,-0.1319,,,37.0
17.2721,state,4,18.8199,1.959,-0.0293,,,35.0
17.2814,cmd,3,0.0330,,,29.30,1.49,
17.2814,cmd,4,18.9737,,,29.30,1.49,
17.2820,state,3,0.1428,1.959,-0.1026,,,37.0
17.2821,state,4,18.8199,0.280,0.0293,,,35.0
17.2915,cmd,3,0.0330,,,29.30,1.49,
17.2915,cmd,4,18.9737,,,29.30,1.49,
17.2921,state,3,0.1428,0.280,-0.0440,,,37.0
17.2922,state,4,18.8199,-0.839,0.0293,,,35.0
17.3015,cmd,3,0.0330,,,29.30,1.49,
17.3015,cmd,4,18.9737,,,29.30,1.49,
17.3021,state,3,0.1648,-3.078,-0.1026,,,37.0
17.3022,state,4,18.8199,1.399,0.0293,,,35.0
17.3114,cmd,3,0.0330,,,29.30,1.49,
17.3114,cmd,4,18.9737,,,29.30,1.49,
17.3121,state,3,0.1648,-2.518,-0.1319,,,37.0
17.3121,state,4,18.8199,-3.078,-0.0293,,,35.0
17.3215,cmd,3,0.0330,,,29.30,1.49,
17.3215,cmd,4,18.9737,,,29.30,1.49,
17.3221,state,3,0.1428,0.839,-0.1319,,,37.0
17.3222,state,4,18.8199,-4.757,0.0293,,,35.0
17.3314,cmd,3,0.0330,,,29.30,1.49,
17.3315,cmd,4,18.9737,,,29.30,1.49,
17.3321,state,3,0.1428,-0.280,-0.0733,,,37.0
17.3322,state,4,18.8199,0.280,-0.0293,,,35.0
17.3415,cmd,3,0.0330,,,29.30,1.49,
17.3415,cmd,4,18.9737,,,29.30,1.49,
17.3421,state,3,0.1428,-2.518,-0.1319,,,37.0
17.3422,state,4,18.8199,3.078,-0.0293,,,35.0
17.3514,cmd,3,0.0330,,,29.30,1.49,
17.3515,cmd,4,18.9737,,,29.30,1.49,
17.3521,state,3,0.1428,3.638,-0.1026,,,37.0
17.3522,state,4,18.8199,0.280,0.0293,,,35.0
17.3615,cmd,3,0.0330,,,29.30,1.49,
17.3615,cmd,4,18.9737,,,29.30,1.49,
17.3621,state,3,0.1428,1.399,-0.1026,,,37.0
17.3622,state,4,18.8199,-4.197,-0.0293,,,35.0
17.3715,cmd,3,0.0330,,,29.30,1.49,
17.3715,cmd,4,18.9737,,,29.30,1.49,
17.3721,state,3,0.1648,-1.399,-0.1026,,,37.0
17.3722,state,4,18.8199,0.280,-0.0293,,,35.0
17.3814,cmd,3,0.0330,,,29.30,1.49,
17.3815,cmd,4,18.9737,,,29.30,1.49,
17.3821,state,3,0.1648,1.959,-0.1319,,,37.0
17.3822,state,4,18.8199,5.317,0.0293,,,35.0
17.3915,cmd,3,0.0330,,,29.30,1.49,
17.3915,cmd,4,18.9737,,,29.30,1.49,
17.3921,state,3,0.1648,5.317,-0.1319,,,37.0
17.3922,state,4,18.8199,-1.959,-0.0293,,,35.0
17.4015,cmd,3,0.0330,,,29.30,1.49,
17.4015,cmd,4,18.9737,,,29.30,1.49,
17.4021,state,3,0.1428,-6.436,-0.1319,,,37.0
17.4022,state,4,18.8199,-3.078,0.0293,,,35.0
17.4115,cmd,3,0.0330,,,29.30,1.49,
17.4115,cmd,4,18.9737,,,29.30,1.49,
17.4121,state,3,0.1648,0.839,-0.1026,,,37.0
17.4122,state,4,18.8199,1.959,0.0293,,,35.0
17.4215,cmd,3,0.0330,,,29.30,1.49,
17.4215,cmd,4,18.9737,,,29.30,1.49,
17.4220,state,3,0.1428,-8.115,-0.1319,,,37.0
17.4226,state,4,18.8199,-2.518,0.0293,,,35.0
17.4314,cmd,3,0.0330,,,29.30,1.49,
17.4314,cmd,4,18.9737,,,29.30,1.49,
17.4320,state,3,0.1648,1.399,-0.1612,,,37.0
17.4324,state,4,18.8199,-5.317,0.0293,,,35.0
17.4415,cmd,3,0.0330,,,29.30,1.49,
17.4415,cmd,4,18.9737,,,29.30,1.49,
17.4421,state,3,0.1428,-8.675,-0.1319,,,37.0
17.4422,state,4,18.8199,-1.399,-0.0293,,,35.0
17.4514,cmd,3,0.0330,,,29.30,1.49,
17.4514,cmd,4,18.9737,,,29.30,1.49,
17.4520,state,3,0.1428,-4.197,-0.1319,,,37.0
17.4524,state,4,18.8199,-4.757,-0.0293,,,35.0
17.4614,cmd,3,0.0330,,,29.30,1.49,
17.4614,cmd,4,18.9737,,,29.30,1.49,
17.4619,state,3,0.1428,-2.518,-0.1026,,,37.0
17.4625,state,4,18.8199,5.317,-0.0293,,,35.0
17.4714,cmd,3,0.0330,,,29.30,1.49,
17.4714,cmd,4,18.9737,,,29.30,1.49,
17.4719,state,3,0.1428,1.399,-0.1319,,,37.0
17.4723,state,4,18.8199,-0.280,-0.0293,,,35.0
17.4815,cmd,3,0.0330,,,29.30,1.49,
17.4815,cmd,4,18.9737,,,29.30,1.49,
17.4821,state,3,0.1648,1.399,-0.1319,,,37.0
17.4822,state,4,18.8199,-0.280,0.0293,,,35.0
17.4915,cmd,3,0.0330,,,29.30,1.49,
17.4915,cmd,4,18.9737,,,29.30,1.49,
17.4920,state,3,0.1428,-3.638,-0.0733,,,37.0
17.4924,state,4,18.8199,0.280,0.0293,,,35.0
17.5015,cmd,3,0.0330,,,29.30,1.49,
17.5015,cmd,4,18.9737,,,29.30,1.49,
17.5021,state,3,0.1428,-1.399,-0.1026,,,37.0
17.5022,state,4,18.8199,-8.115,0.0293,,,35.0
17.5114,cmd,3,0.0330,,,29.30,1.49,
17.5114,cmd,4,18.9737,,,29.30,1.49,
17.5121,state,3,0.1648,0.280,-0.1319,,,37.0
17.5122,state,4,18.8199,1.959,0.0293,,,35.0
17.5215,cmd,3,0.0330,,,29.30,1.49,
17.5215,cmd,4,18.9737,,,29.30,1.49,
17.5220,state,3,0.1648,4.197,-0.0733,,,37.0
17.5224,state,4,18.8199,0.280,0.0293,,,35.0
17.5315,cmd,3,0.0330,,,29.30,1.49,
17.5315,cmd,4,18.9737,,,29.30,1.49,
17.5321,state,3,0.1648,0.839,-0.1026,,,37.0
17.5322,state,4,18.8199,1.959,0.0293,,,35.0
17.5415,cmd,3,0.0330,,,29.30,1.49,
17.5415,cmd,4,18.9737,,,29.30,1.49,
17.5420,state,3,0.1648,2.518,-0.1026,,,37.0
17.5425,state,4,18.8199,0.280,0.0293,,,35.0
17.5515,cmd,3,0.0330,,,29.30,1.49,
17.5515,cmd,4,18.9737,,,29.30,1.49,
17.5521,state,3,0.1428,-3.638,-0.1026,,,37.0
17.5522,state,4,18.8199,-4.197,0.0293,,,35.0
17.5615,cmd,3,0.0330,,,29.30,1.49,
17.5615,cmd,4,18.9737,,,29.30,1.49,
17.5621,state,3,0.1428,-1.959,-0.1319,,,37.0
17.5622,state,4,18.8199,-6.436,0.0293,,,35.0
17.5716,cmd,3,0.0330,,,29.30,1.49,
17.5716,cmd,4,18.9737,,,29.30,1.49,
17.5721,state,3,0.1648,3.638,-0.1319,,,37.0
17.5722,state,4,18.8199,0.280,0.0293,,,35.0
17.5815,cmd,3,0.0330,,,29.30,1.49,
17.5815,cmd,4,18.9737,,,29.30,1.49,
17.5821,state,3,0.1648,0.280,-0.0733,,,37.0
17.5822,state,4,18.8199,3.638,0.0293,,,35.0
17.5915,cmd,3,0.0330,,,29.30,1.49,
17.5915,cmd,4,18.9737,,,29.30,1.49,
17.5921,state,3,0.1428,0.280,-0.1319,,,37.0
17.5922,state,4,18.8199,-1.399,0.0293,,,35.0
17.6015,cmd,3,0.0330,,,29.30,1.49,
17.6016,cmd,4,18.9737,,,29.30,1.49,
17.6022,state,3,0.1648,0.280,-0.1026,,,37.0
17.6022,state,4,18.8199,-0.839,-0.0293,,,35.0
17.6115,cmd,3,0.0330,,,29.30,1.49,
17.6115,cmd,4,18.9737,,,29.30,1.49,
17.6121,state,3,0.1428,-2.518,-0.1026,,,37.0
17.6122,state,4,18.8199,2.518,0.0293,,,35.0
17.6216,cmd,3,0.0330,,,29.30,1.49,
17.6216,cmd,4,18.9737,,,29.30,1.49,
17.6222,state,3,0.1428,5.317,-0.0733,,,37.0
17.6223,state,4,18.8199,-1.959,-0.0293,,,35.0
17.6315,cmd,3,0.0330,,,29.30,1.49,
17.6315,cmd,4,18.9737,,,29.30,1.49,
17.6321,state,3,0.1648,-0.280,-0.1026,,,37.0
17.6322,state,4,18.8199,-0.280,-0.0293,,,35.0
17.6415,cmd,3,0.0330,,,29.30,1.49,
17.6415,cmd,4,18.9737,,,29.30,1.49,
17.6421,state,3,0.1428,-3.078,-0.0733,,,37.0
17.6422,state,4,18.8199,3.078,0.0293,,,35.0
17.6515,cmd,3,0.0330,,,29.30,1.49,
17.6516,cmd,4,18.9737,,,29.30,1.49,
17.6521,state,3,0.1428,-4.197,-0.1026,,,37.0
17.6523,state,4,18.8199,-2.518,0.0293,,,35.0
17.6616,cmd,3,0.0330,,,29.30,1.49,
17.6616,cmd,4,18.9737,,,29.30,1.49,
17.6621,state,3,0.1428,-5.317,-0.1026,,,37.0
17.6622,state,4,18.8199,4.757,0.0293,,,35.0
17.6715,cmd,3,0.0330,,,29.30,1.49,
17.6715,cmd,4,18.9737,,,29.30,1.49,
17.6721,state,3,0.1648,6.436,-0.1026,,,37.0
17.6722,state,4,18.8199,-1.959,-0.0293,,,35.0
17.6815,cmd,3,0.0330,,,29.30,1.49,
17.6815,cmd,4,18.9737,,,29.30,1.49,
17.6821,state,3,0.1428,-0.280,-0.1026,,,37.0
17.6822,state,4,18.8199,-4.197,-0.0293,,,35.0
17.6914,cmd,3,0.0330,,,29.30,1.49,
17.6914,cmd,4,18.9737,,,29.30,1.49,
17.6921,state,3,0.1428,-3.078,-0.0733,,,37.0
17.6923,state,4,18.8199,5.876,0.0293,,,35.0
17.7015,cmd,3,0.0330,,,29.30,1.49,
17.7015,cmd,4,18.9737,,,29.30,1.49,
17.7022,state,3,0.1648,3.078,-0.1319,,,37.0
17.7022,state,4,18.8199,1.959,0.0293,,,35.0
17.7115,cmd,3,0.0330,,,29.30,1.49,
17.7115,cmd,4,18.9737,,,29.30,1.49,
17.7121,state,3,0.1428,-0.280,-0.1026,,,37.0
17.7122,state,4,18.8199,1.399,0.0293,,,35.0
17.7215,cmd,3,0.0330,,,29.30,1.49,
17.7215,cmd,4,18.9737,,,29.30,1.49,
17.7221,state,3,0.1648,3.078,-0.0733,,,37.0
17.7222,state,4,18.8199,3.078,-0.0293,,,35.0
17.7315,cmd,3,0.0330,,,29.30,1.49,
17.7315,cmd,4,18.9737,,,29.30,1.49,
17.7321,state,3,0.1428,-1.959,-0.1026,,,37.0
17.7322,state,4,18.8199,2.518,0.0293,,,35.0
17.7415,cmd,3,0.0330,,,29.30,1.49,
17.7415,cmd,4,18.9737,,,29.30,1.49,
17.7421,state,3,0.1428,-0.839,-0.1319,,,37.0
17.7422,state,4,18.8199,6.996,-0.0293,,,35.0
17.7515,cmd,3,0.0330,,,29.30,1.49,
17.7516,cmd,4,18.9737,,,29.30,1.49,
17.7521,state,3,0.1648,2.518,-0.1026,,,37.0
17.7522,state,4,18.8199,3.078,0.0293,,,35.0
17.7615,cmd,3,0.0330,,,29.30,1.49,
17.7615,cmd,4,18.9737,,,29.30,1.49,
17.7620,state,3,0.1648,-1.959,-0.1319,,,37.0
17.7622,state,4,18.8199,-2.518,0.0293,,,35.0
17.7716,cmd,3,0.0330,,,29.30,1.49,
17.7716,cmd,4,18.9737,,,29.30,1.49,
17.7721,state,3,0.1648,-0.280,-0.1026,,,37.0
17.7722,state,4,18.8199,-4.757,-0.0293,,,35.0
17.7815,cmd,3,0.0330,,,29.30,1.49,
17.7815,cmd,4,18.9737,,,29.30,1.49,
17.7820,state,3,0.1648,-4.197,-0.1026,,,37.0
17.7822,state,4,18.8199,1.399,0.0293,,,35.0
17.7915,cmd,3,0.0330,,,29.30,1.49,
17.7915,cmd,4,18.9737,,,29.30,1.49,
17.7921,state,3,0.1428,0.280,-0.0733,,,37.0
17.7922,state,4,18.8199,-0.280,-0.0293,,,35.0
17.8016,cmd,3,0.0330,,,29.30,1.49,
17.8016,cmd,4,18.9737,,,29.30,1.49,
17.8022,state,3,0.1428,-3.078,-0.0733,,,37.0
