t_s,kind,id,pos_deg,vel_deg_s,tau_nm,kp,kd,temp_c
91.5605,cmd,3,31.9597,,,29.30,1.49,
91.5605,cmd,4,47.9121,,,29.30,1.49,
91.5611,state,3,31.9597,-6.436,-0.0440,,,30.0
91.5612,state,4,47.5605,-3.638,0.1465,,,29.0
91.5708,cmd,3,31.9597,,,29.30,1.49,
91.5708,cmd,4,47.9121,,,29.30,1.49,
91.5714,state,3,31.9377,-3.638,-0.0147,,,30.0
91.5714,state,4,47.5605,-2.518,0.1465,,,29.0
91.5806,cmd,3,31.9597,,,29.30,1.49,
91.5806,cmd,4,47.9121,,,29.30,1.49,
91.5811,state,3,31.9597,6.436,-0.0147,,,30.0
91.5813,state,4,47.5605,5.876,0.0879,,,29.0
91.5906,cmd,3,31.9597,,,29.30,1.49,
91.5907,cmd,4,47.9121,,,29.30,1.49,
91.5911,state,3,31.9597,-0.839,0.0147,,,30.0
91.5913,state,4,47.5605,-2.518,0.0879,,,29.0
91.6007,cmd,3,31.9597,,,29.30,1.49,
91.6007,cmd,4,47.9121,,,29.30,1.49,
91.6012,state,3,31.9597,2.518,-0.0147,,,30.0
91.6014,state,4,47.5605,-0.280,0.1465,,,29.0
91.6106,cmd,3,31.9597,,,29.30,1.49,
91.6106,cmd,4,47.9121,,,29.30,1.49,
91.6112,state,3,31.9597,-0.839,-0.0733,,,30.0
91.6113,state,4,47.5605,-0.839,0.0879,,,29.0
91.6206,cmd,3,31.9597,,,29.30,1.49,
91.6206,cmd,4,47.9121,,,29.30,1.49,
91.6211,state,3,31.9597,1.399,-0.0440,,,30.0
91.6212,state,4,47.5605,-2.518,0.0879,,,29.0
91.6307,cmd,3,31.9597,,,29.30,1.49,
91.6308,cmd,4,47.9121,,,29.30,1.49,
91.6311,state,3,31.9597,-1.959,-0.0733,,,30.0
91.6314,state,4,47.5605,0.839,0.1465,,,29.0
91.6406,cmd,3,31.9597,,,29.30,1.49,
91.6406,cmd,4,47.9121,,,29.30,1.49,
91.6413,state,3,31.9597,5.317,-0.0440,,,30.0
91.6413,state,4,47.5605,-0.839,0.1465,,,29.0
91.6505,cmd,3,31.9597,,,29.30,1.49,
91.6506,cmd,4,47.9121,,,29.30,1.49,
91.6511,state,3,31.9597,-8.115,-0.0440,,,30.0
91.6513,state,4,47.5605,-4.197,0.0879,,,29.0
91.6609,cmd,3,31.9597,,,29.30,1.49,
91.6609,cmd,4,47.9121,,,29.30,1.49,
91.6614,state,3,31.9597,-4.757,-0.0733,,,30.0
91.6622,state,4,47.5605,4.197,0.0879,,,29.0
91.6706,cmd,3,31.9597,,,29.30,1.49,
91.6706,cmd,4,47.9121,,,29.30,1.49,
91.6711,state,3,31.9597,-0.839,-0.0733,,,30.0
91.6716,state,4,47.5605,1.399,0.0879,,,29.0
91.6806,cmd,3,31.9597,,,29.30,1.49,
91.6806,cmd,4,47.9121,,,29.30,1.49,
91.6813,state,3,31.9597,-1.399,-0.0440,,,30.0
91.6813,state,4,47.5605,0.839,0.1465,,,29.0
91.6906,cmd,3,31.9597,,,29.30,1.49,
91.6906,cmd,4,47.9121,,,29.30,1.49,
91.6912,state,3,31.9597,-1.399,0.0147,,,30.0
91.6916,state,4,47.5605,-3.078,0.0879,,,29.0
91.7006,cmd,3,31.9597,,,29.30,1.49,
91.7006,cmd,4,47.9121,,,29.30,1.49,
91.7012,state,3,31.9597,-6.996,-0.0440,,,30.0
91.7013,state,4,47.5605,-0.839,0.0879,,,29.0
91.7108,cmd,3,31.9597,,,29.30,1.49,
91.7108,cmd,4,47.9121,,,29.30,1.49,
91.7113,state,3,31.9597,1.959,0.0147,,,30.0
91.7114,state,4,47.5605,-0.839,0.0879,,,29.0
91.7206,cmd,3,31.9597,,,29.30,1.49,
91.7206,cmd,4,47.9121,,,29.30,1.49,
91.7212,state,3,31.9597,-4.757,-0.0440,,,30.0
91.7212,state,4,47.5605,0.280,0.0879,,,29.0
91.7307,cmd,3,31.9597,,,29.30,1.49,
91.7308,cmd,4,47.9121,,,29.30,1.49,
91.7313,state,3,31.9597,-3.078,-0.0733,,,30.0
91.7320,state,4,47.5605,-0.839,0.0879,,,29.0
91.7408,cmd,3,31.9597,,,29.30,1.49,
91.7408,cmd,4,47.9121,,,29.30,1.49,
91.7413,state,3,31.9597,-0.280,-0.0440,,,30.0
91.7415,state,4,47.5825,4.197,0.1465,,,29.0
91.7506,cmd,3,31.9597,,,29.30,1.49,
91.7506,cmd,4,47.9121,,,29.30,1.49,
91.7511,state,3,31.9597,-5.876,-0.0147,,,30.0
91.7515,state,4,47.5605,-1.399,0.1465,,,29.0
91.7606,cmd,3,31.9597,,,29.30,1.49,
91.7606,cmd,4,47.9121,,,29.30,1.49,
91.7611,state,3,31.9597,-6.996,-0.0440,,,30.0
91.7616,state,4,47.5605,-4.757,0.0879,,,29.0
91.7708,cmd,3,31.9597,,,29.30,1.49,
91.7708,cmd,4,47.9121,,,29.30,1.49,
91.7712,state,3,31.9597,-8.675,-0.0440,,,30.0
91.7719,state,4,47.5605,-0.839,0.0879,,,29.0
91.7807,cmd,3,31.9597,,,29.30,1.49,
91.7807,cmd,4,47.9121,,,29.30,1.49,
91.7811,state,3,31.9597,-2.518,-0.0440,,,30.0
91.7814,state,4,47.5605,3.078,0.0879,,,29.0
91.7907,cmd,3,31.9597,,,29.30,1.49,
91.7907,cmd,4,47.9121,,,29.30,1.49,
91.7913,state,3,31.9597,3.638,-0.0147,,,30.0
91.7914,state,4,47.5605,-0.839,0.0879,,,29.0
91.8007,cmd,3,31.9597,,,29.30,1.49,
91.8007,cmd,4,47.9121,,,29.30,1.49,
91.8013,state,3,31.9597,1.399,-0.0147,,,30.0
91.8014,state,4,47.5605,-0.839,0.1465,,,29.0
91.8107,cmd,3,31.9597,,,29.30,1.49,
91.8107,cmd,4,47.9121,,,29.30,1.49,
91.8113,state,3,31.9597,-2.518,-0.0733,,,30.0
91.8114,state,4,47.5605,-3.078,0.0879,,,29.0
91.8207,cmd,3,31.9597,,,29.30,1.49,
91.8207,cmd,4,47.9121,,,29.30,1.49,
91.8213,state,3,31.9597,-3.078,-0.0440,,,30.0
91.8213,state,4,47.5605,-4.197,0.1465,,,29.0
91.8308,cmd,3,31.9597,,,29.30,1.49,
91.8308,cmd,4,47.9121,,,29.30,1.49,
91.8314,state,3,31.9597,-3.638,-0.0440,,,30.0
91.8315,state,4,47.5605,5.876,0.1465,,,29.0
91.8407,cmd,3,31.9597,,,29.30,1.49,
91.8408,cmd,4,47.9121,,,29.30,1.49,
91.8413,state,3,31.9597,-3.638,-0.0440,,,30.0
91.8414,state,4,47.5605,1.399,0.0879,,,29.0
91.8507,cmd,3,31.9597,,,29.30,1.49,
91.8507,cmd,4,47.9121,,,29.30,1.49,
91.8513,state,3,31.9597,-3.078,-0.0147,,,30.0
91.8514,state,4,47.5605,-2.518,0.0879,,,29.0
91.8607,cmd,3,31.9597,,,29.30,1.49,
91.8607,cmd,4,47.9121,,,29.30,1.49,
91.8613,state,3,31.9377,-5.876,-0.0733,,,30.0
91.8614,state,4,47.5605,0.839,0.0879,,,29.0
91.8708,cmd,3,31.9597,,,29.30,1.49,
91.8708,cmd,4,47.9121,,,29.30,1.49,
91.8714,state,3,31.9597,-5.876,-0.0440,,,30.0
91.8714,state,4,47.5605,-0.280,0.0879,,,29.0
91.8806,cmd,3,31.9597,,,29.30,1.49,
91.8806,cmd,4,47.9121,,,29.30,1.49,
91.8812,state,3,31.9597,5.317,-0.0147,,,30.0
91.8813,state,4,47.5605,-1.959,0.0879,,,29.0
91.8907,cmd,3,31.9597,,,29.30,1.49,
91.8907,cmd,4,47.9121,,,29.30,1.49,
91.8913,state,3,31.9597,-3.638,-0.1319,,,30.0
91.8914,state,4,47.5605,-1.959,0.1465,,,29.0
91.9009,cmd,3,31.9597,,,29.30,1.49,
91.9009,cmd,4,47.9121,,,29.30,1.49,
91.9013,state,3,31.9597,-0.839,-0.0440,,,30.0
91.9015,state,4,47.5605,1.399,0.1465,,,29.0
91.9107,cmd,3,31.9597,,,29.30,1.49,
91.9107,cmd,4,47.9121,,,29.30,1.49,
91.9113,state,3,31.9597,-5.317,-0.0440,,,30.0
91.9114,state,4,47.5605,1.959,0.0879,,,29.0
91.9208,cmd,3,31.9597,,,29.30,1.49,
91.9208,cmd,4,47.9121,,,29.30,1.49,
91.9213,state,3,31.9597,-6.996,-0.0440,,,30.0
91.9214,state,4,47.5605,-1.399,0.1465,,,29.0
91.9308,cmd,3,31.9597,,,29.30,1.49,
91.9309,cmd,4,47.9121,,,29.30,1.49,
91.9313,state,3,31.9597,2.518,-0.0147,,,30.0
91.9315,state,4,47.5605,-4.757,0.0879,,,29.0
91.9407,cmd,3,31.9597,,,29.30,1.49,
91.9407,cmd,4,47.9121,,,29.30,1.49,
91.9411,state,3,31.9597,-3.638,-0.0147,,,30.0
91.9414,state,4,47.5605,0.839,0.1465,,,29.0
91.9508,cmd,3,31.9597,,,29.30,1.49,
91.9508,cmd,4,47.9121,,,29.30,1.49,
91.9512,state,3,31.9597,0.839,-0.0440,,,30.0
91.9514,state,4,47.5605,-0.280,0.0879,,,29.0
91.9609,cmd,3,31.9597,,,29.30,1.49,
91.9609,cmd,4,47.9121,,,29.30,1.49,
91.9613,state,3,31.9597,-4.197,-0.0147,,,30.0
91.9615,state,4,47.5605,-1.959,0.0879,,,29.0
91.9707,cmd,3,31.9597,,,29.30,1.49,
91.9708,cmd,4,47.9121,,,29.30,1.49,
91.9712,state,3,31.9597,0.280,-0.0440,,,30.0
91.9714,state,4,47.5605,-2.518,0.1465,,,29.0
91.9808,cmd,3,31.9597,,,29.30,1.49,
91.9809,cmd,4,47.9121,,,29.30,1.49,
91.9813,state,3,31.9597,-1.959,-0.0440,,,30.0
91.9815,state,4,47.5605,-0.839,0.1465,,,29.0
91.9909,cmd,3,31.9597,,,29.30,1.49,
91.9910,cmd,4,47.9121,,,29.30,1.49,
91.9913,state,3,31.9597,7.555,-0.0147,,,30.0
91.9916,state,4,47.5605,-9.234,0.0879,,,29.0
92.0009,cmd,3,31.9597,,,29.30,1.49,
92.0009,cmd,4,47.9121,,,29.30,1.49,
92.0013,state,3,31.9597,1.399,-0.0440,,,30.0
92.0015,state,4,47.5605,0.839,0.0879,,,29.0
92.0109,cmd,3,31.9597,,,29.30,1.49,
92.0109,cmd,4,47.9121,,,29.30,1.49,
92.0113,state,3,31.9597,-3.078,0.0147,,,30.0
92.0116,state,4,47.5605,-1.399,0.0879,,,29.0
92.0207,cmd,3,31.9597,,,29.30,1.49,
92.0207,cmd,4,47.9121,,,29.30,1.49,
92.0212,state,3,31.9597,0.280,-0.0147,,,30.0
92.0213,state,4,47.5605,-3.638,0.0879,,,29.0
92.0309,cmd,3,31.9597,,,29.30,1.49,
92.0310,cmd,4,47.9121,,,29.30,1.49,
92.0315,state,3,31.9597,1.959,-0.0147,,,30.0
92.0316,state,4,47.5605,-0.839,0.0879,,,29.0
92.0408,cmd,3,31.9597,,,29.30,1.49,
92.0408,cmd,4,47.9121,,,29.30,1.49,
92.0413,state,3,31.9597,0.280,-0.0440,,,30.0
92.0414,state,4,47.5605,-1.959,0.0879,,,29.0
92.0509,cmd,3,31.9597,,,29.30,1.49,
92.0509,cmd,4,47.9121,,,29.30,1.49,
92.0513,state,3,31.9597,-0.280,-0.0440,,,30.0
92.0515,state,4,47.5605,0.839,0.0879,,,29.0
92.0609,cmd,3,31.9597,,,29.30,1.49,
92.0609,cmd,4,47.9121,,,29.30,1.49,
92.0615,state,3,31.9597,-1.399,-0.0147,,,30.0
92.0616,state,4,47.5605,-2.518,0.0879,,,29.0
92.0707,cmd,3,31.9597,,,29.30,1.49,
92.0708,cmd,4,47.9121,,,29.30,1.49,
92.0713,state,3,31.9597,4.757,-0.0440,,,30.0
92.0714,state,4,47.5605,0.839,0.1465,,,29.0
92.0808,cmd,3,31.9597,,,29.30,1.49,
92.0808,cmd,4,47.9121,,,29.30,1.49,
92.0812,state,3,31.9597,-3.078,-0.0147,,,30.0
92.0815,state,4,47.5605,0.839,0.0879,,,29.0
92.0909,cmd,3,31.9597,,,29.30,1.49,
92.0910,cmd,4,47.9121,,,29.30,1.49,
92.0914,state,3,31.9597,0.839,-0.0440,,,30.0
92.0917,state,4,47.5605,-3.078,0.1465,,,29.0
92.1007,cmd,3,31.9597,,,29.30,1.49,
92.1007,cmd,4,47.9121,,,29.30,1.49,
92.1013,state,3,31.9597,4.757,-0.0147,,,30.0
92.1014,state,4,47.5605,3.078,0.0879,,,29.0
92.1108,cmd,3,31.9597,,,29.30,1.49,
92.1109,cmd,4,47.9121,,,29.30,1.49,
92.1113,state,3,31.9597,0.280,-0.1026,,,30.0
92.1115,state,4,47.5605,3.638,0.0879,,,29.0
92.1209,cmd,3,31.9597,,,29.30,1.49,
92.1209,cmd,4,47.9121,,,29.30,1.49,
92.1213,state,3,31.9597,5.317,-0.0440,,,30.0
92.1215,state,4,47.5605,1.959,0.0879,,,29.0
92.1307,cmd,3,31.9597,,,29.30,1.49,
92.1308,cmd,4,47.9121,,,29.30,1.49,
92.1313,state,3,31.9597,5.317,0.0147,,,30.0
92.1314,state,4,47.5605,-7.555,0.1465,,,29.0
92.1408,cmd,3,31.9597,,,29.30,1.49,
92.1408,cmd,4,47.9121,,,29.30,1.49,
92.1413,state,3,31.9597,-0.280,-0.0733,,,30.0
92.1414,state,4,47.5605,-4.197,0.0879,,,29.0
92.1509,cmd,3,31.9597,,,29.30,1.49,
92.1509,cmd,4,47.9121,,,29.30,1.49,
92.1513,state,3,31.9597,-1.959,-0.0733,,,30.0
92.1516,state,4,47.5825,3.638,0.0879,,,29.0
92.1608,cmd,3,31.9597,,,29.30,1.49,
92.1608,cmd,4,47.9121,,,29.30,1.49,
92.1613,state,3,31.9597,0.280,-0.0147,,,30.0
92.1615,state,4,47.5605,0.839,0.0879,,,29.0
92.1709,cmd,3,31.9597,,,29.30,1.49,
92.1710,cmd,4,47.9121,,,29.30,1.49,
92.1713,state,3,31.9597,5.317,-0.0147,,,30.0
92.1716,state,4,47.5605,-1.959,0.1465,,,29.0
92.1809,cmd,3,31.9597,,,29.30,1.49,
92.1810,cmd,4,47.9121,,,29.30,1.49,
92.1814,state,3,31.9597,-0.839,-0.0733,,,30.0
92.1816,state,4,47.5605,1.399,0.1465,,,29.0
92.1909,cmd,3,31.9597,,,29.30,1.49,
92.1909,cmd,4,47.9121,,,29.30,1.49,
92.1914,state,3,31.9597,4.197,-0.0440,,,30.0
92.1916,state,4,47.5605,1.399,0.1465,,,29.0
92.2009,cmd,3,31.9597,,,29.30,1.49,
92.2009,cmd,4,47.9121,,,29.30,1.49,
92.2013,state,3,31.9597,0.280,-0.0733,,,30.0
92.2016,state,4,47.5605,0.839,0.0879,,,29.0
92.2108,cmd,3,31.9597,,,29.30,1.49,
92.2108,cmd,4,47.9121,,,29.30,1.49,
92.2112,state,3,31.9597,1.399,-0.0147,,,30.0
92.2115,state,4,47.5605,-1.959,0.0879,,,29.0
92.2209,cmd,3,31.9597,,,29.30,1.49,
92.2210,cmd,4,47.9121,,,29.30,1.49,
92.2213,state,3,31.9597,-3.078,-0.0440,,,30.0
92.2216,state,4,47.5605,4.757,0.1465,,,29.0
92.2308,cmd,3,31.9597,,,29.30,1.49,
92.2308,cmd,4,47.9121,,,29.30,1.49,
92.2313,state,3,31.9597,7.555,-0.0440,,,30.0
92.2315,state,4,47.5825,0.839,0.1465,,,29.0
92.2408,cmd,3,31.9597,,,29.30,1.49,
92.2408,cmd,4,47.9121,,,29.30,1.49,
92.2412,state,3,31.9597,0.280,-0.0440,,,30.0
92.2415,state,4,47.5605,1.399,0.0879,,,29.0
92.2509,cmd,3,31.9597,,,29.30,1.49,
92.2510,cmd,4,47.9121,,,29.30,1.49,
92.2514,state,3,31.9597,-1.399,-0.0733,,,30.0
92.2516,state,4,47.5605,-4.197,0.0879,,,29.0
92.2609,cmd,3,31.9597,,,29.30,1.49,
92.2609,cmd,4,47.9121,,,29.30,1.49,
92.2613,state,3,31.9597,1.399,-0.0147,,,30.0
92.2616,state,4,47.5605,-3.078,0.1465,,,29.0
92.2709,cmd,3,31.9597,,,29.30,1.49,
92.2709,cmd,4,47.9121,,,29.30,1.49,
92.2713,state,3,31.9597,4.197,-0.0733,,,30.0
92.2715,state,4,47.5605,-4.757,0.0879,,,29.0
92.2809,cmd,3,31.9597,,,29.30,1.49,
92.2809,cmd,4,47.9121,,,29.30,1.49,
92.2813,state,3,31.9597,-3.638,-0.0440,,,30.0
92.2816,state,4,47.5605,-2.518,0.0879,,,29.0
92.2908,cmd,3,31.9597,,,29.30,1.49,
92.2909,cmd,4,47.9121,,,29.30,1.49,
92.2913,state,3,31.9597,-4.197,-0.0147,,,30.0
92.2915,state,4,47.5605,-1.959,0.0293,,,29.0
92.3009,cmd,3,31.9597,,,29.30,1.49,
92.3009,cmd,4,47.9121,,,29.30,1.49,
92.3013,state,3,31.9597,0.839,-0.0440,,,30.0
92.3016,state,4,47.5605,0.280,0.0879,,,29.0
92.3109,cmd,3,31.9597,,,29.30,1.49,
92.3109,cmd,4,47.9121,,,29.30,1.49,
92.3113,state,3,31.9597,-4.757,-0.0440,,,30.0
92.3116,state,4,47.5825,4.197,0.0879,,,29.0
92.3209,cmd,3,31.9597,,,29.30,1.49,
92.3209,cmd,4,47.9121,,,29.30,1.49,
92.3212,state,3,31.9597,-5.317,-0.0733,,,30.0
92.3215,state,4,47.5605,-1.959,0.0879,,,29.0
92.3309,cmd,3,31.9597,,,29.30,1.49,
92.3309,cmd,4,47.9121,,,29.30,1.49,
92.3314,state,3,31.9597,-2.518,-0.0440,,,30.0
92.3316,state,4,47.5605,-1.399,0.0879,,,29.0
92.3411,cmd,3,31.9597,,,29.30,1.49,
92.3411,cmd,4,47.9121,,,29.30,1.49,
92.3415,state,3,31.9597,5.876,-0.0147,,,30.0
92.3417,state,4,47.5605,-5.317,0.0879,,,29.0
92.3508,cmd,3,31.9597,,,29.30,1.49,
92.3508,cmd,4,47.9121,,,29.30,1.49,
92.3514,state,3,31.9597,2.518,-0.0733,,,30.0
92.3515,state,4,47.5605,-3.078,0.1465,,,29.0
92.3609,cmd,3,31.9597,,,29.30,1.49,
92.3609,cmd,4,47.9121,,,29.30,1.49,
92.3613,state,3,31.9597,1.399,-0.0440,,,30.0
92.3615,state,4,47.5605,-0.280,0.1465,,,29.0
92.3707,cmd,3,31.9597,,,29.30,1.49,
92.3707,cmd,4,47.9121,,,29.30,1.49,
92.3713,state,3,31.9597,-4.197,-0.0440,,,30.0
92.3716,state,4,47.5605,-0.280,0.0879,,,29.0
92.3810,cmd,3,31.9597,,,29.30,1.49,
92.3810,cmd,4,47.9121,,,29.30,1.49,
92.3814,state,3,31.9597,4.757,-0.0147,,,30.0
92.3817,state,4,47.5605,0.280,0.0879,,,29.0
92.3909,cmd,3,31.9597,,,29.30,1.49,
92.3909,cmd,4,47.9121,,,29.30,1.49,
92.3913,state,3,31.9597,2.518,-0.0440,,,30.0
92.3916,state,4,47.5605,0.839,0.0879,,,29.0
92.4009,cmd,3,31.9597,,,29.30,1.49,
92.4009,cmd,4,47.9121,,,29.30,1.49,
92.4013,state,3,31.9597,3.638,-0.0147,,,30.0
92.4016,state,4,47.5605,1.399,0.1465,,,29.0
92.4110,cmd,3,31.9597,,,29.30,1.49,
92.4110,cmd,4,47.9121,,,29.30,1.49,
92.4114,state,3,31.9597,-0.280,-0.0147,,,30.0
92.4116,state,4,47.5605,-4.197,0.0879,,,29.0
92.4208,cmd,3,31.9597,,,29.30,1.49,
92.4208,cmd,4,47.9121,,,29.30,1.49,
92.4213,state,3,31.9597,5.317,-0.0733,,,30.0
92.4215,state,4,47.5605,3.078,0.1465,,,29.0
92.4309,cmd,3,31.9597,,,29.30,1.49,
92.4309,cmd,4,47.9121,,,29.30,1.49,
92.4314,state,3,31.9597,-1.959,0.0147,,,30.0
92.4315,state,4,47.5825,3.078,0.0879,,,29.0
92.4410,cmd,3,31.9597,,,29.30,1.49,
92.4410,cmd,4,47.9121,,,29.30,1.49,
92.4416,state,3,31.9597,3.078,-0.0440,,,30.0
92.4417,state,4,47.5605,3.078,0.0879,,,29.0
92.4508,cmd,3,31.9597,,,29.30,1.49,
92.4508,cmd,4,47.9121,,,29.30,1.49,
92.4512,state,3,31.9597,-10.354,-0.0440,,,30.0
92.4515,state,4,47.5825,0.839,0.0879,,,29.0
92.4610,cmd,3,31.9597,,,29.30,1.49,
92.4610,cmd,4,47.9121,,,29.30,1.49,
92.4614,state,3,31.9597,0.839,-0.0147,,,30.0
92.4616,state,4,47.5605,2.518,0.0879,,,29.0
92.4711,cmd,3,31.9597,,,29.30,1.49,
92.4711,cmd,4,47.9121,,,29.30,1.49,
92.4716,state,3,31.9597,-9.234,-0.0440,,,30.0
92.4717,state,4,47.5605,3.638,0.0879,,,29.0
92.4808,cmd,3,31.9597,,,29.30,1.49,
92.4808,cmd,4,47.9121,,,29.30,1.49,
92.4814,state,3,31.9597,-0.280,-0.0147,,,30.0
92.4816,state,4,47.5605,3.638,0.1465,,,29.0
92.4909,cmd,3,31.9597,,,29.30,1.49,
92.4909,cmd,4,47.9121,,,29.30,1.49,
92.4914,state,3,31.9597,1.959,-0.0147,,,30.0
92.4916,state,4,47.5605,-0.839,0.1465,,,29.0
92.5009,cmd,3,31.9597,,,29.30,1.49,
92.5010,cmd,4,47.9121,,,29.30,1.49,
92.5014,state,3,31.9597,3.078,-0.0733,,,30.0
92.5016,state,4,47.5605,0.839,0.0879,,,29.0
92.5109,cmd,3,31.9597,,,29.30,1.49,
92.5109,cmd,4,47.9121,,,29.30,1.49,
92.5114,state,3,31.9597,0.839,-0.0733,,,30.0
92.5116,state,4,47.5605,1.959,0.1465,,,29.0
92.5208,cmd,3,31.9597,,,29.30,1.49,
92.5209,cmd,4,47.9121,,,29.30,1.49,
92.5214,state,3,31.9597,-2.518,-0.0147,,,30.0
92.5215,state,4,47.5605,1.399,0.0879,,,29.0
92.5311,cmd,3,31.9597,,,29.30,1.49,
92.5311,cmd,4,47.9121,,,29.30,1.49,
92.5316,state,3,31.9597,-5.317,-0.0440,,,30.0
92.5324,state,4,47.5605,0.280,0.1465,,,29.0
92.5409,cmd,3,31.9597,,,29.30,1.49,
92.5409,cmd,4,47.9121,,,29.30,1.49,
92.5414,state,3,31.9597,-3.638,-0.0440,,,30.0
92.5416,state,4,47.5605,-0.839,0.0879,,,29.0
92.5509,cmd,3,31.9597,,,29.30,1.49,
92.5510,cmd,4,47.9121,,,29.30,1.49,
92.5515,state,3,31.9597,-5.876,-0.0440,,,30.0
92.5521,state,4,47.5605,2.518,0.0879,,,29.0
92.5609,cmd,3,31.9597,,,29.30,1.49,
92.5609,cmd,4,47.9121,,,29.30,1.49,
92.5613,state,3,31.9597,-5.317,-0.0733,,,30.0
92.5619,state,4,47.5605,-1.399,0.0879,,,29.0
92.5710,cmd,3,31.9597,,,29.30,1.49,
92.5710,cmd,4,47.9121,,,29.30,1.49,
92.5716,state,3,31.9597,1.399,-0.1026,,,30.0
92.5716,state,4,47.5605,-0.839,0.0879,,,29.0
92.5809,cmd,3,31.9597,,,29.30,1.49,
92.5809,cmd,4,47.9121,,,29.30,1.49,
92.5814,state,3,31.9597,5.317,-0.1026,,,30.0
92.5816,state,4,47.5605,-8.115,0.0879,,,29.0
92.5909,cmd,3,31.9597,,,29.30,1.49,
92.5909,cmd,4,47.9121,,,29.30,1.49,
92.5914,state,3,31.9597,5.876,-0.0147,,,30.0
92.5916,state,4,47.5605,-1.399,0.0879,,,29.0
92.6010,cmd,3,31.9597,,,29.30,1.49,
92.6010,cmd,4,47.9121,,,29.30,1.49,
92.6016,state,3,31.9597,-0.839,-0.0733,,,30.0
92.6022,state,4,47.5605,-1.959,0.1465,,,29.0
92.6109,cmd,3,31.9597,,,29.30,1.49,
92.6110,cmd,4,47.9121,,,29.30,1.49,
92.6114,state,3,31.9597,-3.078,-0.0733,,,30.0
92.6116,state,4,47.5605,-0.280,0.1465,,,29.0
92.6209,cmd,3,31.9597,,,29.30,1.49,
92.6209,cmd,4,47.9121,,,29.30,1.49,
92.6214,state,3,31.9597,-8.675,-0.0440,,,30.0
92.6216,state,4,47.5825,4.197,0.0879,,,29.0
92.6311,cmd,3,31.9597,,,29.30,1.49,
92.6311,cmd,4,47.9121,,,29.30,1.49,
92.6317,state,3,31.9597,0.280,-0.0440,,,30.0
92.6318,state,4,47.5605,3.078,0.1465,,,29.0
92.6409,cmd,3,31.9597,,,29.30,1.49,
92.6409,cmd,4,47.9121,,,29.30,1.49,
92.6414,state,3,31.9597,-3.078,-0.0147,,,30.0
92.6416,state,4,47.5605,-4.197,0.0879,,,29.0
92.6510,cmd,3,31.9597,,,29.30,1.49,
92.6510,cmd,4,47.9121,,,29.30,1.49,
92.6515,state,3,31.9597,-4.757,-0.0733,,,30.0
92.6517,state,4,47.5605,-0.280,0.1465,,,29.0
92.6612,cmd,3,31.9597,,,29.30,1.49,
92.6612,cmd,4,47.9121,,,29.30,1.49,
92.6616,state,3,31.9597,-3.078,-0.0733,,,30.0
92.6619,state,4,47.5605,2.518,0.1465,,,29.0
92.6709,cmd,3,31.9597,,,29.30,1.49,
92.6709,cmd,4,47.9121,,,29.30,1.49,
92.6714,state,3,31.9597,1.959,0.0147,,,30.0
92.6717,state,4,47.5605,-2.518,0.1465,,,29.0
92.6811,cmd,3,31.9597,,,29.30,1.49,
92.6811,cmd,4,47.9121,,,29.30,1.49,
92.6816,state,3,31.9597,3.638,-0.0440,,,30.0
92.6818,state,4,47.5605,-2.518,0.0879,,,29.0
92.6909,cmd,3,31.9597,,,29.30,1.49,
92.6910,cmd,4,47.9121,,,29.30,1.49,
92.6914,state,3,31.9597,4.197,-0.0440,,,30.0
92.6917,state,4,47.5605,-0.280,0.0879,,,29.0
92.7011,cmd,3,31.9597,,,29.30,1.49,
92.7011,cmd,4,47.9121,,,29.30,1.49,
92.7017,state,3,31.9597,0.280,0.0147,,,30.0
92.7017,state,4,47.5825,3.638,0.1465,,,29.0
92.7110,cmd,3,31.9597,,,29.30,1.49,
92.7110,cmd,4,47.9121,,,29.30,1.49,
92.7116,state,3,31.9597,4.757,-0.0147,,,30.0
92.7116,state,4,47.5605,-0.280,0.0879,,,29.0
92.7209,cmd,3,31.9597,,,29.30,1.49,
92.7209,cmd,4,47.9121,,,29.30,1.49,
92.7215,state,3,31.9597,-1.959,-0.0733,,,30.0
92.7216,state,4,47.5605,0.839,0.1465,,,29.0
92.7311,cmd,3,31.9597,,,29.30,1.49,
92.7311,cmd,4,47.9121,,,29.30,1.49,
92.7317,state,3,31.9597,-0.839,-0.0440,,,30.0
92.7318,state,4,47.5605,-0.280,0.0879,,,29.0
92.7410,cmd,3,31.9597,,,29.30,1.49,
92.7411,cmd,4,47.9121,,,29.30,1.49,
92.7416,state,3,31.9597,-4.197,-0.0440,,,30.0
92.7417,state,4,47.5605,2.518,0.0879,,,29.0
92.7510,cmd,3,31.9597,,,29.30,1.49,
92.7511,cmd,4,47.9121,,,29.30,1.49,
92.7516,state,3,31.9597,4.757,-0.0440,,,30.0
92.7517,state,4,47.5605,-0.839,0.0879,,,29.0
92.7611,cmd,3,31.9597,,,29.30,1.49,
92.7611,cmd,4,47.9121,,,29.30,1.49,
92.7616,state,3,31.9597,-4.197,-0.0440,,,30.0
92.7617,state,4,47.5605,-1.399,0.0879,,,29.0
92.7710,cmd,3,31.9597,,,29.30,1.49,
92.7710,cmd,4,47.9121,,,29.30,1.49,
92.7715,state,3,31.9597,3.638,-0.0440,,,30.0
92.7716,state,4,47.5605,-3.078,0.1465,,,29.0
92.7809,cmd,3,31.9597,,,29.30,1.49,
