t_s,kind,id,pos_deg,vel_deg_s,tau_nm,kp,kd,temp_c
0.2128,cmd,4,32.2234,,,0.00,0.00,
0.2132,state,3,16.0293,0.839,-0.0147,,,30.0
0.2134,state,4,32.2234,-2.518,-0.0293,,,29.0
0.2226,cmd,3,16.0293,,,0.00,0.00,
0.2226,cmd,4,32.2234,,,0.00,0.00,
0.2233,state,3,16.0293,1.399,-0.0440,,,30.0
0.2233,state,4,32.2234,0.280,-0.0293,,,29.0
0.2326,cmd,3,16.0293,,,0.00,0.00,
0.2326,cmd,4,32.2234,,,0.00,0.00,
0.2333,state,3,16.0293,1.959,-0.0147,,,30.0
0.2333,state,4,32.2234,1.399,-0.0879,,,29.0
0.2427,cmd,3,16.0293,,,0.00,0.00,
0.2427,cmd,4,32.2234,,,0.00,0.00,
0.2433,state,3,16.0513,5.876,-0.0440,,,30.0
0.2434,state,4,32.2234,4.757,-0.0879,,,29.0
0.2526,cmd,3,16.0293,,,0.00,0.00,
0.2526,cmd,4,32.2234,,,0.00,0.00,
0.2531,state,3,16.0293,5.317,-0.0147,,,30.0
0.2536,state,4,32.2234,4.757,-0.0293,,,29.0
0.2627,cmd,3,16.0513,,,0.00,0.00,
0.2627,cmd,4,32.2234,,,0.00,0.00,
0.2633,state,3,16.0293,-6.436,-0.0147,,,30.0
0.2633,state,4,32.2234,-3.638,-0.0879,,,29.0
0.2727,cmd,3,16.0293,,,0.00,0.00,
0.2728,cmd,4,32.2234,,,0.00,0.00,
0.2732,state,3,16.0293,-0.839,-0.0733,,,30.0
0.2733,state,4,32.2234,1.959,-0.0879,,,29.0
0.2826,cmd,3,16.0293,,,0.00,0.00,
0.2827,cmd,4,32.2234,,,0.00,0.00,
0.2831,state,3,16.0513,1.959,-0.0147,,,30.0
0.2833,state,4,32.2234,-3.078,-0.0879,,,29.0
0.2926,cmd,3,16.0293,,,0.00,0.00,
0.2927,cmd,4,32.2234,,,0.00,0.00,
0.2931,state,3,16.0293,0.280,-0.0440,,,30.0
0.2933,state,4,32.2234,-2.518,-0.0879,,,29.0
0.3027,cmd,3,16.0513,,,0.00,0.00,
0.3027,cmd,4,32.2234,,,0.00,0.00,
0.3033,state,3,16.0293,-1.959,0.0147,,,30.0
0.3034,state,4,32.2234,-1.959,-0.0293,,,29.0
0.3126,cmd,3,16.0293,,,0.00,0.00,
0.3127,cmd,4,32.2234,,,0.00,0.00,
0.3132,state,3,16.0293,1.959,-0.0440,,,30.0
0.3133,state,4,32.2234,-6.996,-0.0879,,,29.0
0.3226,cmd,3,16.0293,,,0.00,0.00,
0.3227,cmd,4,32.2234,,,0.00,0.00,
0.3231,state,3,16.0293,1.959,0.0147,,,30.0
0.3233,state,4,32.2234,0.839,-0.0293,,,29.0
0.3327,cmd,3,16.0293,,,0.00,0.00,
0.3327,cmd,4,32.2234,,,0.00,0.00,
0.3332,state,3,16.0293,-1.959,-0.0147,,,30.0
0.3334,state,4,32.2234,2.518,-0.0293,,,29.0
0.3426,cmd,3,16.0293,,,0.00,0.00,
0.3427,cmd,4,32.2234,,,0.00,0.00,
0.3432,state,3,16.0293,3.638,-0.0733,,,30.0
0.3433,state,4,32.2234,-4.197,-0.0293,,,29.0
0.3526,cmd,3,16.0293,,,0.00,0.00,
0.3526,cmd,4,32.2234,,,0.00,0.00,
0.3531,state,3,16.0293,0.839,-0.0440,,,30.0
0.3536,state,4,32.2234,-0.280,-0.0879,,,29.0
0.3627,cmd,3,16.0293,,,0.00,0.00,
0.3627,cmd,4,32.2234,,,0.00,0.00,
0.3632,state,3,16.0293,3.078,-0.0147,,,30.0
0.3639,state,4,32.2234,3.078,-0.0879,,,29.0
0.3727,cmd,3,16.0293,,,0.00,0.00,
0.3727,cmd,4,32.2234,,,0.00,0.00,
0.3733,state,3,16.0293,-0.280,0.0147,,,30.0
0.3733,state,4,32.2234,0.839,-0.0293,,,29.0
0.3826,cmd,3,16.0293,,,0.00,0.00,
0.3826,cmd,4,32.2234,,,0.00,0.00,
0.3832,state,3,16.0293,-2.518,-0.0440,,,30.0
0.3833,state,4,32.2234,0.280,-0.0879,,,29.0
0.3927,cmd,3,16.0293,,,0.00,0.00,
0.3927,cmd,4,32.2234,,,0.00,0.00,
0.3932,state,3,16.0293,-3.078,-0.0440,,,30.0
0.3938,state,4,32.2234,-1.399,-0.0293,,,29.0
0.4026,cmd,3,16.0293,,,0.00,0.00,
0.4026,cmd,4,32.2234,,,0.00,0.00,
0.4032,state,3,16.0293,0.280,-0.0147,,,30.0
0.4033,state,4,32.2234,-3.078,-0.0293,,,29.0
0.4126,cmd,3,16.0293,,,0.00,0.00,
0.4126,cmd,4,32.2234,,,0.00,0.00,
0.4132,state,3,16.0293,-1.959,-0.0147,,,30.0
0.4133,state,4,32.2234,-9.234,-0.0879,,,29.0
0.4226,cmd,3,16.0293,,,0.00,0.00,
0.4226,cmd,4,32.2234,,,0.00,0.00,
0.4232,state,3,16.0293,-3.638,-0.0147,,,30.0
0.4233,state,4,32.2234,-0.839,-0.0293,,,29.0
0.4326,cmd,3,16.0293,,,0.00,0.00,
0.4327,cmd,4,32.2234,,,0.00,0.00,
0.4332,state,3,16.0293,-3.638,-0.0440,,,30.0
0.4334,state,4,32.2234,0.839,-0.0293,,,29.0
0.4426,cmd,3,16.0293,,,0.00,0.00,
0.4426,cmd,4,32.2234,,,0.00,0.00,
0.4432,state,3,16.0293,4.757,-0.0147,,,30.0
0.4436,state,4,32.2234,-3.638,-0.0879,,,29.0
0.4527,cmd,3,16.0293,,,0.00,0.00,
0.4527,cmd,4,32.2234,,,0.00,0.00,
0.4533,state,3,16.0293,-2.518,-0.0440,,,30.0
0.4533,state,4,32.2234,-4.757,-0.0293,,,29.0
0.4627,cmd,3,16.0293,,,0.00,0.00,
0.4627,cmd,4,32.2234,,,0.00,0.00,
0.4632,state,3,16.0293,-0.280,-0.0733,,,30.0
0.4634,state,4,32.2234,-1.399,-0.0879,,,29.0
0.4726,cmd,3,16.0293,,,0.00,0.00,
0.4727,cmd,4,32.2234,,,0.00,0.00,
0.4732,state,3,16.0293,3.078,-0.0440,,,30.0
0.4733,state,4,32.2234,-2.518,-0.0879,,,29.0
0.4826,cmd,3,16.0293,,,0.00,0.00,
0.4826,cmd,4,32.2234,,,0.00,0.00,
0.4832,state,3,16.0293,-4.757,-0.0147,,,30.0
0.4833,state,4,32.2234,-0.839,-0.0293,,,29.0
0.4927,cmd,3,16.0293,,,0.00,0.00,
0.4927,cmd,4,32.2234,,,0.00,0.00,
0.4933,state,3,16.0293,-1.399,-0.0440,,,30.0
0.4934,state,4,32.2234,1.399,-0.0879,,,29.0
0.5027,cmd,3,16.0293,,,0.00,0.00,
0.5027,cmd,4,32.2234,,,0.00,0.00,
0.5033,state,3,16.0293,-1.399,-0.0440,,,30.0
0.5034,state,4,32.2454,-1.959,-0.0879,,,29.0
0.5127,cmd,3,16.0293,,,0.00,0.00,
0.5127,cmd,4,32.2234,,,0.00,0.00,
0.5133,state,3,16.0293,-3.078,-0.0147,,,30.0
0.5134,state,4,32.2234,3.638,-0.0879,,,29.0
0.5227,cmd,3,16.0293,,,0.00,0.00,
0.5227,cmd,4,32.2454,,,0.00,0.00,
0.5233,state,3,16.0293,-0.839,-0.0147,,,30.0
0.5233,state,4,32.2234,-3.638,-0.0879,,,29.0
0.5327,cmd,3,16.0293,,,0.00,0.00,
0.5327,cmd,4,32.2234,,,0.00,0.00,
0.5333,state,3,16.0293,4.197,-0.0147,,,30.0
0.5333,state,4,32.2454,3.078,-0.0293,,,29.0
0.5426,cmd,3,16.0293,,,0.00,0.00,
0.5427,cmd,4,32.2234,,,0.00,0.00,
0.5432,state,3,16.0293,3.638,-0.0147,,,30.0
0.5433,state,4,32.2234,1.399,-0.0879,,,29.0
0.5527,cmd,3,16.0293,,,0.00,0.00,
0.5527,cmd,4,32.2454,,,0.00,0.00,
0.5533,state,3,16.0293,-4.197,-0.0440,,,30.0
0.5533,state,4,32.2234,0.839,-0.0879,,,29.0
0.5627,cmd,3,16.0293,,,0.00,0.00,
0.5627,cmd,4,32.2234,,,0.00,0.00,
0.5632,state,3,16.0293,-5.317,-0.0147,,,30.0
0.5633,state,4,32.2234,-0.839,-0.0293,,,29.0
0.5727,cmd,3,16.0293,,,0.00,0.00,
0.5727,cmd,4,32.2234,,,0.00,0.00,
0.5733,state,3,16.0293,1.959,-0.0733,,,30.0
0.5734,state,4,32.2454,1.959,-0.0293,,,29.0
0.5827,cmd,3,16.0293,,,0.00,0.00,
0.5828,cmd,4,32.2234,,,0.00,0.00,
0.5833,state,3,16.0293,1.399,-0.0440,,,30.0
0.5834,state,4,32.2234,-5.876,-0.0879,,,29.0
0.5927,cmd,3,16.0293,,,0.00,0.00,
0.5927,cmd,4,32.2454,,,0.00,0.00,
0.5933,state,3,16.0293,1.959,-0.0440,,,30.0
0.5934,state,4,32.2234,-3.638,-0.0293,,,29.0
0.6027,cmd,3,16.0293,,,0.00,0.00,
0.6027,cmd,4,32.2234,,,0.00,0.00,
0.6033,state,3,16.0293,-9.234,-0.0440,,,30.0
0.6033,state,4,32.2234,-1.959,-0.0293,,,29.0
0.6127,cmd,3,16.0293,,,0.00,0.00,
0.6127,cmd,4,32.2234,,,0.00,0.00,
0.6133,state,3,16.0293,-1.959,-0.0147,,,30.0
0.6134,state,4,32.2234,-1.399,-0.0293,,,29.0
0.6227,cmd,3,16.0293,,,0.00,0.00,
0.6227,cmd,4,32.2234,,,0.00,0.00,
0.6233,state,3,16.0293,5.317,-0.0440,,,30.0
0.6234,state,4,32.2234,-0.839,-0.0879,,,29.0
0.6327,cmd,3,16.0293,,,0.00,0.00,
0.6327,cmd,4,32.2234,,,0.00,0.00,
0.6333,state,3,16.0293,1.399,-0.0147,,,30.0
0.6334,state,4,32.2234,-0.280,-0.0293,,,29.0
0.6427,cmd,3,16.0293,,,0.00,0.00,
0.6427,cmd,4,32.2234,,,0.00,0.00,
0.6433,state,3,16.0293,1.959,-0.0147,,,30.0
0.6434,state,4,32.2234,0.280,-0.0879,,,29.0
0.6527,cmd,3,16.0293,,,0.00,0.00,
0.6527,cmd,4,32.2234,,,0.00,0.00,
0.6532,state,3,16.0293,-1.399,-0.0440,,,30.0
0.6533,state,4,32.2234,-1.399,-0.0293,,,29.0
0.6627,cmd,3,16.0293,,,0.00,0.00,
0.6627,cmd,4,32.2234,,,0.00,0.00,
0.6633,state,3,16.0293,0.280,-0.0147,,,30.0
0.6634,state,4,32.2234,-0.280,-0.0879,,,29.0
0.6728,cmd,3,16.0293,,,0.00,0.00,
0.6728,cmd,4,32.2234,,,0.00,0.00,
0.6734,state,3,16.0293,-0.839,-0.0733,,,30.0
0.6735,state,4,32.2234,-2.518,-0.0879,,,29.0
0.6827,cmd,3,16.0293,,,0.00,0.00,
0.6827,cmd,4,32.2234,,,0.00,0.00,
0.6833,state,3,16.0293,4.757,-0.0440,,,30.0
0.6834,state,4,32.2234,1.959,-0.0293,,,29.0
0.6928,cmd,3,16.0293,,,0.00,0.00,
0.6928,cmd,4,32.2234,,,0.00,0.00,
0.6934,state,3,16.0293,-3.638,-0.0440,,,30.0
0.6934,state,4,32.2234,-0.280,-0.0293,,,29.0
0.7027,cmd,3,16.0293,,,0.00,0.00,
0.7028,cmd,4,32.2234,,,0.00,0.00,
0.7034,state,3,16.0293,-0.280,0.0147,,,30.0
0.7034,state,4,32.2234,1.959,-0.0293,,,29.0
0.7127,cmd,3,16.0293,,,0.00,0.00,
0.7127,cmd,4,32.2234,,,0.00,0.00,
0.7133,state,3,16.0293,1.399,-0.0147,,,30.0
0.7134,state,4,32.2234,-3.638,-0.0879,,,29.0
0.7227,cmd,3,16.0293,,,0.00,0.00,
0.7227,cmd,4,32.2234,,,0.00,0.00,
0.7233,state,3,16.0293,-6.996,-0.0147,,,30.0
0.7234,state,4,32.2234,3.638,-0.0879,,,29.0
0.7327,cmd,3,16.0293,,,0.00,0.00,
0.7327,cmd,4,32.2234,,,0.00,0.00,
0.7333,state,3,16.0293,-1.959,-0.0147,,,30.0
0.7333,state,4,32.2234,2.518,-0.0293,,,29.0
0.7427,cmd,3,16.0293,,,0.00,0.00,
0.7428,cmd,4,32.2234,,,0.00,0.00,
0.7433,state,3,16.0293,1.399,-0.0147,,,30.0
0.7434,state,4,32.2454,-1.399,-0.0293,,,29.0
0.7527,cmd,3,16.0293,,,0.00,0.00,
0.7527,cmd,4,32.2234,,,0.00,0.00,
0.7533,state,3,16.0293,5.317,-0.0440,,,30.0
0.7534,state,4,32.2234,-0.280,-0.0879,,,29.0
0.7627,cmd,3,16.0293,,,0.00,0.00,
0.7627,cmd,4,32.2454,,,0.00,0.00,
0.7633,state,3,16.0293,0.839,0.0147,,,30.0
0.7633,state,4,32.2234,-4.757,-0.0293,,,29.0
0.7727,cmd,3,16.0293,,,0.00,0.00,
0.7727,cmd,4,32.2234,,,0.00,0.00,
0.7733,state,3,16.0293,1.959,0.0147,,,30.0
0.7734,state,4,32.2454,8.115,-0.0293,,,29.0
0.7827,cmd,3,16.0293,,,0.00,0.00,
0.7827,cmd,4,32.2234,,,0.00,0.00,
0.7833,state,3,16.0293,1.399,0.0440,,,30.0
0.7833,state,4,32.2234,4.197,-0.0293,,,29.0
0.7927,cmd,3,16.0293,,,0.00,0.00,
0.7927,cmd,4,32.2454,,,0.00,0.00,
0.7932,state,3,16.0513,5.876,-0.0440,,,30.0
0.7937,state,4,32.2234,-2.518,-0.0879,,,29.0
0.8028,cmd,3,16.0293,,,0.00,0.00,
0.8028,cmd,4,32.2234,,,0.00,0.00,
0.8033,state,3,16.0293,4.197,-0.0440,,,30.0
0.8039,state,4,32.2454,-0.280,-0.0879,,,29.0
0.8128,cmd,3,16.0513,,,0.00,0.00,
0.8128,cmd,4,32.2234,,,0.00,0.00,
0.8133,state,3,16.0293,-3.078,-0.0733,,,30.0
0.8137,state,4,32.2234,0.839,-0.0293,,,29.0
0.8228,cmd,3,16.0293,,,0.00,0.00,
0.8228,cmd,4,32.2454,,,0.00,0.00,
0.8234,state,3,16.0513,3.078,-0.0440,,,30.0
0.8235,state,4,32.2234,0.839,-0.0293,,,29.0
0.8328,cmd,3,16.0293,,,0.00,0.00,
0.8328,cmd,4,32.2234,,,0.00,0.00,
0.8334,state,3,16.0293,1.959,-0.0440,,,30.0
0.8335,state,4,32.2234,-4.197,-0.0879,,,29.0
0.8428,cmd,3,16.0513,,,0.00,0.00,
0.8428,cmd,4,32.2234,,,0.00,0.00,
0.8434,state,3,16.0293,-3.078,-0.0440,,,30.0
0.8436,state,4,32.2234,0.280,-0.0879,,,29.0
0.8527,cmd,3,16.0293,,,0.00,0.00,
0.8528,cmd,4,32.2234,,,0.00,0.00,
0.8533,state,3,16.0293,6.436,-0.0440,,,30.0
0.8537,state,4,32.2454,4.197,-0.0879,,,29.0
0.8628,cmd,3,16.0293,,,0.00,0.00,
0.8628,cmd,4,32.2234,,,0.00,0.00,
0.8633,state,3,16.0293,1.399,-0.0440,,,30.0
0.8638,state,4,32.2234,0.280,-0.0293,,,29.0
0.8727,cmd,3,16.0293,,,0.00,0.00,
0.8727,cmd,4,32.2454,,,0.00,0.00,
0.8733,state,3,16.0293,-4.197,0.0147,,,30.0
0.8737,state,4,32.2234,-1.959,-0.0879,,,29.0
0.8827,cmd,3,16.0293,,,0.00,0.00,
0.8827,cmd,4,32.2234,,,0.00,0.00,
0.8833,state,3,16.0513,8.115,-0.0440,,,30.0
0.8838,state,4,32.2234,-5.876,-0.0293,,,29.0
0.8928,cmd,3,16.0293,,,0.00,0.00,
0.8928,cmd,4,32.2234,,,0.00,0.00,
0.8933,state,3,16.0293,-0.280,-0.0733,,,30.0
0.8939,state,4,32.2234,-1.399,-0.0293,,,29.0
0.9028,cmd,3,16.0513,,,0.00,0.00,
0.9028,cmd,4,32.2234,,,0.00,0.00,
0.9033,state,3,16.0293,-0.839,-0.0440,,,30.0
0.9034,state,4,32.2234,-3.078,-0.0293,,,29.0
0.9128,cmd,3,16.0293,,,0.00,0.00,
0.9128,cmd,4,32.2234,,,0.00,0.00,
0.9134,state,3,16.0293,0.280,-0.0147,,,30.0
0.9135,state,4,32.2234,0.280,-0.0293,,,29.0
0.9228,cmd,3,16.0293,,,0.00,0.00,
0.9229,cmd,4,32.2234,,,0.00,0.00,
0.9234,state,3,16.0293,2.518,-0.0440,,,30.0
0.9236,state,4,32.2234,-0.839,-0.0293,,,29.0
0.9327,cmd,3,16.0293,,,0.00,0.00,
0.9328,cmd,4,32.2234,,,0.00,0.00,
0.9334,state,3,16.0293,1.399,-0.0440,,,30.0
0.9334,state,4,32.2234,-1.399,-0.0879,,,29.0
0.9428,cmd,3,16.0293,,,0.00,0.00,
0.9428,cmd,4,32.2234,,,0.00,0.00,
0.9433,state,3,16.0293,-0.839,-0.0147,,,30.0
0.9438,state,4,32.2454,2.518,-0.0293,,,29.0
0.9528,cmd,3,16.0293,,,0.00,0.00,
0.9528,cmd,4,32.2234,,,0.00,0.00,
0.9533,state,3,16.0293,0.839,-0.0440,,,30.0
0.9538,state,4,32.2234,1.959,-0.0293,,,29.0
0.9628,cmd,3,16.0293,,,0.00,0.00,
0.9628,cmd,4,32.2454,,,0.00,0.00,
0.9634,state,3,16.0513,-0.839,-0.0440,,,30.0
0.9636,state,4,32.2234,0.839,-0.0293,,,29.0
0.9728,cmd,3,16.0293,,,0.00,0.00,
0.9728,cmd,4,32.2234,,,0.00,0.00,
0.9733,state,3,16.0293,0.280,0.0147,,,30.0
0.9735,state,4,32.2234,2.518,-0.0293,,,29.0
0.9828,cmd,3,16.0513,,,0.00,0.00,
0.9829,cmd,4,32.2234,,,0.00,0.00,
0.9835,state,3,16.0293,0.839,-0.0147,,,30.0
0.9836,state,4,32.2234,-4.757,-0.0879,,,29.0
0.9928,cmd,3,16.0293,,,0.00,0.00,
0.9928,cmd,4,32.2234,,,0.00,0.00,
0.9934,state,3,16.0293,-4.197,-0.0440,,,30.0
0.9934,state,4,32.2234,-1.959,-0.0293,,,29.0
1.0027,cmd,3,16.0293,,,0.00,0.00,
1.0027,cmd,4,32.2234,,,0.00,0.00,
1.0034,state,3,16.0293,5.317,-0.0440,,,30.0
1.0034,state,4,32.2234,3.638,-0.0293,,,29.0
1.0129,cmd,3,16.0293,,,0.00,0.00,
1.0129,cmd,4,32.2234,,,0.00,0.00,
1.0134,state,3,16.0293,4.757,-0.0147,,,30.0
1.0136,state,4,32.2234,-0.839,-0.0293,,,29.0
1.0229,cmd,3,16.0293,,,0.00,0.00,
1.0229,cmd,4,32.2234,,,0.00,0.00,
1.0235,state,3,16.0293,-4.757,-0.0147,,,30.0
1.0236,state,4,32.2234,-2.518,-0.0293,,,29.0
1.0328,cmd,3,16.0293,,,0.00,0.00,
1.0328,cmd,4,32.2234,,,0.00,0.00,
1.0334,state,3,16.0293,-0.280,-0.0147,,,30.0
1.0335,state,4,32.2234,-0.839,-0.0293,,,29.0
1.0428,cmd,3,16.0293,,,0.00,0.00,
1.0428,cmd,4,32.2234,,,0.00,0.00,
1.0433,state,3,16.0293,-12.033,-0.0147,,,30.0
1.0438,state,4,32.2234,-0.280,-0.0293,,,29.0
1.0528,cmd,3,16.0293,,,0.00,0.00,
1.0528,cmd,4,32.2234,,,0.00,0.00,
1.0534,state,3,16.0293,-1.959,-0.0440,,,30.0
1.0535,state,4,32.2234,-1.959,-0.0879,,,29.0
1.0627,cmd,3,16.0293,,,0.00,0.00,
1.0628,cmd,4,32.2234,,,0.00,0.00,
1.0634,state,3,16.0293,-5.317,-0.0440,,,30.0
1.0634,state,4,32.2234,-4.757,-0.0293,,,29.0
1.0728,cmd,3,16.0293,,,0.00,0.00,
1.0728,cmd,4,32.2234,,,0.00,0.00,
1.0734,state,3,16.0293,0.280,-0.0147,,,30.0
1.0735,state,4,32.2234,-1.399,-0.0293,,,29.0
1.0828,cmd,3,16.0293,,,0.00,0.00,
1.0828,cmd,4,32.2234,,,0.00,0.00,
1.0834,state,3,16.0293,-2.518,-0.0440,,,30.0
1.0836,state,4,32.2234,-0.839,-0.0293,,,29.0
1.0927,cmd,3,16.0293,,,0.00,0.00,
1.0928,cmd,4,32.2234,,,0.00,0.00,
1.0934,state,3,16.0293,0.839,-0.0147,,,30.0
1.0935,state,4,32.2234,3.638,-0.0293,,,29.0
1.1027,cmd,3,16.0293,,,0.00,0.00,
1.1028,cmd,4,32.2234,,,0.00,0.00,
1.1033,state,3,16.0293,1.959,-0.0440,,,30.0
1.1034,state,4,32.2234,1.399,-0.0879,,,29.0
1.1129,cmd,3,16.0293,,,0.00,0.00,
1.1129,cmd,4,32.2234,,,0.00,0.00,
1.1135,state,3,16.0293,-5.876,-0.0440,,,30.0
1.1135,state,4,32.2234,-3.078,-0.0879,,,29.0
1.1227,cmd,3,16.0293,,,0.00,0.00,
1.1228,cmd,4,32.2234,,,0.00,0.00,
1.1233,state,3,16.0293,0.839,-0.0733,,,30.0
1.1234,state,4,32.2234,1.959,-0.0293,,,29.0
1.1327,cmd,3,16.0293,,,0.00,0.00,
1.1328,cmd,4,32.2234,,,0.00,0.00,
1.1333,state,3,16.0293,-2.518,-0.0147,,,30.0
1.1335,state,4,32.2234,0.839,-0.0879,,,29.0
1.1429,cmd,3,16.0293,,,0.00,0.00,
1.1429,cmd,4,32.2234,,,0.00,0.00,
1.1434,state,3,16.0293,-1.399,-0.0733,,,30.0
1.1435,state,4,32.2234,-1.399,-0.0293,,,29.0
1.1527,cmd,3,16.0293,,,0.00,0.00,
1.1527,cmd,4,32.2234,,,0.00,0.00,
1.1533,state,3,16.0293,-0.839,-0.0440,,,30.0
1.1534,state,4,32.2234,4.757,-0.0293,,,29.0
1.1627,cmd,3,16.0293,,,0.00,0.00,
1.1627,cmd,4,32.2234,,,0.00,0.00,
1.1634,state,3,16.0293,-0.280,-0.0733,,,30.0
1.1635,state,4,32.2234,1.399,-0.0293,,,29.0
1.1728,cmd,3,16.0293,,,0.00,0.00,
1.1729,cmd,4,32.2234,,,0.00,0.00,
1.1734,state,3,16.0293,0.280,-0.0147,,,30.0
1.1736,state,4,32.2234,4.197,-0.0293,,,29.0
1.1829,cmd,3,16.0293,,,0.00,0.00,
1.1829,cmd,4,32.2234,,,0.00,0.00,
1.1835,state,3,16.0293,5.317,-0.0733,,,30.0
1.1836,state,4,32.2234,1.959,-0.0293,,,29.0
1.1928,cmd,3,16.0293,,,0.00,0.00,
1.1928,cmd,4,32.2234,,,0.00,0.00,
1.1934,state,3,16.0293,1.399,-0.1026,,,30.0
1.1936,state,4,32.2234,-4.197,-0.0879,,,29.0
1.2029,cmd,3,16.0293,,,0.00,0.00,
1.2029,cmd,4,32.2234,,,0.00,0.00,
1.2035,state,3,16.0293,1.399,-0.0440,,,30.0
1.2035,state,4,32.2234,1.959,-0.0879,,,29.0
