L_hip_yaw_joint_cmd_deg,L_hip_yaw_joint_meas_deg,L_hip_yaw_joint_temp_c,L_knee_joint_cmd_deg,L_knee_joint_meas_deg,L_knee_joint_temp_c,t_s
-8.57,-8.1,36.0,-127.79,-122.79,855.2,13.91
-8.57,-8.12,36.0,-127.79,-122.79,855.2,14.02
-8.57,-8.12,36.0,-127.79,-122.79,855.2,14.14
-8.57,-8.12,36.0,-127.79,-122.79,855.2,14.25
-8.57,-8.12,36.0,-127.79,-122.79,855.2,14.36
-8.57,-8.12,36.0,-127.79,-122.79,855.2,14.48
-8.57,-8.1,36.0,-127.79,-122.79,855.2,14.59
-8.57,-8.12,36.0,-127.79,-122.79,855.2,14.73
-8.57,-8.12,36.0,-127.79,-122.79,855.2,14.86
-8.57,-8.12,36.0,-127.79,-122.79,855.2,14.97
