t_s,knee_cmd_deg,knee_meas_deg,knee_temp_reported,hipyaw_meas_deg,hipyaw_temp_reported
2.93,103.08,141.4,853.2,35.05,34.0
3.04,98.09,141.4,853.2,35.05,34.0
3.16,92.88,141.4,853.2,35.05,34.0
3.26,88.93,141.4,853.2,35.02,34.0
3.38,86.1,141.4,853.2,35.05,34.0
3.48,85.03,141.4,853.2,35.05,34.0
3.59,85.63,141.4,853.2,35.05,34.0
3.7,87.78,141.4,853.2,35.05,34.0
3.81,91.47,141.4,853.2,35.05,34.0
3.91,95.95,141.4,853.2,35.05,34.0
4.02,100.97,141.4,853.2,35.05,34.0
4.13,106.03,141.4,853.2,35.05,34.0
4.24,110.32,141.4,853.2,35.02,34.0
4.36,113.56,141.4,853.2,35.05,34.0
4.47,114.92,141.4,853.2,35.05,34.0
4.58,114.58,141.4,853.2,35.02,34.0
4.68,112.6,141.4,853.2,35.05,34.0
4.79,109.04,141.4,853.2,35.05,34.0
4.9,104.73,141.4,853.2,35.05,34.0
5.01,99.58,141.4,853.2,35.05,34.0
5.11,94.81,141.4,853.2,35.05,34.0
5.22,90.38,141.4,853.2,35.05,34.0
5.34,86.84,141.4,853.2,35.05,34.0
5.45,85.21,141.4,853.2,35.05,34.0
5.56,85.23,141.4,853.2,35.05,34.0
5.67,86.99,141.4,853.2,35.05,34.0
5.78,90.58,141.4,853.2,35.05,34.0
5.89,94.86,141.4,853.2,35.05,34.0
6.0,100.1,141.4,853.2,35.05,34.0
6.11,105.2,141.43,853.2,35.05,34.0
6.23,109.79,141.4,853.2,35.05,34.0
6.33,113.0,141.4,853.2,35.05,34.0
6.44,114.75,141.4,853.2,35.05,34.0
6.56,114.78,141.4,853.2,35.02,34.0
6.66,113.1,141.4,853.2,35.05,34.0
6.77,110.03,141.4,853.2,35.05,34.0
6.87,105.75,141.4,853.2,35.02,34.0
6.99,100.65,141.4,853.2,35.05,34.0
7.1,95.54,141.4,853.2,35.05,34.0
7.21,90.96,141.4,853.2,35.05,34.0
7.31,87.55,141.4,853.2,35.05,34.0
7.42,85.53,141.4,853.2,35.05,34.0
7.52,85.04,141.4,853.2,35.05,34.0
7.63,86.27,141.4,853.2,35.05,34.0
7.74,89.15,141.4,853.2,35.05,34.0
7.86,93.43,141.4,853.2,35.02,34.0
7.97,98.81,141.4,853.2,35.05,34.0
8.08,103.77,141.4,853.2,35.05,34.0
8.19,108.52,141.4,853.2,35.05,34.0
8.31,112.4,141.4,853.2,35.02,34.0
8.41,114.46,141.4,853.2,35.05,34.0
8.53,114.95,141.4,853.2,35.05,34.0
8.64,113.5,141.4,853.2,35.05,34.0
8.75,110.74,141.4,853.2,35.02,34.0
8.85,106.73,141.4,853.2,35.05,34.0
8.97,101.37,141.4,853.2,35.05,34.0
9.08,96.45,141.4,853.2,35.05,34.0
9.19,91.43,141.4,853.2,35.05,34.0
9.3,87.78,141.4,853.2,35.05,34.0
9.41,85.59,141.4,853.2,35.05,34.0
9.52,85.04,141.4,853.2,35.05,34.0
9.63,86.24,141.4,853.2,35.05,34.0
9.74,89.21,141.4,853.2,35.05,34.0
9.85,93.28,141.4,853.2,35.05,34.0
9.96,98.32,141.4,853.2,35.02,34.0
10.07,103.3,141.4,853.2,35.02,34.0
10.18,108.0,141.4,853.2,35.05,34.0
10.3,112.13,141.4,853.2,35.05,34.0
10.41,114.36,141.4,853.2,35.05,34.0
10.52,114.98,141.4,853.2,35.05,34.0
10.62,113.86,141.4,853.2,35.05,34.0
10.73,111.2,141.4,853.2,35.05,34.0
10.84,107.33,141.4,853.2,35.05,34.0
10.94,102.69,141.4,853.2,35.05,34.0
11.05,97.81,141.4,853.2,35.05,34.0
11.16,92.7,141.4,853.2,35.05,34.0
11.28,88.55,141.4,853.2,35.05,34.0
11.39,85.94,141.4,853.2,35.05,34.0
11.51,85.01,141.4,853.2,35.02,34.0
11.63,86.16,141.4,853.2,35.05,34.0
11.73,88.86,141.4,853.2,35.02,34.0
11.85,93.23,141.4,853.2,35.02,34.0
11.96,98.09,141.4,853.2,35.05,34.0
12.06,102.98,141.4,853.2,35.05,34.0
12.17,107.79,141.4,853.2,35.02,34.0
12.28,111.56,141.4,853.2,35.02,34.0
12.4,114.28,141.4,853.2,35.05,34.0
12.51,114.99,141.4,853.2,35.05,34.0
12.62,113.86,141.4,853.2,35.05,34.0
12.73,111.3,141.4,853.2,35.02,34.0
12.84,107.11,141.4,853.2,35.02,34.0
12.95,102.51,141.4,853.2,35.05,34.0
13.06,97.18,141.4,853.2,35.05,34.0
13.16,92.61,141.4,853.2,35.05,34.0
13.27,88.6,141.4,853.2,35.05,34.0
13.38,86.03,141.4,853.2,35.05,34.0
13.5,85.0,141.4,853.2,35.05,34.0
13.61,85.9,141.4,853.2,35.02,34.0
13.72,88.35,141.4,853.2,35.02,34.0
13.82,92.15,141.4,853.2,35.05,34.0
13.94,97.26,141.4,853.2,35.05,34.0
14.05,102.15,141.4,853.2,35.05,34.0
14.16,107.34,141.4,853.2,35.02,34.0
14.28,111.47,141.4,853.2,35.02,34.0
14.39,114.08,141.4,853.2,35.05,34.0
14.49,115.0,141.4,853.2,35.05,34.0
14.6,114.31,141.4,853.2,35.05,34.0
14.71,111.89,141.4,853.2,35.05,34.0
14.82,107.97,141.4,853.2,35.05,34.0
14.95,102.27,141.4,853.2,35.02,34.0
15.06,97.18,141.4,853.2,35.05,34.0
15.17,92.51,141.4,853.2,35.05,34.0
15.27,88.7,141.4,853.2,35.05,34.0
15.38,86.06,141.4,853.2,35.05,34.0
15.49,85.01,141.4,853.2,35.02,34.0
15.59,85.62,141.4,853.2,35.05,34.0
15.7,87.77,141.4,853.2,35.05,34.0
15.81,91.51,141.4,853.2,35.02,34.0
15.92,96.36,141.4,853.2,35.02,34.0
16.03,101.55,141.4,853.2,35.05,34.0
16.14,106.53,141.4,853.2,35.05,34.0
16.26,110.94,141.4,853.2,35.05,34.0
16.37,113.72,141.4,853.2,35.05,34.0
16.49,114.99,141.4,853.2,35.05,34.0
16.61,114.05,141.4,853.2,35.05,34.0
16.73,111.23,141.4,853.2,35.05,34.0
16.85,106.77,141.4,853.2,35.05,34.0
16.96,101.67,141.4,853.2,35.05,34.0
17.07,96.6,141.4,853.2,35.05,34.0
17.18,91.96,141.4,853.2,35.05,34.0
17.3,87.92,141.4,853.2,35.05,34.0
17.41,85.61,141.4,853.2,35.05,34.0
17.52,85.03,141.4,853.2,35.05,34.0
17.63,86.25,141.4,853.2,35.05,34.0
17.76,89.81,141.4,853.2,35.05,34.0
17.87,93.97,141.4,853.2,35.05,34.0
17.99,99.37,141.4,853.2,35.05,34.0
18.1,104.69,141.4,853.2,35.02,34.0
18.21,109.27,141.4,853.2,35.05,34.0
18.32,112.69,141.4,853.2,35.05,34.0
18.44,114.73,141.4,853.2,35.05,34.0
18.55,114.84,141.4,853.2,35.05,34.0
18.65,113.29,141.4,853.2,35.05,34.0
18.76,110.27,141.4,853.2,35.05,34.0
18.87,105.97,141.4,853.2,35.05,34.0
18.98,100.84,141.4,853.2,35.05,34.0
19.1,95.37,141.4,853.2,35.05,34.0
19.22,90.45,141.4,853.2,35.05,34.0
19.33,87.2,141.4,853.2,35.05,34.0
19.43,85.32,141.4,853.2,35.05,34.0
19.54,85.12,141.4,853.2,35.05,34.0
19.65,86.65,141.4,853.2,35.05,34.0
19.77,89.94,141.4,853.2,35.02,34.0
19.88,94.45,141.4,853.2,35.02,34.0
19.99,99.56,141.4,853.2,35.05,34.0
20.1,104.68,141.4,853.2,35.05,34.0
20.21,109.01,141.4,853.2,35.05,34.0
20.33,112.88,141.4,853.2,35.05,34.0
20.44,114.73,141.4,853.2,35.02,34.0
20.55,114.84,141.4,853.2,35.05,34.0
20.66,113.15,141.4,853.2,35.05,34.0
20.77,109.88,141.4,853.2,35.02,34.0
20.88,105.5,141.4,853.2,35.02,34.0
21.02,99.27,141.4,853.2,35.05,34.0
21.12,94.42,141.4,853.2,35.02,34.0
21.25,89.54,141.4,853.2,35.05,34.0
21.37,86.3,141.4,853.2,35.05,34.0
21.48,85.04,141.4,853.2,35.05,34.0
21.58,85.52,141.4,853.2,35.05,34.0
21.71,88.02,141.4,853.2,35.05,34.0
21.81,91.67,141.4,853.2,35.05,34.0
21.94,97.18,141.4,853.2,35.05,34.0
22.05,102.34,141.4,853.2,35.05,34.0
22.16,107.06,141.4,853.2,35.05,34.0
22.27,111.15,141.4,853.2,35.05,34.0
22.39,114.12,141.4,853.2,35.05,34.0
22.5,115.0,141.4,853.2,35.05,34.0
22.62,113.97,141.4,853.2,35.02,34.0
22.74,110.94,141.4,853.2,35.05,34.0
22.86,106.36,141.4,853.2,35.05,34.0
22.97,101.35,141.4,853.2,35.05,34.0
23.09,95.98,141.4,853.2,35.02,34.0
23.2,91.37,141.4,853.2,35.05,34.0
23.31,87.63,141.38,853.2,35.05,34.0
23.42,85.46,141.4,853.2,35.05,34.0
23.53,85.08,141.4,853.2,35.05,34.0
23.64,86.38,141.4,853.2,35.05,34.0
23.74,89.15,141.4,853.2,35.05,34.0
23.86,93.75,141.4,853.2,35.05,34.0
23.97,98.78,141.4,853.2,35.05,34.0
24.08,103.88,141.4,853.2,35.05,34.0
24.2,108.65,141.4,853.2,35.05,34.0
24.31,112.5,141.4,853.2,35.05,34.0
24.42,114.55,141.4,853.2,35.05,34.0
24.55,114.79,141.4,853.2,35.05,34.0
24.66,113.16,141.4,853.2,35.05,34.0
24.77,109.98,141.4,853.2,35.05,34.0
24.87,105.79,141.4,853.2,35.02,34.0
24.98,101.06,141.4,853.2,35.05,34.0
25.1,95.15,141.4,853.2,35.05,34.0
25.24,89.68,141.4,853.2,35.05,34.0
25.35,86.62,141.4,853.2,35.05,34.0
25.47,85.09,141.4,853.2,35.05,34.0
25.57,85.37,141.4,853.2,35.05,34.0
25.69,87.51,141.4,853.2,35.05,34.0
25.8,91.16,141.4,853.2,35.05,34.0
25.92,96.12,141.4,853.2,35.05,34.0
26.03,101.52,141.4,853.2,35.05,34.0
26.15,106.89,141.4,853.2,35.05,34.0
26.27,111.31,141.4,853.2,35.02,34.0
26.38,113.97,141.4,853.2,35.05,34.0
26.49,115.0,141.4,853.2,35.05,34.0
26.6,114.27,141.4,853.2,35.02,34.0
26.71,111.75,141.4,853.2,35.05,34.0
26.85,107.01,141.4,853.2,35.05,34.0
26.96,101.79,141.4,853.2,35.02,34.0
27.07,96.78,141.4,853.2,35.05,34.0
27.2,91.09,141.4,853.2,35.05,34.0
27.31,87.53,141.4,853.2,35.05,34.0
27.42,85.46,141.4,853.2,35.05,34.0
27.54,85.1,141.4,853.2,35.05,34.0
27.65,86.74,141.4,853.2,35.02,34.0
27.78,90.29,141.4,853.2,35.02,34.0
27.89,94.72,141.4,853.2,35.05,34.0
28.0,100.03,141.4,853.2,35.02,34.0
28.11,105.06,141.4,853.2,35.05,34.0
28.22,109.64,141.4,853.2,35.05,34.0
28.33,113.01,141.4,853.2,35.02,34.0
28.44,114.75,141.4,853.2,35.02,34.0
28.55,114.82,141.4,853.2,35.02,34.0
28.67,112.87,141.4,853.2,35.05,34.0
28.78,109.6,141.4,853.2,35.05,34.0
28.88,105.43,141.4,853.2,35.05,34.0
28.99,100.24,141.4,853.2,35.05,34.0
29.11,95.12,141.4,853.2,35.02,34.0
29.22,90.61,141.4,853.2,35.05,34.0
29.33,87.07,141.4,853.2,35.05,34.0
29.44,85.28,141.4,853.2,35.05,34.0
29.56,85.27,141.4,853.2,35.05,34.0
29.67,87.11,141.4,853.2,35.05,34.0
29.79,90.64,141.4,853.2,35.05,34.0
29.91,95.62,141.4,853.2,35.05,34.0
30.02,101.17,141.4,853.2,35.05,34.0
30.13,106.1,141.4,853.2,35.05,34.0
30.24,110.22,141.4,853.2,35.05,34.0
30.35,113.3,141.4,853.2,35.05,34.0
30.46,114.88,141.4,853.2,35.05,34.0
30.57,114.65,141.4,853.2,35.05,34.0
30.68,112.62,141.4,853.2,35.05,34.0
30.8,108.93,141.4,853.2,35.05,34.0
30.91,104.16,141.4,853.2,35.05,34.0
31.02,99.26,141.4,853.2,35.05,34.0
31.12,94.31,141.4,853.2,35.05,34.0
31.23,90.03,141.4,853.2,35.02,34.0
31.34,86.84,141.4,853.2,35.05,34.0
31.45,85.22,141.4,853.2,35.05,34.0
31.56,85.31,141.4,853.2,35.05,34.0
31.67,87.11,141.4,853.2,35.05,34.0
31.78,90.57,141.4,853.2,35.05,34.0
31.9,95.26,141.4,853.2,35.05,34.0
32.0,100.07,141.4,853.2,35.05,34.0
32.11,105.21,141.4,853.2,35.05,34.0
32.23,110.09,141.4,853.2,35.05,34.0
32.36,113.63,141.4,853.2,35.05,34.0
32.47,114.94,141.4,853.2,35.05,34.0
32.58,114.57,141.4,853.2,35.05,34.0
32.71,111.88,141.4,853.2,35.05,34.0
32.81,108.33,141.4,853.2,35.05,34.0
32.92,103.9,141.4,853.2,35.05,34.0
33.03,98.69,141.4,853.2,35.05,34.0
33.15,93.24,141.4,853.2,35.05,34.0
33.26,89.14,141.4,853.2,35.05,34.0
33.37,86.19,141.4,853.2,35.05,34.0
33.49,85.01,141.4,853.2,35.02,34.0
33.6,85.71,141.4,853.2,35.05,34.0
33.71,88.14,141.4,853.2,35.05,34.0
33.81,91.71,141.4,853.2,35.05,34.0
33.93,96.91,141.4,853.2,35.05,34.0
34.05,102.17,141.4,853.2,35.05,34.0
34.16,107.08,141.4,853.2,35.02,34.0
34.28,111.55,141.4,853.2,35.05,34.0
34.39,114.14,141.4,853.2,35.05,34.0
34.5,115.0,141.4,853.2,35.02,34.0
34.61,114.12,141.4,853.2,35.05,34.0
34.72,111.6,141.4,853.2,35.05,34.0
34.83,107.73,141.4,853.2,35.02,34.0
34.95,102.42,141.4,853.2,35.05,34.0
35.07,96.69,141.4,853.2,35.05,34.0
35.19,91.71,141.4,853.2,35.05,34.0
35.29,88.12,141.4,853.2,35.05,34.0
35.42,85.51,141.4,853.2,35.05,34.0
35.53,85.08,141.4,853.2,35.05,34.0
35.65,86.58,141.4,853.2,35.05,34.0
35.77,90.08,141.4,853.2,35.05,34.0
35.88,94.57,141.4,853.2,35.05,34.0
35.99,99.41,141.4,853.2,35.05,34.0
36.11,105.11,141.4,853.2,35.05,34.0
36.23,109.95,141.4,853.2,35.05,34.0
36.35,113.34,141.4,853.2,35.05,34.0
36.46,114.91,141.4,853.2,35.05,34.0
36.57,114.6,141.4,853.2,35.05,34.0
36.68,112.7,141.4,853.2,35.02,34.0
36.79,109.36,141.4,853.2,35.05,34.0
36.91,104.34,141.4,853.2,35.05,34.0
37.02,98.86,141.4,853.2,35.05,34.0
37.13,94.02,141.4,853.2,35.05,34.0
37.24,89.71,141.4,853.2,35.05,34.0
37.35,86.7,141.4,853.2,35.05,34.0
37.48,85.04,141.4,853.2,35.05,34.0
37.6,85.68,141.4,853.2,35.05,34.0
37.71,88.2,141.4,853.2,35.05,34.0
37.83,92.24,141.4,853.2,35.05,34.0
37.94,97.14,141.4,853.2,35.05,34.0
38.05,102.29,141.4,853.2,35.05,34.0
38.16,107.08,141.4,853.2,35.05,34.0
38.27,111.23,141.4,853.2,35.02,34.0
38.39,114.07,141.4,853.2,35.05,34.0
38.51,114.99,141.4,853.2,35.05,34.0
38.63,113.85,141.4,853.2,35.05,34.0
38.73,111.23,141.4,853.2,35.05,34.0
38.84,107.13,141.4,853.2,35.05,34.0
38.95,102.35,141.4,853.2,35.05,34.0
39.06,97.15,141.4,853.2,35.05,34.0
39.18,92.1,141.4,853.2,35.05,34.0
39.29,88.25,141.4,853.2,35.02,34.0
39.41,85.65,141.4,853.2,35.05,34.0
39.52,85.02,141.4,853.2,35.05,34.0
39.63,86.26,141.4,853.2,35.05,34.0
39.74,89.08,141.4,853.2,35.05,34.0
39.85,93.18,141.4,853.2,35.05,34.0
39.97,98.38,141.4,853.2,35.05,34.0
40.09,104.35,141.4,853.2,35.05,34.0
40.21,109.02,141.4,853.2,35.05,34.0
40.32,112.54,141.4,853.2,35.05,34.0
40.43,114.65,141.4,853.2,35.05,34.0
40.54,114.9,141.4,853.2,35.05,34.0
40.64,113.48,141.4,853.2,35.05,34.0
40.76,110.38,141.4,853.2,35.02,34.0
40.87,106.16,141.4,853.2,35.05,34.0
40.97,101.23,141.4,853.2,35.05,34.0
41.1,95.47,141.4,853.2,35.05,34.0
41.21,90.7,141.4,853.2,35.05,34.0
41.32,87.25,141.4,853.2,35.05,34.0
41.43,85.4,141.4,853.2,35.05,34.0
41.54,85.1,141.4,853.2,35.05,34.0
41.64,86.53,141.4,853.2,35.05,34.0
41.76,89.66,141.4,853.2,35.05,34.0
41.86,93.8,141.4,853.2,35.05,34.0
41.98,99.21,141.4,853.2,35.05,34.0
42.1,104.85,141.4,853.2,35.05,34.0
42.21,109.33,141.4,853.2,35.02,34.0
42.33,112.82,141.4,853.2,35.05,34.0
42.44,114.71,141.4,853.2,35.02,34.0
42.56,114.77,141.4,853.2,35.05,34.0
42.67,112.87,141.4,853.2,35.05,34.0
42.79,109.38,141.4,853.2,35.05,34.0
42.9,104.83,141.4,853.2,35.05,34.0
43.01,99.72,141.4,853.2,35.05,34.0
43.12,94.3,141.4,853.2,35.05,34.0
43.24,89.65,141.4,853.2,35.02,34.0
43.35,86.6,141.4,853.2,35.02,34.0
43.46,85.1,141.4,853.2,35.05,34.0
43.58,85.43,141.4,853.2,35.05,34.0
43.68,87.39,141.4,853.2,35.05,34.0
43.8,91.09,141.4,853.2,35.05,34.0
43.92,96.25,141.4,853.2,35.05,34.0
44.05,102.13,141.4,853.2,35.05,34.0
44.17,107.61,141.4,853.2,35.05,34.0
44.28,111.55,141.4,853.2,35.05,34.0
44.4,114.22,141.4,853.2,35.05,34.0
44.51,114.99,141.4,853.2,35.05,34.0
44.63,113.74,141.4,853.2,35.02,34.0
44.74,110.84,141.4,853.2,35.05,34.0
44.85,106.91,141.4,853.2,35.05,34.0
44.98,100.77,141.4,853.2,35.05,34.0
45.09,95.65,141.4,853.2,35.02,34.0
45.21,90.64,141.4,853.2,35.05,34.0
45.32,87.23,141.4,853.2,35.05,34.0
45.45,85.17,141.4,853.2,35.05,34.0
45.57,85.38,141.4,853.2,35.05,34.0
45.69,87.61,141.4,853.2,35.05,34.0
45.81,91.4,141.4,853.2,35.05,34.0
45.91,95.98,141.4,853.2,35.05,34.0
46.02,100.94,141.4,853.2,35.05,34.0
46.13,105.79,141.4,853.2,35.05,34.0
46.23,110.03,141.4,853.2,35.02,34.0
46.34,113.11,141.4,853.2,35.05,34.0
46.45,114.84,141.4,853.2,35.05,34.0
46.57,114.62,141.4,853.2,35.05,34.0
46.68,112.6,141.4,853.2,35.05,34.0
46.8,108.96,141.4,853.2,35.05,34.0
46.9,104.52,141.4,853.2,35.02,34.0
47.02,99.08,141.4,853.2,35.05,34.0
47.13,93.85,141.4,853.2,35.05,34.0
47.25,89.32,141.4,853.2,35.02,34.0
47.36,86.47,141.4,853.2,35.02,34.0
47.47,85.06,141.4,853.2,35.05,34.0
47.6,85.72,141.4,853.2,35.02,34.0
47.72,88.4,141.4,853.2,35.05,34.0
47.83,92.53,141.4,853.2,35.02,34.0
47.95,97.86,141.4,853.2,35.05,34.0
48.06,102.93,141.4,853.2,35.05,34.0
48.18,108.06,141.4,853.2,35.05,34.0
48.3,112.04,141.4,853.2,35.05,34.0
48.41,114.44,141.4,853.2,35.05,34.0
48.53,114.94,141.4,853.2,35.05,34.0
48.66,113.1,141.4,853.2,35.05,34.0
48.77,109.77,141.4,853.2,35.05,34.0
48.89,105.23,141.4,853.2,35.05,34.0
49.0,100.07,141.4,853.2,35.05,34.0
49.12,94.31,141.4,853.2,35.02,34.0
49.23,90.11,141.4,853.2,35.02,34.0
49.36,86.38,141.4,853.2,35.05,34.0
49.47,85.06,141.4,853.2,35.05,34.0
49.59,85.55,141.4,853.2,35.05,34.0
49.69,87.61,141.4,853.2,35.05,34.0
49.8,91.36,141.4,853.2,35.02,34.0
49.92,96.46,141.4,853.2,35.05,34.0
50.04,101.83,141.4,853.2,35.05,34.0
50.15,106.75,141.4,853.2,35.05,34.0
50.26,111.06,141.4,853.2,35.05,34.0
50.37,113.85,141.4,853.2,35.05,34.0
50.48,114.97,141.4,853.2,35.05,34.0
50.59,114.4,141.4,853.2,35.05,34.0
50.71,111.95,141.4,853.2,35.05,34.0
50.81,108.25,141.4,853.2,35.05,34.0
50.92,103.6,141.4,853.2,35.02,34.0
51.03,98.67,141.4,853.2,35.05,34.0
51.14,93.76,141.4,853.2,35.05,34.0
51.26,89.11,141.4,853.2,35.05,34.0
51.37,86.16,141.4,853.2,35.05,34.0
51.49,85.02,141.4,853.2,35.05,34.0
51.59,85.6,141.4,853.2,35.05,34.0
51.71,88.04,141.4,853.2,35.05,34.0
51.82,92.14,141.4,853.2,35.05,34.0
51.93,96.82,141.4,853.2,35.05,34.0
52.04,102.03,141.4,853.2,35.02,34.0
52.16,107.03,141.4,853.2,35.05,34.0
52.28,111.54,141.4,853.2,35.05,34.0
52.39,114.04,141.4,853.2,35.05,34.0
52.49,115.0,141.4,853.2,35.05,34.0
52.6,114.25,141.4,853.2,35.05,34.0
52.71,111.9,141.4,853.2,35.02,34.0
52.83,107.7,141.4,853.2,35.05,34.0
52.94,102.69,141.4,853.2,35.05,34.0
53.07,96.77,141.4,853.2,35.05,34.0
53.18,91.81,141.4,853.2,35.05,34.0
53.3,87.82,141.4,853.2,35.05,34.0
53.41,85.54,141.4,853.2,35.05,34.0
53.55,85.15,141.4,853.2,35.05,34.0
53.65,86.74,141.4,853.2,35.05,34.0
53.77,90.13,141.4,853.2,35.05,34.0
53.88,94.56,141.4,853.2,35.05,34.0
53.99,99.41,141.4,853.2,35.05,34.0
54.1,104.83,141.4,853.2,35.02,34.0
54.23,109.88,141.4,853.2,35.05,34.0
54.34,113.23,141.43,853.2,35.05,34.0
54.45,114.81,141.4,853.2,35.05,34.0
54.56,114.77,141.4,853.2,35.05,34.0
54.67,112.87,141.4,853.2,35.02,34.0
54.79,109.04,141.4,853.2,35.05,34.0
54.91,104.15,141.4,853.2,35.02,34.0
55.02,99.27,141.4,853.2,35.05,34.0
55.12,94.46,141.4,853.2,35.05,34.0
55.23,90.25,141.4,853.2,35.05,34.0
55.35,86.73,141.4,853.2,35.05,34.0
55.46,85.09,141.4,853.2,35.02,34.0
55.57,85.41,141.4,853.2,35.05,34.0
55.68,87.31,141.4,853.2,35.02,34.0
55.78,90.53,141.4,853.2,35.05,34.0
55.89,95.13,141.43,853.2,35.05,34.0
56.01,100.42,141.4,853.2,35.05,34.0
56.14,106.3,141.4,853.2,35.05,34.0
56.26,110.79,141.4,853.2,35.02,34.0
56.37,113.77,141.4,853.2,35.05,34.0
56.48,114.97,141.4,853.2,35.05,34.0
56.59,114.4,141.4,853.2,35.05,34.0
56.7,112.12,141.4,853.2,35.05,34.0
56.82,108.13,141.4,853.2,35.05,34.0
56.94,102.94,141.4,853.2,35.05,34.0
57.06,97.38,141.4,853.2,35.05,34.0
57.17,92.38,141.4,853.2,35.02,34.0
57.3,87.79,141.4,853.2,35.05,34.0
57.41,85.61,141.4,853.2,35.05,34.0
57.53,85.09,141.4,853.2,35.05,34.0
57.65,86.73,141.4,853.2,35.05,34.0
57.76,89.79,141.4,853.2,35.05,34.0
57.88,94.55,141.4,853.2,35.05,34.0
58.0,99.98,141.4,853.2,35.05,34.0
58.12,105.69,141.4,853.2,35.05,34.0
58.24,110.43,141.4,853.2,35.05,34.0
58.35,113.4,141.4,853.2,35.05,34.0
58.46,114.88,141.4,853.2,35.05,34.0
58.57,114.62,141.4,853.2,35.05,34.0
58.68,112.64,141.4,853.2,35.05,34.0
58.79,109.03,141.4,853.2,35.05,34.0
58.91,104.38,141.4,853.2,35.05,34.0
59.03,98.8,141.4,853.2,35.05,34.0
59.13,93.85,141.4,853.2,35.05,34.0
59.26,88.98,141.4,853.2,35.05,34.0
59.38,86.12,141.4,853.2,35.05,34.0
59.48,85.02,141.4,853.2,35.05,34.0
59.6,85.67,141.4,853.2,35.05,34.0
59.7,87.91,141.4,853.2,35.05,34.0
59.81,91.73,141.4,853.2,35.05,34.0
59.93,96.91,141.4,853.2,35.05,34.0
60.05,102.26,141.4,853.2,35.05,34.0
60.16,107.12,141.4,853.2,35.05,34.0
60.27,111.33,141.4,853.2,35.05,34.0
60.38,113.98,141.4,853.2,35.05,34.0
60.49,114.99,141.4,853.2,35.05,34.0
60.6,114.19,141.4,853.2,35.05,34.0
60.71,111.76,141.4,853.2,35.05,34.0
60.82,108.05,141.4,853.2,35.02,34.0
60.93,103.25,141.4,853.2,35.02,34.0
61.04,98.19,141.4,853.2,35.05,34.0
61.16,92.96,141.4,853.2,35.05,34.0
61.27,88.7,141.4,853.2,35.05,34.0
61.39,85.94,141.4,853.2,35.05,34.0
61.5,85.0,141.4,853.2,35.05,34.0
61.61,85.86,141.4,853.2,35.05,34.0
61.72,88.32,141.4,853.2,35.05,34.0
61.82,92.05,141.4,853.2,35.05,34.0
61.94,97.11,141.4,853.2,35.05,34.0
62.04,102.05,141.4,853.2,35.05,34.0
62.16,107.11,141.4,853.2,35.05,34.0
62.28,111.49,141.4,853.2,35.05,34.0
62.4,114.23,141.4,853.2,35.02,34.0
62.51,115.0,141.43,853.2,35.05,34.0
62.63,113.81,141.4,853.2,35.05,34.0
62.73,111.17,141.4,853.2,35.05,34.0
62.84,107.33,141.4,853.2,35.05,34.0
62.95,102.39,141.4,853.2,35.05,34.0
63.06,97.19,141.4,853.2,35.05,34.0
63.17,92.5,141.4,853.2,35.05,34.0
63.27,88.68,141.4,853.2,35.02,34.0
63.38,86.1,141.4,853.2,35.05,34.0
63.5,85.0,141.4,853.2,35.05,34.0
63.62,86.04,141.4,853.2,35.05,34.0
63.73,88.67,141.4,853.2,35.05,34.0
63.84,92.64,141.4,853.2,35.05,34.0
63.96,98.25,141.4,853.2,35.05,34.0
64.08,103.61,141.4,853.2,35.02,34.0
64.19,108.53,141.4,853.2,35.02,34.0
64.3,112.05,141.4,853.2,35.05,34.0
64.42,114.51,141.4,853.2,35.05,34.0
64.53,114.92,141.4,853.2,35.05,34.0
64.64,113.6,141.4,853.2,35.05,34.0
64.75,110.64,141.4,853.2,35.05,34.0
64.87,105.85,141.4,853.2,35.02,34.0
64.99,100.54,141.4,853.2,35.05,34.0
65.1,95.48,141.4,853.2,35.05,34.0
65.21,90.73,141.4,853.2,35.05,34.0
65.33,87.16,141.4,853.2,35.05,34.0
65.45,85.16,141.4,853.2,35.05,34.0
65.56,85.26,141.4,853.2,35.05,34.0
65.66,86.97,141.4,853.2,35.05,34.0
65.78,90.34,141.4,853.2,35.05,34.0
65.88,94.64,141.4,853.2,35.05,34.0
66.0,99.82,141.4,853.2,35.05,34.0
66.11,104.88,141.4,853.2,35.05,34.0
66.21,109.22,141.4,853.2,35.05,34.0
66.33,112.91,141.4,853.2,35.02,34.0
66.45,114.79,141.4,853.2,35.02,34.0
66.57,114.66,141.4,853.2,35.05,34.0
66.67,112.87,141.4,853.2,35.05,34.0
66.79,109.31,141.4,853.2,35.05,34.0
66.9,104.73,141.4,853.2,35.05,34.0
67.01,99.62,141.4,853.2,35.05,34.0
67.11,94.74,141.4,853.2,35.05,34.0
67.22,90.35,141.4,853.2,35.05,34.0
67.33,87.06,141.4,853.2,35.05,34.0
67.44,85.26,141.4,853.2,35.05,34.0
67.56,85.3,141.4,853.2,35.05,34.0
67.68,87.24,141.4,853.2,35.02,34.0
67.78,90.55,141.4,853.2,35.05,34.0
67.9,95.21,141.4,853.2,35.05,34.0
68.02,100.85,141.4,853.2,35.05,34.0
68.12,105.72,141.4,853.2,35.02,34.0
68.24,110.26,141.4,853.2,35.05,34.0
68.36,113.48,141.4,853.2,35.02,34.0
