t_s,knee_cmd_deg,knee_meas_deg,knee_temp_reported,hipyaw_meas_deg,hipyaw_temp_reported
68.48,114.97,141.4,853.2,35.05,34.0
68.59,114.36,141.4,853.2,35.05,34.0
68.72,111.61,141.4,853.2,35.05,34.0
68.83,107.7,141.4,853.2,35.05,34.0
68.94,102.76,141.4,853.2,35.05,34.0
69.06,97.39,141.4,853.2,35.05,34.0
69.17,92.54,141.4,853.2,35.05,34.0
69.29,88.1,141.4,853.2,35.05,34.0
69.4,85.69,141.4,853.2,35.05,34.0
69.52,85.02,141.4,853.2,35.05,34.0
69.62,86.04,141.4,853.2,35.05,34.0
69.73,88.73,141.4,853.2,35.05,34.0
69.83,92.52,141.4,853.2,35.05,34.0
69.95,97.63,141.4,853.2,35.05,34.0
70.06,102.89,141.4,853.2,35.05,34.0
70.17,107.83,141.4,853.2,35.05,34.0
70.28,111.66,141.4,853.2,35.05,34.0
70.4,114.19,141.4,853.2,35.05,34.0
70.51,115.0,141.4,853.2,35.05,34.0
70.63,113.72,141.4,853.2,35.05,34.0
70.75,110.59,141.4,853.2,35.05,34.0
70.86,106.53,141.4,853.2,35.05,34.0
70.97,101.53,141.4,853.2,35.05,34.0
71.08,96.23,141.4,853.2,35.02,34.0
71.2,91.3,141.4,853.2,35.05,34.0
71.3,87.83,141.4,853.2,35.05,34.0
71.41,85.57,141.4,853.2,35.05,34.0
71.52,85.03,141.4,853.2,35.05,34.0
71.65,86.6,141.4,853.2,35.05,34.0
71.76,89.72,141.4,853.2,35.05,34.0
71.88,94.33,141.4,853.2,35.05,34.0
71.98,99.23,141.4,853.2,35.05,34.0
72.1,104.66,141.4,853.2,35.05,34.0
72.21,109.15,141.4,853.2,35.05,34.0
72.33,112.84,141.4,853.2,35.05,34.0
72.44,114.75,141.4,853.2,35.02,34.0
72.55,114.79,141.4,853.2,35.05,34.0
72.69,112.29,141.4,853.2,35.05,34.0
72.8,108.79,141.4,853.2,35.05,34.0
72.91,104.22,141.4,853.2,35.05,34.0
73.04,98.11,141.4,853.2,35.05,34.0
73.15,93.36,141.4,853.2,35.02,34.0
73.25,89.38,141.4,853.2,35.05,34.0
73.37,86.2,141.4,853.2,35.05,34.0
73.49,85.0,141.4,853.2,35.05,34.0
73.6,85.79,141.4,853.2,35.05,34.0
73.71,88.06,141.4,853.2,35.05,34.0
73.81,91.65,141.4,853.2,35.02,34.0
73.92,96.18,141.4,853.2,35.05,34.0
74.03,101.6,141.4,853.2,35.05,34.0
74.15,106.92,141.4,853.2,35.02,34.0
74.26,110.98,141.4,853.2,35.05,34.0
74.38,113.87,141.4,853.2,35.05,34.0
74.49,115.0,141.4,853.2,35.05,34.0
74.61,114.17,141.4,853.2,35.05,34.0
74.72,111.63,141.4,853.2,35.05,34.0
74.83,107.78,141.4,853.2,35.05,34.0
74.94,102.96,141.4,853.2,35.05,34.0
75.05,97.7,141.4,853.2,35.05,34.0
75.16,92.79,141.4,853.2,35.05,34.0
75.27,88.75,141.4,853.2,35.05,34.0
75.39,85.87,141.4,853.2,35.05,34.0
75.5,85.0,141.4,853.2,35.05,34.0
75.62,85.98,141.4,853.2,35.05,34.0
75.73,88.6,141.4,853.2,35.05,34.0
75.84,92.76,141.4,853.2,35.05,34.0
75.95,97.85,141.4,853.2,35.05,34.0
76.06,102.82,141.4,853.2,35.05,34.0
76.17,107.5,141.4,853.2,35.05,34.0
76.28,111.56,141.4,853.2,35.02,34.0
76.41,114.34,141.4,853.2,35.05,34.0
76.53,114.94,141.4,853.2,35.05,34.0
76.63,113.72,141.4,853.2,35.02,34.0
76.76,110.31,141.4,853.2,35.05,34.0
76.88,105.53,141.4,853.2,35.05,34.0
76.99,100.35,141.4,853.2,35.05,34.0
77.11,94.99,141.4,853.2,35.05,34.0
77.22,90.58,141.4,853.2,35.05,34.0
77.34,86.91,141.4,853.2,35.05,34.0
77.45,85.18,141.4,853.2,35.02,34.0
77.56,85.24,141.4,853.2,35.05,34.0
77.68,87.4,141.4,853.2,35.05,34.0
77.8,91.18,141.4,853.2,35.05,34.0
77.91,95.85,141.4,853.2,35.05,34.0
78.02,100.83,141.4,853.2,35.05,34.0
78.14,106.41,141.4,853.2,35.05,34.0
78.25,110.69,141.4,853.2,35.05,34.0
78.36,113.57,141.4,853.2,35.05,34.0
78.48,114.98,141.4,853.2,35.05,34.0
78.6,114.3,141.4,853.2,35.05,34.0
78.71,111.84,141.4,853.2,35.05,34.0
78.82,107.97,141.4,853.2,35.05,34.0
78.93,103.11,141.4,853.2,35.05,34.0
79.04,97.95,141.4,853.2,35.05,34.0
79.15,93.19,141.4,853.2,35.05,34.0
79.27,88.86,141.4,853.2,35.05,34.0
79.39,85.86,141.4,853.2,35.05,34.0
79.51,85.01,141.4,853.2,35.05,34.0
79.62,86.0,141.4,853.2,35.02,34.0
79.73,88.83,141.4,853.2,35.05,34.0
79.85,93.01,141.4,853.2,35.05,34.0
79.95,97.75,141.4,853.2,35.05,34.0
80.06,102.94,141.4,853.2,35.05,34.0
80.18,108.11,141.4,853.2,35.05,34.0
80.3,112.18,141.4,853.2,35.05,34.0
80.42,114.47,141.4,853.2,35.05,34.0
80.53,114.92,141.4,853.2,35.05,34.0
80.65,113.37,141.4,853.2,35.05,34.0
80.76,110.38,141.4,853.2,35.05,34.0
80.87,105.88,141.4,853.2,35.05,34.0
80.99,100.62,141.4,853.2,35.05,34.0
81.09,95.64,141.4,853.2,35.05,34.0
81.2,91.12,141.4,853.2,35.05,34.0
81.34,86.77,141.4,853.2,35.05,34.0
81.46,85.1,141.4,853.2,35.05,34.0
81.57,85.4,141.4,853.2,35.05,34.0
81.71,88.02,141.4,853.2,35.05,34.0
81.82,91.78,141.4,853.2,35.05,34.0
81.93,96.89,141.4,853.2,35.05,34.0
82.05,102.19,141.4,853.2,35.05,34.0
82.16,107.11,141.4,853.2,35.05,34.0
82.27,111.27,141.4,853.2,35.05,34.0
82.38,113.92,141.4,853.2,35.05,34.0
82.49,115.0,141.4,853.2,35.02,34.0
82.61,114.09,141.4,853.2,35.05,34.0
82.73,111.32,141.4,853.2,35.05,34.0
82.83,107.51,141.4,853.2,35.05,34.0
82.94,102.92,141.4,853.2,35.05,34.0
83.04,98.02,141.4,853.2,35.05,34.0
83.16,92.87,141.4,853.2,35.05,34.0
83.27,88.78,141.4,853.2,35.05,34.0
83.39,85.86,141.4,853.2,35.05,34.0
83.51,85.0,141.4,853.2,35.05,34.0
83.62,86.0,141.4,853.2,35.02,34.0
83.74,88.93,141.4,853.2,35.05,34.0
83.85,93.0,141.4,853.2,35.02,34.0
83.96,98.18,141.4,853.2,35.05,34.0
84.07,103.37,141.4,853.2,35.05,34.0
84.18,107.94,141.4,853.2,35.05,34.0
84.29,111.89,141.4,853.2,35.05,34.0
84.41,114.43,141.4,853.2,35.05,34.0
84.53,114.95,141.4,853.2,35.05,34.0
84.64,113.48,141.4,853.2,35.05,34.0
84.76,110.32,141.4,853.2,35.05,34.0
84.86,106.31,141.4,853.2,35.05,34.0
84.98,100.86,141.4,853.2,35.05,34.0
85.1,95.43,141.4,853.2,35.05,34.0
85.21,90.82,141.4,853.2,35.05,34.0
85.32,87.25,141.4,853.2,35.05,34.0
85.44,85.26,141.4,853.2,35.02,34.0
85.56,85.23,141.4,853.2,35.05,34.0
85.66,86.94,141.4,853.2,35.05,34.0
85.77,90.23,141.4,853.2,35.05,34.0
85.88,94.52,141.4,853.2,35.05,34.0
85.99,99.58,141.4,853.2,35.05,34.0
86.11,105.0,141.4,853.2,35.05,34.0
86.22,109.58,141.4,853.2,35.05,34.0
86.34,113.05,141.4,853.2,35.05,34.0
86.45,114.84,141.4,853.2,35.05,34.0
86.56,114.72,141.43,853.2,35.05,34.0
86.67,112.89,141.4,853.2,35.05,34.0
86.79,109.2,141.4,853.2,35.05,34.0
86.9,104.45,141.4,853.2,35.05,34.0
87.01,99.41,141.4,853.2,35.05,34.0
87.13,94.24,141.4,853.2,35.05,34.0
87.24,89.72,141.4,853.2,35.02,34.0
87.35,86.62,141.4,853.2,35.05,34.0
87.47,85.07,141.4,853.2,35.05,34.0
87.58,85.45,141.4,853.2,35.05,34.0
87.7,87.92,141.4,853.2,35.05,34.0
87.81,91.61,141.4,853.2,35.05,34.0
87.94,97.36,141.4,853.2,35.02,34.0
88.06,102.94,141.4,853.2,35.02,34.0
88.17,107.7,141.4,853.2,35.05,34.0
88.29,111.95,141.4,853.2,35.05,34.0
88.41,114.37,141.4,853.2,35.05,34.0
88.53,114.92,141.4,853.2,35.05,34.0
88.64,113.49,141.4,853.2,35.05,34.0
88.75,110.61,141.4,853.2,35.05,34.0
88.86,106.38,141.4,853.2,35.05,34.0
88.98,101.09,141.4,853.2,35.05,34.0
89.1,95.43,141.4,853.2,35.02,34.0
89.22,90.49,141.4,853.2,35.05,34.0
89.34,86.88,141.4,853.2,35.05,34.0
89.46,85.13,141.4,853.2,35.05,34.0
89.57,85.36,141.4,853.2,35.05,34.0
89.68,87.22,141.4,853.2,35.05,34.0
89.81,91.48,141.4,853.2,35.05,34.0
89.93,96.55,141.4,853.2,35.05,34.0
90.05,102.19,141.4,853.2,35.05,34.0
90.16,107.16,141.4,853.2,35.05,34.0
90.28,111.41,141.4,853.2,35.05,34.0
90.39,114.09,141.4,853.2,35.05,34.0
90.5,115.0,141.4,853.2,35.02,34.0
90.62,113.91,141.4,853.2,35.05,34.0
90.73,111.14,141.4,853.2,35.02,34.0
90.84,107.19,141.4,853.2,35.05,34.0
90.95,102.39,141.4,853.2,35.05,34.0
91.05,97.48,141.4,853.2,35.05,34.0
91.17,92.33,141.4,853.2,35.05,34.0
91.29,88.15,141.4,853.2,35.05,34.0
91.4,85.8,141.4,853.2,35.05,34.0
91.51,85.0,141.4,853.2,35.02,34.0
91.62,86.09,141.4,853.2,35.05,34.0
91.74,89.19,141.4,853.2,35.05,34.0
91.85,93.27,141.4,853.2,35.05,34.0
91.96,98.15,141.4,853.2,35.05,34.0
92.07,103.44,141.4,853.2,35.05,34.0
92.19,108.26,141.4,853.2,35.05,34.0
92.31,112.37,141.4,853.2,35.05,34.0
92.42,114.55,141.4,853.2,35.05,34.0
92.53,114.94,141.4,853.2,35.05,34.0
92.63,113.7,141.4,853.2,35.05,34.0
92.75,110.57,141.4,853.2,35.05,34.0
92.86,106.52,141.4,853.2,35.05,34.0
92.97,101.51,141.4,853.2,35.05,34.0
93.08,96.33,141.4,853.2,35.05,34.0
93.19,91.51,141.4,853.2,35.05,34.0
93.3,87.91,141.4,853.2,35.02,34.0
93.41,85.55,141.4,853.2,35.05,34.0
93.53,85.08,141.4,853.2,35.05,34.0
93.64,86.47,141.4,853.2,35.05,34.0
93.76,89.61,141.4,853.2,35.05,34.0
93.89,94.77,141.4,853.2,35.05,34.0
94.0,100.13,141.4,853.2,35.05,34.0
94.12,105.47,141.4,853.2,35.05,34.0
94.23,109.87,141.4,853.2,35.05,34.0
94.34,113.16,141.4,853.2,35.05,34.0
94.45,114.84,141.4,853.2,35.05,34.0
94.57,114.67,141.4,853.2,35.05,34.0
94.68,112.72,141.4,853.2,35.05,34.0
94.78,109.43,141.4,853.2,35.05,34.0
94.89,104.92,141.4,853.2,35.05,34.0
95.0,99.83,141.4,853.2,35.05,34.0
95.11,94.72,141.4,853.2,35.05,34.0
95.23,89.95,141.4,853.2,35.05,34.0
95.36,86.52,141.4,853.2,35.05,34.0
95.46,85.1,141.4,853.2,35.05,34.0
95.57,85.39,141.4,853.2,35.05,34.0
95.68,87.26,141.4,853.2,35.05,34.0
95.8,91.21,141.4,853.2,35.05,34.0
95.92,96.1,141.4,853.2,35.05,34.0
96.03,101.51,141.4,853.2,35.05,34.0
96.14,106.58,141.4,853.2,35.05,34.0
96.27,111.13,141.4,853.2,35.05,34.0
96.38,113.89,141.4,853.2,35.05,34.0
96.5,115.0,141.4,853.2,35.05,34.0
96.61,114.1,141.4,853.2,35.05,34.0
96.72,111.53,141.4,853.2,35.05,34.0
96.83,107.64,141.4,853.2,35.05,34.0
96.94,102.95,141.4,853.2,35.05,34.0
97.05,97.48,141.4,853.2,35.05,34.0
97.17,92.47,141.4,853.2,35.05,34.0
97.28,88.52,141.4,853.2,35.05,34.0
97.38,86.01,141.4,853.2,35.05,34.0
97.49,85.01,141.4,853.2,35.05,34.0
97.59,85.66,141.4,853.2,35.02,34.0
97.71,88.14,141.4,853.2,35.05,34.0
97.81,91.71,141.4,853.2,35.02,34.0
97.92,96.36,141.4,853.2,35.05,34.0
98.03,101.44,141.4,853.2,35.05,34.0
98.14,106.34,141.4,853.2,35.05,34.0
98.25,110.6,141.4,853.2,35.05,34.0
98.36,113.55,141.4,853.2,35.05,34.0
98.47,114.92,141.4,853.2,35.05,34.0
98.58,114.54,141.43,853.2,35.02,34.0
98.7,112.1,141.4,853.2,35.02,34.0
98.81,108.56,141.4,853.2,35.05,34.0
98.92,103.68,141.4,853.2,35.02,34.0
99.04,98.15,141.4,853.2,35.05,34.0
99.15,93.4,141.4,853.2,35.05,34.0
99.26,89.17,141.4,853.2,35.05,34.0
99.36,86.38,141.4,853.2,35.05,34.0
99.47,85.07,141.4,853.2,35.05,34.0
99.6,85.7,141.4,853.2,35.05,34.0
99.71,88.22,141.4,853.2,35.05,34.0
99.83,92.22,141.4,853.2,35.05,34.0
99.94,97.11,141.4,853.2,35.02,34.0
100.05,102.54,141.4,853.2,35.05,34.0
100.17,107.63,141.4,853.2,35.05,34.0
100.28,111.57,141.4,853.2,35.02,34.0
100.39,114.06,141.4,853.2,35.05,34.0
100.5,115.0,141.4,853.2,35.05,34.0
100.61,114.16,141.4,853.2,35.05,34.0
100.73,111.2,141.4,853.2,35.05,34.0
100.84,107.1,141.4,853.2,35.05,34.0
100.95,102.17,141.4,853.2,35.05,34.0
101.08,96.33,141.4,853.2,35.02,34.0
101.19,91.55,141.4,853.2,35.02,34.0
101.3,87.89,141.4,853.2,35.02,34.0
101.41,85.66,141.4,853.2,35.05,34.0
101.51,85.02,141.4,853.2,35.05,34.0
101.63,86.21,141.4,853.2,35.05,34.0
101.74,88.96,141.4,853.2,35.05,34.0
101.84,92.86,141.4,853.2,35.05,34.0
101.97,98.36,141.4,853.2,35.05,34.0
102.07,103.39,141.4,853.2,35.02,34.0
102.18,107.89,141.4,853.2,35.05,34.0
102.28,111.66,141.4,853.2,35.05,34.0
102.4,114.23,141.4,853.2,35.05,34.0
102.51,114.99,141.4,853.2,35.05,34.0
102.63,113.82,141.4,853.2,35.05,34.0
102.73,111.11,141.4,853.2,35.05,34.0
102.84,107.21,141.4,853.2,35.05,34.0
102.95,102.17,141.4,853.2,35.02,34.0
103.06,96.98,141.4,853.2,35.05,34.0
103.17,92.4,141.4,853.2,35.05,34.0
103.28,88.45,141.4,853.2,35.05,34.0
103.39,85.91,141.4,853.2,35.05,34.0
103.5,85.0,141.4,853.2,35.05,34.0
103.6,85.81,141.4,853.2,35.02,34.0
103.71,88.19,141.4,853.2,35.05,34.0
103.82,91.93,141.4,853.2,35.05,34.0
103.93,96.57,141.4,853.2,35.05,34.0
104.04,101.94,141.4,853.2,35.05,34.0
104.15,106.75,141.4,853.2,35.05,34.0
104.26,110.79,141.4,853.2,35.05,34.0
104.37,113.74,141.4,853.2,35.05,34.0
104.49,114.99,141.4,853.2,35.02,34.0
104.6,114.32,141.4,853.2,35.05,34.0
104.7,112.13,141.4,853.2,35.05,34.0
104.81,108.6,141.4,853.2,35.05,34.0
104.91,104.16,141.4,853.2,35.05,34.0
105.02,99.03,141.4,853.2,35.05,34.0
105.13,93.96,141.4,853.2,35.05,34.0
105.24,89.64,141.4,853.2,35.05,34.0
105.36,86.42,141.4,853.2,35.05,34.0
105.47,85.07,141.4,853.2,35.05,34.0
105.57,85.39,141.4,853.2,35.02,34.0
105.68,87.26,141.4,853.2,35.05,34.0
105.79,90.87,141.4,853.2,35.05,34.0
105.9,95.34,141.4,853.2,35.05,34.0
106.01,100.56,141.4,853.2,35.02,34.0
106.12,105.73,141.4,853.2,35.05,34.0
106.23,110.05,141.4,853.2,35.05,34.0
106.34,113.19,141.4,853.2,35.05,34.0
106.45,114.85,141.4,853.2,35.05,34.0
106.56,114.72,141.4,853.2,35.05,34.0
106.67,112.87,141.4,853.2,35.05,34.0
106.78,109.49,141.4,853.2,35.05,34.0
106.89,105.23,141.4,853.2,35.05,34.0
107.0,99.99,141.4,853.2,35.02,34.0
107.11,95.0,141.4,853.2,35.05,34.0
107.21,90.71,141.4,853.2,35.02,34.0
107.32,87.42,141.4,853.2,35.05,34.0
107.43,85.41,141.4,853.2,35.05,34.0
107.55,85.2,141.4,853.2,35.05,34.0
107.66,86.85,141.4,853.2,35.05,34.0
107.77,90.14,141.4,853.2,35.05,34.0
107.88,94.45,141.4,853.2,35.02,34.0
107.99,99.45,141.4,853.2,35.02,34.0
108.1,104.53,141.4,853.2,35.05,34.0
108.21,109.33,141.4,853.2,35.05,34.0
108.32,112.69,141.4,853.2,35.05,34.0
108.43,114.67,141.4,853.2,35.05,34.0
108.54,114.88,141.4,853.2,35.05,34.0
108.65,113.35,141.4,853.2,35.05,34.0
108.76,110.25,141.4,853.2,35.05,34.0
108.87,106.1,141.4,853.2,35.05,34.0
108.97,101.24,141.4,853.2,35.05,34.0
109.08,96.06,141.4,853.2,35.05,34.0
109.2,91.27,141.4,853.2,35.05,34.0
109.31,87.68,141.4,853.2,35.02,34.0
109.42,85.48,141.4,853.2,35.05,34.0
