t_s,cmd,pos_deg,vel_deg_s,tau_est_nm,temp_c
8.370261639356613e-07,0.00011065336778730416,30.05674432122199,1.4691225516174902,-0.0293040293040292,32.0
0.005057270056568086,0.6204227383016044,30.078723658934113,2.3086211525417704,-0.0293040293040292,32.0
0.010056536993943155,0.9911562806895524,30.078723658934113,0.6296239506932101,-0.0293040293040292,32.0
0.015057547017931938,1.0457888861480993,30.078723658934113,0.6296239506932101,0.0879120879120876,32.0
0.020057484041899443,0.910287691313289,30.100702996646135,-0.20987465023107005,0.2637362637362628,32.0
0.02505661197938025,0.7943815597278392,30.122682334358156,4.827116955314611,0.439560439560438,32.0
0.030056164017878473,0.8192795102051589,30.144661672070175,8.604860659473871,0.439560439560438,32.0
0.03506100899539888,0.9291254677182219,30.188620347494318,9.024609959936011,0.5567765567765548,32.0
0.040056867990642786,0.9543540893315807,30.276537698342505,16.16034806779239,0.5567765567765548,32.0
0.04505733505357057,0.7744335446120008,30.320496373766545,13.222102964557411,0.6153846153846132,32.0
0.0500583240063861,0.44171507712828184,30.408413724614732,19.098593171027375,0.5567765567765548,32.0
0.05505765997804701,0.16426346500699818,30.496331075462916,22.036838274262355,0.5567765567765548,32.0
0.06005742901470512,0.15469676988429665,30.60622776402312,22.036838274262355,0.5567765567765548,32.0
0.06505710596684366,0.4654807810408067,30.73810379029545,21.197339673338075,0.4981684981684964,32.0
0.07001342996954918,0.9364648657575655,30.804041803431513,18.678843870565235,0.5567765567765548,32.0
0.07505788002163172,1.3240233697544257,30.891959154279697,14.901100166405973,0.6153846153846132,32.0
0.08006973005831242,1.4408290277845393,30.95789716741586,11.962855063170991,0.7912087912087884,32.0
0.08505951904226094,1.3101652104833608,31.023835180552027,16.58009736825453,0.9670329670329636,32.0
0.09005944197997451,1.1031112922905069,31.089773193688192,10.283857861322431,0.9670329670329636,32.0
0.09509327204432338,0.9852945079042479,31.177690544536375,16.58009736825453,0.9084249084249052,32.0
0.10008536500390619,0.9755695475089395,31.22164921996042,13.222102964557411,0.8498168498168468,32.0
0.1050895790103823,0.9300824836638344,31.28758723309658,13.641852265019553,0.8498168498168468,32.0
0.11008476896677166,0.6764470839621467,31.353525246232643,11.962855063170991,0.8498168498168468,32.0
0.11505761404987425,0.17727115946428199,31.419463259368808,14.061601565481693,0.73260073260073,32.0
0.12005690904334188,-0.4198438750212433,31.507380610216995,14.901100166405973,0.439560439560438,32.0
0.12505810300353914,-0.8593097777677499,31.6172772987772,18.678843870565235,0.0879120879120876,32.0
0.1300724260509014,-0.9654208980994173,31.705194649625383,19.938091771951655,-0.0293040293040292,32.0
0.1350588919594884,-0.7673332187390132,31.79311200047357,17.83934526964095,-0.2637362637362628,32.0
0.14006568596232682,-0.4691082595639071,31.881029351321754,13.641852265019553,-0.439560439560438,32.0
0.1450611969921738,-0.2963190141243278,31.94696736445792,7.7653620585495915,-0.3809523809523796,32.0
0.15005670895334333,-0.3294199589712518,32.01290537759408,7.7653620585495915,-0.146520146520146,32.0
0.15505942003801465,-0.4670174606678509,32.056864053018124,3.9876183543903307,-0.0293040293040292,32.0
0.16006151598412544,-0.5329082403733014,32.056864053018124,0.20987465023107005,-0.0879120879120876,32.0
0.16506321099586785,-0.4426500241007413,32.07884339073014,0.6296239506932101,-0.0293040293040292,32.0
0.17005677102133632,-0.288485953191039,32.056864053018124,-1.0493732511553502,-0.146520146520146,32.0
0.1750127209816128,-0.26915312940325514,32.034884715306106,-4.407367654852471,-0.2637362637362628,32.0
0.18005995999556035,-0.5298201995100452,32.034884715306106,-1.8888718520796304,-0.2637362637362628,32.0
0.18505681597162038,-1.019298808021834,32.01290537759408,-0.6296239506932101,-0.2637362637362628,32.0
0.19005609897430986,-1.515603098083611,32.01290537759408,-1.8888718520796304,-0.3809523809523796,32.0
0.19507485895883292,-1.7704773903825632,32.01290537759408,1.0493732511553502,-0.6153846153846132,32.0
0.20005560503341258,-1.682323348960571,31.99092603988196,-3.5678690539281908,-0.7912087912087884,32.0
0.20505670504644513,-1.3593188172825212,31.968946702169937,-4.407367654852471,-0.9670329670329636,32.0
0.21005572995636612,-1.0197549881531862,31.924988026745897,-9.444359260398151,-1.1428571428571388,32.0
0.21502117405179888,-0.819459244664221,31.881029351321754,-6.9258634576253115,-1.2014652014651972,32.0
0.2200574460439384,-0.7364913492200575,31.837070675897714,-12.802353664095271,-1.0842490842490804,32.0
0.225055958959274,-0.618064682155452,31.79311200047357,-9.864108560860291,-1.0842490842490804,32.0
0.230058453977108,-0.3253266164428982,31.727173987337505,-12.382604363633131,-0.9084249084249052,32.0
