t_s,cmd,pos_deg,vel_deg_s,tau_est_nm,temp_c
5.940673872828484e-07,41.859658004178996,41.83766933487827,-1.8888718520796304,-0.0293040293040292,32.0
0.005090251099318266,41.93960577122875,41.859648672590296,-1.8888718520796304,-0.0879120879120876,32.0
0.010056266095489264,42.017609211361254,41.83766933487827,-1.0493732511553502,-0.0879120879120876,32.0
0.015056414064019918,42.09614447257923,41.83766933487827,-1.0493732511553502,-0.0879120879120876,32.0
0.020058006048202515,42.17469592730326,41.859648672590296,-1.4691225516174902,-0.0293040293040292,32.0
0.02505765005480498,42.25320815112108,41.859648672590296,1.4691225516174902,-0.0879120879120876,32.0
0.030064536025747657,42.33182328699306,41.83766933487827,-1.0493732511553502,-0.0293040293040292,32.0
0.03505641804076731,42.41018991955501,41.859648672590296,-1.0493732511553502,-0.0293040293040292,32.0
0.04006731405388564,42.48883991616243,41.859648672590296,-0.6296239506932101,-0.0293040293040292,32.0
0.04505693109240383,42.567138710733765,41.859648672590296,1.4691225516174902,-0.0293040293040292,32.0
0.050055233063176274,42.64555442483419,41.83766933487827,-0.6296239506932101,0.0293040293040292,32.0
0.055056311073713005,42.723992141042764,41.859648672590296,-1.0493732511553502,0.0293040293040292,32.0
0.06005580606870353,42.80238133382927,41.859648672590296,4.827116955314611,-0.0293040293040292,32.0
0.06505673809442669,42.8807672068077,41.859648672590296,1.0493732511553502,-0.0293040293040292,32.0
0.07005434401798993,42.95907296911068,41.859648672590296,-2.7283704530039103,0.0293040293040292,32.0
0.07505735603626817,43.03743327557805,41.859648672590296,4.407367654852471,0.0293040293040292,32.0
0.0800588569836691,43.11573760109441,41.859648672590296,0.6296239506932101,0.0879120879120876,32.0
0.08505919901654124,43.19398933760406,41.83766933487827,-4.407367654852471,0.0879120879120876,32.0
0.09005828609224409,43.2721848622649,41.859648672590296,0.20987465023107005,0.0879120879120876,32.0
0.09508644905872643,43.35079613704462,41.859648672590296,-0.20987465023107005,0.0879120879120876,32.0
0.10005648201331496,43.42845797598267,41.859648672590296,-1.0493732511553502,0.0879120879120876,32.0
0.10505662008654326,43.50654735125863,41.859648672590296,-1.4691225516174902,0.146520146520146,32.0
0.11005487304646522,43.5845621586311,41.859648672590296,1.0493732511553502,0.146520146520146,32.0
0.11505835608113557,43.662611267903486,41.859648672590296,-2.7283704530039103,0.0879120879120876,32.0
0.12005647807382047,43.7405273327891,41.859648672590296,1.8888718520796304,0.146520146520146,32.0
0.1250561170745641,43.81841549622992,41.859648672590296,-0.6296239506932101,0.146520146520146,32.0
0.1300542320823297,43.89622624969011,41.859648672590296,2.7283704530039103,0.146520146520146,32.0
0.13508490100502968,43.97448746049916,41.859648672590296,1.8888718520796304,0.146520146520146,32.0
0.14005717006511986,44.051782488665694,41.859648672590296,-0.20987465023107005,0.146520146520146,32.0
0.14506038301624358,44.129498552481465,41.859648672590296,-0.6296239506932101,0.146520146520146,32.0
0.15010383608751,44.20777660679228,41.881628010302315,-2.7283704530039103,0.146520146520146,32.0
