host_monotonic_ns,host_dt_ms,sensor_ms,sensor_dt_ms,gravity_x,gravity_y,gravity_z,gravity_norm,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_mps2,accel_y_mps2,accel_z_mps2,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,temp_c
76255322579080,20.278959,52681.0,20.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.3729310000000001,0.7060787999999999,9.6889702,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255332541510,9.96243,52691.0,10.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.6889702,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255342448069,9.906559,52701.0,10.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.67916355,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255352529891,10.081822,52711.0,10.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.6889702,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255412533916,60.004025,52771.0,60.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.36312435,0.73549875,9.67916355,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255462440751,49.906835,52821.0,50.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255472409912,9.969161,52831.0,10.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255482353608,9.943696,52841.0,10.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.6889702,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255492551731,10.198123,52851.0,10.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.67916355,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255502462796,9.911065,52861.0,10.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
76255512607539,10.144743,52871.0,10.0,-0.14041466,-0.07312072,-0.98738918,1.0000001546086412,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.6889702,-0.6586,-0.0771,0.019,-0.7483,4.235285636782925,-8.071841536903616,96.99790875462816,31.2
