poll_monotonic,state_stamp,age_ms,sensor_ms,is_valid,changed,gravity_x,gravity_y,gravity_z,gravity_norm,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_mps2,accel_y_mps2,accel_z_mps2,temp_c
81465.15602961,81465.154306076,1.723534005577676,42469.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.67916355,31.8
81465.166393846,81465.164331175,2.062671002931893,42479.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.669356899999999,31.8
81465.174623378,81465.174211811,0.4115670017199591,42489.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7256921,9.67916355,31.8
81465.18504906,81465.18426884,0.7802199979778379,42499.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7060787999999999,9.6889702,31.8
81465.195374955,81465.194214758,1.1601970036281273,42509.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7256921,9.67916355,31.8
81465.205660334,81465.20422863,1.4317040040623397,42519.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.6889702,31.8
81465.21603342,81465.214289259,1.7441609961679205,42529.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.669356899999999,31.8
81465.224263334,81465.224149345,0.11398900824133307,42539.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7060787999999999,9.6889702,31.8
81465.234601617,81465.234286582,0.31503500940743834,42549.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81465.24501511,81465.244228807,0.7863030041335151,42559.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.669356899999999,31.8
81465.255324428,81465.254236112,1.0883159993682057,42569.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81465.265673462,81465.264217876,1.4555859961546957,42579.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3533177,0.7060787999999999,9.67916355,31.8
81465.27607834,81465.274243858,1.8344819982303306,42589.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.669356899999999,31.9
81465.284376341,81465.284217778,0.15856300888117403,42599.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7060787999999999,9.67916355,31.9
81465.294666164,81465.294251755,0.41440900531597435,42609.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.67916355,31.8
81465.305043906,81465.304168583,0.8753230067668483,42619.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3533177,0.7256921,9.669356899999999,31.8
81465.315424034,81465.314186706,1.2373279896564782,42629.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.67916355,31.8
81465.325737536,81465.324228363,1.509173001977615,42639.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81465.336125809,81465.334237637,1.8881720025092363,42649.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.669356899999999,31.8
81465.344422485,81465.344174463,0.24802199914120138,42659.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.6889702,31.8
81465.354736941,81465.354231799,0.5051419866504148,42669.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.669356899999999,31.8
81465.365115078,81465.364218186,0.8968920010374859,42679.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.669356899999999,31.8
81465.375479174,81465.374190733,1.2884410098195076,42689.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81465.385819062,81465.384190927,1.6281349962810054,42699.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7256921,9.669356899999999,31.8
81465.396207522,81465.394213213,1.9943090010201558,42709.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81465.404478355,81465.404179064,0.2992910012835637,42719.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.669356899999999,31.9
81465.414806438,81465.414251353,0.555085003725253,42729.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.6889702,31.8
81465.42519375,81465.424258097,0.9356529917567968,42739.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.669356899999999,31.8
81465.435533881,81465.434182552,1.3513290032278746,42749.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7060787999999999,9.67916355,31.8
81465.445868692,81465.444192002,1.6766899934737012,42759.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.669356899999999,31.8
81465.456249551,81465.454224862,2.024689005338587,42769.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7060787999999999,9.67916355,31.8
81465.464509209,81465.464178509,0.33070000063162297,42779.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81465.474848435,81465.474211159,0.6372759962687269,42789.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.67916355,31.8
81465.485223307,81465.48429657,0.926737004192546,42799.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.669356899999999,31.8
81465.495573394,81465.494203589,1.3698050024686381,42809.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81465.505952148,81465.504157081,1.7950670007849112,42819.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.6889702,31.9
81465.514264263,81465.514211074,0.05318899638950825,42829.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.524637697,81465.524218358,0.4193390050204471,42839.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.535042144,81465.534173111,0.8690329996170476,42849.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7060787999999999,9.67916355,31.9
81465.545459579,81465.544214767,1.2448120105545968,42859.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81465.55588205,81465.554207009,1.675040999543853,42869.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81465.564205508,81465.564193056,0.012452001101337373,42879.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81465.574496658,81465.574239646,0.2570119977463037,42889.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7256921,9.669356899999999,31.8
81465.584822147,81465.584330204,0.49194299208465964,42899.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3533177,0.7256921,9.6889702,31.8
81465.595236848,81465.594312307,0.9245410037692636,42909.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.73549875,9.669356899999999,31.9
81465.605693789,81465.604201611,1.4921779948053882,42919.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.616102814,81465.614191535,1.9112790032522753,42929.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7060787999999999,9.6889702,31.9
81465.624364109,81465.624186383,0.1777260040398687,42939.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.669356899999999,31.9
81465.634701853,81465.63423561,0.4662430001189932,42949.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.644992223,81465.644187953,0.8042699919315055,42959.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.9
81465.655322863,81465.654226808,1.0960549989249557,42969.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.665643949,81465.664199441,1.444508001441136,42979.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7060787999999999,9.67916355,31.9
81465.676044081,81465.674233783,1.8102980102412403,42989.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.684361425,81465.684256591,0.10483399091754109,42999.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7060787999999999,9.6889702,31.9
81465.694716295,81465.694254295,0.4619999963324517,43009.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.705124043,81465.704196007,0.9280359954573214,43019.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.669356899999999,31.9
81465.715430601,81465.714200577,1.230024005053565,43029.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81465.725822648,81465.724159345,1.6633030027151108,43039.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.69877685,31.9
81465.736191087,81465.734252744,1.9383429898880422,43049.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.9
81465.744425828,81465.744301186,0.12464199971873313,43059.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.669356899999999,31.8
81465.754845799,81465.754272526,0.5732730060117319,43069.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.765253807,81465.764192887,1.0609199962345883,43079.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.67916355,31.8
81465.775600145,81465.7742715,1.3286449975566939,43089.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3533177,0.7158854499999999,9.67916355,31.8
81465.785993412,81465.784207636,1.7857760103652254,43099.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81465.794263702,81465.794196367,0.06733500049449503,43109.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7256921,9.67916355,31.8
81465.804578348,81465.804242808,0.33554001129232347,43119.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.669356899999999,31.8
81465.814971484,81465.814170783,0.8007010037545115,43129.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81465.825314498,81465.824197287,1.117210995289497,43139.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.67916355,31.8
81465.835644508,81465.834247599,1.3969089923193678,43149.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.669356899999999,31.8
81465.846013538,81465.844172742,1.8407960014883429,43159.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.6889702,31.8
81465.854275649,81465.854223801,0.051848008297383785,43169.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81465.86461085,81465.864214937,0.39591299719177186,43179.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.6889702,31.8
81465.87501392,81465.87417472,0.8392000017920509,43189.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.659550249999999,31.9
81465.885377558,81465.884283384,1.0941740038106218,43199.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81465.89566922,81465.894190701,1.4785189996473491,43209.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81465.906100136,81465.904227389,1.872747001470998,43219.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.914374162,81465.914213423,0.1607390004210174,43229.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.9
81465.924682259,81465.924157382,0.5248770030448213,43239.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.669356899999999,31.8
81465.935074251,81465.934207096,0.8671550021972507,43249.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.6889702,31.8
81465.945426502,81465.944262946,1.163556007668376,43259.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.9
81465.95571719,81465.954213377,1.503812993178144,43269.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.6889702,31.9
81465.966125837,81465.964214574,1.911262996145524,43279.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.67916355,31.8
81465.974394299,81465.974249412,0.14488700253423303,43289.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.984730788,81465.984206464,0.5243240011623129,43299.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81465.995168917,81465.994196206,0.9727110009407625,43309.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7158854499999999,9.67916355,31.9
81466.005547856,81466.004282562,1.2652939913095906,43319.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.9
81466.015907721,81466.014230681,1.6770399961387739,43329.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81466.024231106,81466.024213779,0.017326994566246867,43339.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81466.034574814,81466.034397771,0.17704299534671009,43349.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.669356899999999,31.8
81466.044952602,81466.044345899,0.606702989898622,43359.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81466.055327643,81466.054320258,1.0073849989566952,43369.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.9
81466.065618196,81466.064290353,1.3278429978527129,43379.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81466.076017759,81466.074258013,1.7597459955140948,43389.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.669356899999999,31.8
81466.084283921,81466.084272573,0.011347990948706865,43399.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7256921,9.669356899999999,31.8
81466.094626611,81466.094201674,0.42493699584156275,43409.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.669356899999999,31.8
81466.105067238,81466.104419682,0.6475559930549935,43419.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7256921,9.669356899999999,31.8
81466.115392493,81466.114168264,1.2242289958521724,43429.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.67916355,31.9
81466.125733262,81466.124223493,1.5097690047696233,43439.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7256921,9.67916355,31.9
81466.136127595,81466.134229886,1.897709007607773,43449.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3533177,0.7158854499999999,9.669356899999999,31.9
81466.144380115,81466.144289945,0.09016999683808535,43459.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81466.154705472,81466.154243876,0.4615960060618818,43469.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81466.165136096,81466.164426291,0.7098049973137677,43479.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7060787999999999,9.67916355,31.8
81466.175432534,81466.174279657,1.1528769973665476,43489.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81466.185723096,81466.184380123,1.3429730024654418,43499.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3533177,0.7060787999999999,9.669356899999999,31.8
81466.196227486,81466.194438417,1.789068992366083,43509.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7060787999999999,9.669356899999999,31.8
81466.204503583,81466.204236221,0.2673619892448187,43519.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.6889702,31.8
81466.214896715,81466.214355658,0.5410570011008531,43529.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.669356899999999,31.8
81466.225279835,81466.224312321,0.9675139881437644,43539.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3533177,0.7060787999999999,9.67916355,31.8
81466.235579885,81466.234240425,1.3394600100582466,43549.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7256921,9.6889702,31.8
81466.245945232,81466.244224074,1.7211579979630187,43559.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.67916355,31.8
81466.256318611,81466.254322171,1.9964400125900283,43569.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81466.264577075,81466.264336744,0.24033099180087447,43579.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.6962721499999999,9.669356899999999,31.8
81466.275013875,81466.27435478,0.6590949924429879,43589.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.8
81466.285394733,81466.284270136,1.1245969944866374,43599.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.6962721499999999,9.67916355,31.8
81466.29570352,81466.294247469,1.456050988053903,43609.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.7256921,9.67916355,31.8
81466.30460819,81466.304595674,0.01251600042451173,43619.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.9
81466.314926083,81466.314193354,0.7327289931708947,43629.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7060787999999999,9.67916355,31.9
81466.325320444,81466.324275582,1.0448620014358312,43639.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3827376499999997,0.6962721499999999,9.67916355,31.9
81466.335623378,81466.33419251,1.4308680110843852,43649.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.67916355,31.8
81466.34598215,81466.344217402,1.7647479980951175,43659.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.669356899999999,31.8
81466.354304785,81466.354189867,0.11491800250951201,43669.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7256921,9.6889702,31.8
81466.364636639,81466.364246061,0.39057800313457847,43679.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.36312435,0.7158854499999999,9.67916355,31.9
81466.37493765,81466.374264377,0.673273010761477,43689.0,True,True,-0.13993766,-0.07319492,-0.98745078,0.9999995439612411,0.0,0.0,0.0,-1.3729310000000001,0.7158854499999999,9.6889702,31.8
