host_monotonic_ns,host_dt_ms,sensor_ms,sensor_dt_ms,gravity_x,gravity_y,gravity_z,gravity_norm,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_x_mps2,accel_y_mps2,accel_z_mps2,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,temp_c
76007919049871,9.985269,45279.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76007929035316,9.985445,45289.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76007939078094,10.042778,45299.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76007949074448,9.996354,45309.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76007959084314,10.009866,45319.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76007969071382,9.987068,45329.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76007979079160,10.007778,45339.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76007989078737,9.999577,45349.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76007999064358,9.985621,45359.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008009058723,9.994365,45369.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008019028161,9.969438,45379.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008029072939,10.044778,45389.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008039064098,9.991159,45399.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008049033327,9.969229,45409.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008059041632,10.008305,45419.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.7060787999999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008069129484,10.087852,45429.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4320492,0.6864655000000001,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008079099429,9.969945,45439.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.46341725,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008089122953,10.023524,45449.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6864655000000001,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008099141694,10.018741,45459.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.473223899999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008109016590,9.874896,45469.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008119055234,10.038644,45479.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.42224255,0.6962721499999999,9.483030549999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
76008129080458,10.025224,45489.0,10.0,-0.2466243,-0.07058273999999999,-0.96653388,0.9999966048563624,0.0,0.0,0.0,-2.4124358999999997,0.6962721499999999,9.492837199999999,-0.6465,-0.1175,0.0541,-0.7518,4.176705237321635,-14.277845148024644,98.08374934433456,30.4
